#ORTHOLOGY_ASSIGNMENTS_FROM_EFFIE_7_2022				
name_dc3000_new	name_p25c2_new	name_p25c2	name_dc3000	name_p7
WP_011104639.1	DAKCFMEO_04549	BJEIHDPM_05271	PSPTO_RS18755	PDOHHFKI_01968
WP_011104640.1	DAKCFMEO_04543	BJEIHDPM_05277	PSPTO_RS18785	PDOHHFKI_01974
WP_011104642.1	DAKCFMEO_04539	BJEIHDPM_05281	PSPTO_RS18805	PDOHHFKI_03741
WP_011104643.1	DAKCFMEO_04537	BJEIHDPM_05283	PSPTO_RS18815	
WP_011104644.1	DAKCFMEO_04536	BJEIHDPM_05284	PSPTO_RS18825	
WP_011104646.1	DAKCFMEO_04535	BJEIHDPM_05285	PSPTO_RS18835	
WP_011104647.1	DAKCFMEO_04533	BJEIHDPM_05287	PSPTO_RS18845	
WP_011104648.1	DAKCFMEO_04532	BJEIHDPM_05288	PSPTO_RS18855	
WP_011104649.1	DAKCFMEO_04531	BJEIHDPM_05289	PSPTO_RS18860	
WP_011104651.1	DAKCFMEO_04529	BJEIHDPM_05291	PSPTO_RS18895	
WP_011104652.1	DAKCFMEO_04528	BJEIHDPM_05292	PSPTO_RS18900	
WP_011104653.1	DAKCFMEO_04527	BJEIHDPM_05293	PSPTO_RS18905	PDOHHFKI_03724
WP_011104654.1	DAKCFMEO_04525	BJEIHDPM_05295	PSPTO_RS18915	PDOHHFKI_03722
WP_011104655.1	DAKCFMEO_04522	BJEIHDPM_05298	PSPTO_RS18930	PDOHHFKI_03717
WP_011104657.1	DAKCFMEO_04520	BJEIHDPM_05300	PSPTO_RS18940	PDOHHFKI_03715
WP_011104658.1	DAKCFMEO_04498	BJEIHDPM_05322	PSPTO_RS18955	PDOHHFKI_03714
WP_011104660.1	DAKCFMEO_04495	BJEIHDPM_05325	PSPTO_RS18970	PDOHHFKI_03709
WP_011104661.1	DAKCFMEO_04494	BJEIHDPM_05326	PSPTO_RS18975	PDOHHFKI_03708
WP_011104663.1	DAKCFMEO_04490	BJEIHDPM_05330	PSPTO_RS18995	
WP_011104667.1	DAKCFMEO_04483	BJEIHDPM_00091	PSPTO_RS19020	
WP_011104672.1	DAKCFMEO_03466	BJEIHDPM_00941	PSPTO_RS19050	
WP_011104674.1	DAKCFMEO_04394	BJEIHDPM_00085	PSPTO_RS19060	
WP_011104675.1	DAKCFMEO_04399	BJEIHDPM_00080	PSPTO_RS19075	
WP_011104677.1	DAKCFMEO_04408	BJEIHDPM_00071	PSPTO_RS19090	
WP_011104680.1	DAKCFMEO_04480	BJEIHDPM_03509	PSPTO_RS19110	
WP_011104683.1	DAKCFMEO_04375	BJEIHDPM_00104	PSPTO_RS19130	PDOHHFKI_02185
WP_011104685.1	DAKCFMEO_04373	BJEIHDPM_00106	PSPTO_RS19140	
WP_011104686.1	DAKCFMEO_04371	BJEIHDPM_00108	PSPTO_RS19150	
WP_011104690.1	DAKCFMEO_04363	BJEIHDPM_00116	PSPTO_RS19190	PDOHHFKI_04040
WP_011104691.1	DAKCFMEO_04359	BJEIHDPM_00120	PSPTO_RS19210	PDOHHFKI_04052
WP_011104692.1	DAKCFMEO_04028	BJEIHDPM_04692	PSPTO_RS15685	PDOHHFKI_04053
WP_011104692.1	DAKCFMEO_02036	BJEIHDPM_02156	PSPTO_RS01410	PDOHHFKI_04053
WP_011104692.1	DAKCFMEO_04358	BJEIHDPM_00121	PSPTO_RS19215	PDOHHFKI_04053
WP_011104693.1	DAKCFMEO_04357	BJEIHDPM_00122	PSPTO_RS19220	PDOHHFKI_04054
WP_011104693.1	DAKCFMEO_02035	BJEIHDPM_02155	PSPTO_RS01405	PDOHHFKI_04054
WP_011104693.1	DAKCFMEO_04029	BJEIHDPM_04693	PSPTO_RS15690	PDOHHFKI_04054
WP_011104696.1	DAKCFMEO_04344	BJEIHDPM_00135	PSPTO_RS19320	PDOHHFKI_02298
WP_011104697.1	DAKCFMEO_04340	BJEIHDPM_00139	PSPTO_RS19340	PDOHHFKI_02294
WP_011104699.1	DAKCFMEO_04333	BJEIHDPM_00146	PSPTO_RS19380	PDOHHFKI_03579
WP_011104700.1	DAKCFMEO_04332	BJEIHDPM_00147	PSPTO_RS19385	PDOHHFKI_03578
WP_011104701.1	DAKCFMEO_04330	BJEIHDPM_00149	PSPTO_RS19395	PDOHHFKI_03576
WP_011104702.1	DAKCFMEO_04328	BJEIHDPM_00151	PSPTO_RS19405	PDOHHFKI_03573
WP_011104705.1	DAKCFMEO_00602	BJEIHDPM_02709	PSPTO_RS19425	
WP_011104706.1	DAKCFMEO_04322	BJEIHDPM_00157	PSPTO_RS19455	PDOHHFKI_00405
WP_011104707.1	DAKCFMEO_04320	BJEIHDPM_00159	PSPTO_RS19465	
WP_011104708.1	DAKCFMEO_04317	BJEIHDPM_00162	PSPTO_RS19480	PDOHHFKI_00408
WP_011104709.1	DAKCFMEO_04314	BJEIHDPM_00165	PSPTO_RS19495	PDOHHFKI_00411
WP_011104710.1	DAKCFMEO_04313	BJEIHDPM_00166	PSPTO_RS19500	
WP_011104711.1	DAKCFMEO_04312	BJEIHDPM_00167	PSPTO_RS19505	
WP_011104717.1	DAKCFMEO_04302	BJEIHDPM_00177	PSPTO_RS19565	PDOHHFKI_01822
WP_011104720.1	DAKCFMEO_04300	BJEIHDPM_00179	PSPTO_RS19580	
WP_011104723.1	DAKCFMEO_04297	BJEIHDPM_00182	PSPTO_RS19595	
WP_011104724.1	DAKCFMEO_04294	BJEIHDPM_00185	PSPTO_RS19610	
WP_011104725.1	DAKCFMEO_04292	BJEIHDPM_00187	PSPTO_RS19620	PDOHHFKI_01826
WP_011104727.1	DAKCFMEO_04288	BJEIHDPM_00191	PSPTO_RS19640	PDOHHFKI_01830
WP_011104730.1	DAKCFMEO_04286	BJEIHDPM_00193	PSPTO_RS19660	
WP_011104731.1	DAKCFMEO_04285	BJEIHDPM_00194	PSPTO_RS19665	
WP_011104732.1	DAKCFMEO_04282	BJEIHDPM_00197	PSPTO_RS19685	
WP_011104733.1	DAKCFMEO_04281	BJEIHDPM_00198	PSPTO_RS19690	
WP_011104734.1	DAKCFMEO_04280	BJEIHDPM_00199	PSPTO_RS19695	PDOHHFKI_01837
WP_011104736.1	DAKCFMEO_04267	BJEIHDPM_00212	PSPTO_RS19765	
WP_011104737.1	DAKCFMEO_04266	BJEIHDPM_00213	PSPTO_RS19770	PDOHHFKI_01860
WP_011104738.1	DAKCFMEO_04261	BJEIHDPM_00218	PSPTO_RS19790	
WP_011104739.1	DAKCFMEO_04260	BJEIHDPM_00219	PSPTO_RS19795	PDOHHFKI_01865
WP_011104740.1	DAKCFMEO_04259	BJEIHDPM_00220	PSPTO_RS19800	PDOHHFKI_03684
WP_011104741.1	DAKCFMEO_04488	BJEIHDPM_05332	PSPTO_RS19815	
WP_011104742.1	DAKCFMEO_04256	BJEIHDPM_00223	PSPTO_RS19820	PDOHHFKI_03673
WP_011104743.1	DAKCFMEO_04250	BJEIHDPM_00229	PSPTO_RS19850	PDOHHFKI_03667
WP_011104745.1	DAKCFMEO_04244	BJEIHDPM_00235	PSPTO_RS19880	PDOHHFKI_03661
WP_011104746.1	DAKCFMEO_04243	BJEIHDPM_00236	PSPTO_RS19885	PDOHHFKI_03660
WP_011104749.1	DAKCFMEO_04232	BJEIHDPM_00248	PSPTO_RS19940	PDOHHFKI_03698
WP_011104753.1	DAKCFMEO_04230	BJEIHDPM_00250	PSPTO_RS19965	
WP_011104754.1	DAKCFMEO_04229	BJEIHDPM_00251	PSPTO_RS19970	PDOHHFKI_03955
WP_011104755.1	DAKCFMEO_04228	BJEIHDPM_00252	PSPTO_RS19975	PDOHHFKI_03956
WP_011104756.1	DAKCFMEO_04227	BJEIHDPM_00253	PSPTO_RS19980	PDOHHFKI_03957
WP_011104757.1	DAKCFMEO_04226	BJEIHDPM_00254	PSPTO_RS19985	PDOHHFKI_03958
WP_011104763.1	DAKCFMEO_04193	BJEIHDPM_00287	PSPTO_RS20060	PDOHHFKI_00451
WP_011104764.1	DAKCFMEO_04189	BJEIHDPM_00291	PSPTO_RS20080	PDOHHFKI_00455
WP_011104765.1	DAKCFMEO_04188	BJEIHDPM_00292	PSPTO_RS20085	PDOHHFKI_00456
WP_011104766.1	DAKCFMEO_04187	BJEIHDPM_00293	PSPTO_RS20090	PDOHHFKI_00457
WP_011104774.1	DAKCFMEO_04146	BJEIHDPM_00320	PSPTO_RS20225	PDOHHFKI_04015
WP_011104777.1	DAKCFMEO_04152	BJEIHDPM_00326	PSPTO_RS20245	
WP_011104778.1	DAKCFMEO_04155	BJEIHDPM_00329	PSPTO_RS20260	PDOHHFKI_04021
WP_011104780.1	DAKCFMEO_04158	BJEIHDPM_00332	PSPTO_RS20275	PDOHHFKI_03034
WP_011104782.1	DAKCFMEO_04161	BJEIHDPM_00335	PSPTO_RS20290	
WP_011104783.1	DAKCFMEO_04164	BJEIHDPM_00338	PSPTO_RS20305	PDOHHFKI_04031
WP_011104784.1	DAKCFMEO_04166	BJEIHDPM_00340	PSPTO_RS20315	PDOHHFKI_04033
WP_011104785.1	DAKCFMEO_04167	BJEIHDPM_00341	PSPTO_RS20320	PDOHHFKI_03719
WP_011104790.1	DAKCFMEO_02815	BJEIHDPM_02451	PSPTO_RS17520	
WP_011104801.1	DAKCFMEO_03033	BJEIHDPM_00366	PSPTO_RS20500	PDOHHFKI_00507
WP_011104802.1	DAKCFMEO_03035	BJEIHDPM_00368	PSPTO_RS20510	PDOHHFKI_00509
WP_011104803.1	DAKCFMEO_03037	BJEIHDPM_00370	PSPTO_RS20520	PDOHHFKI_00511
WP_011104809.1	DAKCFMEO_03122	BJEIHDPM_00455	PSPTO_RS20565	PDOHHFKI_00514
WP_011104810.1	DAKCFMEO_03123	BJEIHDPM_00456	PSPTO_RS20570	PDOHHFKI_00515
WP_011104812.1	DAKCFMEO_03132	BJEIHDPM_00465	PSPTO_RS20615	PDOHHFKI_00524
WP_011104813.1	DAKCFMEO_03133	BJEIHDPM_00466	PSPTO_RS20620	PDOHHFKI_00525
WP_011104814.1	DAKCFMEO_03134	BJEIHDPM_00467	PSPTO_RS20625	PDOHHFKI_00526
WP_011104815.1	DAKCFMEO_03139	BJEIHDPM_00472	PSPTO_RS20650	PDOHHFKI_00532
WP_011104816.1	DAKCFMEO_03141	BJEIHDPM_00474	PSPTO_RS20655	
WP_011104817.1	DAKCFMEO_03142	BJEIHDPM_00475	PSPTO_RS20660	PDOHHFKI_00535
WP_011104818.1	DAKCFMEO_03144	BJEIHDPM_00477	PSPTO_RS20670	PDOHHFKI_00654
WP_011104819.1	DAKCFMEO_03147	BJEIHDPM_00480	PSPTO_RS20690	PDOHHFKI_00657
WP_011104820.1	DAKCFMEO_03148	BJEIHDPM_00481	PSPTO_RS20695	
WP_011104834.1	DAKCFMEO_03151	BJEIHDPM_00484	PSPTO_RS20850	PDOHHFKI_00660
WP_011104855.1	DAKCFMEO_03166	BJEIHDPM_00499	PSPTO_RS21040	PDOHHFKI_00678
WP_011104856.1	DAKCFMEO_00257	BJEIHDPM_03054	PSPTO_RS21065	PDOHHFKI_02731
WP_011104860.1	DAKCFMEO_00074	BJEIHDPM_03237	PSPTO_RS21100	
WP_011104861.1	DAKCFMEO_04477	BJEIHDPM_00001	PSPTO_RS21105	PDOHHFKI_02225
WP_011104862.1	DAKCFMEO_04474	BJEIHDPM_00004	PSPTO_RS21120	PDOHHFKI_02222
WP_011104862.1	DAKCFMEO_00830	BJEIHDPM_04008	PSPTO_RS12555	PDOHHFKI_02222
WP_011104863.1	DAKCFMEO_04473	BJEIHDPM_00005	PSPTO_RS21125	PDOHHFKI_02221
WP_011104866.1	DAKCFMEO_04468	BJEIHDPM_00010	PSPTO_RS21150	PDOHHFKI_02217
WP_011104870.1	DAKCFMEO_00083	BJEIHDPM_03228	PSPTO_RS21215	PDOHHFKI_03600
WP_011104871.1	DAKCFMEO_00084	BJEIHDPM_03227	PSPTO_RS21220	PDOHHFKI_03594
WP_011104873.1	DAKCFMEO_00085	BJEIHDPM_03226	PSPTO_RS21235	PDOHHFKI_03592
WP_011104873.1	DAKCFMEO_00086	BJEIHDPM_03225	PSPTO_RS21240	PDOHHFKI_03591
WP_011104874.1	DAKCFMEO_00086	BJEIHDPM_03225	PSPTO_RS21240	PDOHHFKI_03591
WP_011104877.1	DAKCFMEO_00090	BJEIHDPM_03221	PSPTO_RS21255	
WP_011104881.1	DAKCFMEO_00107	BJEIHDPM_03204	PSPTO_RS21335	
WP_011104883.1	DAKCFMEO_00124	BJEIHDPM_03187	PSPTO_RS21390	PDOHHFKI_04519
WP_011104884.1	DAKCFMEO_00132	BJEIHDPM_03179	PSPTO_RS21425	PDOHHFKI_03623
WP_011104885.1	DAKCFMEO_00133	BJEIHDPM_03178	PSPTO_RS21430	PDOHHFKI_01784
WP_011104887.1	DAKCFMEO_00140	BJEIHDPM_03171	PSPTO_RS21465	PDOHHFKI_01786
WP_011104888.1	DAKCFMEO_00146	BJEIHDPM_03165	PSPTO_RS21490	PDOHHFKI_02915
WP_011104892.1	DAKCFMEO_00163	BJEIHDPM_03148	PSPTO_RS21580	PDOHHFKI_02895
WP_011104894.1	DAKCFMEO_00170	BJEIHDPM_03141	PSPTO_RS21625	PDOHHFKI_02733
WP_011104895.1	DAKCFMEO_02720	BJEIHDPM_00769	PSPTO_RS06640	PDOHHFKI_03470
WP_011104895.1	DAKCFMEO_00173	BJEIHDPM_03138	PSPTO_RS21640	PDOHHFKI_02736
WP_011104896.1	DAKCFMEO_00177	BJEIHDPM_03134	PSPTO_RS21655	
WP_011104897.1	DAKCFMEO_00178	BJEIHDPM_03133	PSPTO_RS21660	PDOHHFKI_03244
WP_011104899.1	DAKCFMEO_00186	BJEIHDPM_03125	PSPTO_RS21690	
WP_011104905.1	DAKCFMEO_00194	BJEIHDPM_03117	PSPTO_RS21730	PDOHHFKI_02310
WP_011104908.1	DAKCFMEO_00201	BJEIHDPM_03110	PSPTO_RS21760	
WP_011104910.1	DAKCFMEO_00211	BJEIHDPM_03100	PSPTO_RS21810	
WP_011104911.1	DAKCFMEO_00218	BJEIHDPM_03093	PSPTO_RS21845	PDOHHFKI_01432
WP_011104912.1	DAKCFMEO_00221	BJEIHDPM_03090	PSPTO_RS21860	PDOHHFKI_01435
WP_011104913.1	DAKCFMEO_00228	BJEIHDPM_03083	PSPTO_RS21895	
WP_011104914.1	DAKCFMEO_00232	BJEIHDPM_03079	PSPTO_RS21915	PDOHHFKI_01445
WP_011104915.1	DAKCFMEO_00236	BJEIHDPM_03075	PSPTO_RS21935	PDOHHFKI_01450
WP_011104916.1	DAKCFMEO_00240	BJEIHDPM_03071	PSPTO_RS21950	
WP_011104917.1	DAKCFMEO_00246	BJEIHDPM_03065	PSPTO_RS21980	PDOHHFKI_04278
WP_011104918.1	DAKCFMEO_00247	BJEIHDPM_03064	PSPTO_RS21985	PDOHHFKI_04279
WP_011104920.1	DAKCFMEO_00251	BJEIHDPM_03060	PSPTO_RS22005	
WP_011104938.1	DAKCFMEO_02415	BJEIHDPM_03487	PSPTO_RS22180	
WP_011104942.1	DAKCFMEO_00270	BJEIHDPM_03041	PSPTO_RS22215	
WP_011104944.1	DAKCFMEO_00271	BJEIHDPM_03040	PSPTO_RS22225	PDOHHFKI_04067
WP_011104948.1	DAKCFMEO_00278	BJEIHDPM_03033	PSPTO_RS22260	
WP_011104949.1	DAKCFMEO_00279	BJEIHDPM_03032	PSPTO_RS22265	
WP_011104950.1	DAKCFMEO_00280	BJEIHDPM_03031	PSPTO_RS22270	
WP_011104951.1	DAKCFMEO_00282	BJEIHDPM_03029	PSPTO_RS22280	
WP_011104953.1	DAKCFMEO_00288	BJEIHDPM_03023	PSPTO_RS22305	
WP_011104954.1	DAKCFMEO_00306	BJEIHDPM_03005	PSPTO_RS22380	PDOHHFKI_03304
WP_011104956.1	DAKCFMEO_00310	BJEIHDPM_03001	PSPTO_RS22410	
WP_011104968.1	DAKCFMEO_00312	BJEIHDPM_02999	PSPTO_RS22465	PDOHHFKI_03311
WP_011104970.1	DAKCFMEO_00323	BJEIHDPM_02988	PSPTO_RS22500	
WP_011104971.1	DAKCFMEO_00320	BJEIHDPM_02991	PSPTO_RS22505	
WP_011104972.1	DAKCFMEO_00321	BJEIHDPM_02990	PSPTO_RS22510	
WP_011104973.1	DAKCFMEO_00318	BJEIHDPM_02993	PSPTO_RS22515	
WP_011104973.1	DAKCFMEO_00324	BJEIHDPM_02987	PSPTO_RS22515	
WP_011104976.1	DAKCFMEO_00334	BJEIHDPM_02977	PSPTO_RS22550	PDOHHFKI_03326
WP_011104977.1	DAKCFMEO_00335	BJEIHDPM_02976	PSPTO_RS22555	
WP_011104978.1	DAKCFMEO_00340	BJEIHDPM_02971	PSPTO_RS22580	PDOHHFKI_03335
WP_011104979.1	DAKCFMEO_00341	BJEIHDPM_02970	PSPTO_RS22585	PDOHHFKI_03336
WP_011104980.1	DAKCFMEO_00342	BJEIHDPM_02969	PSPTO_RS22590	PDOHHFKI_03337
WP_011104981.1	DAKCFMEO_00344	BJEIHDPM_02967	PSPTO_RS22595	
WP_011104983.1	DAKCFMEO_00346	BJEIHDPM_02965	PSPTO_RS22605	PDOHHFKI_03435
WP_011104985.1	DAKCFMEO_00349	BJEIHDPM_02962	PSPTO_RS22620	PDOHHFKI_03438
WP_011104986.1	DAKCFMEO_00355	BJEIHDPM_02956	PSPTO_RS22630	PDOHHFKI_03442
WP_011104987.1	DAKCFMEO_00356	BJEIHDPM_02955	PSPTO_RS22635	PDOHHFKI_03443
WP_011104988.1	DAKCFMEO_00357	BJEIHDPM_02954	PSPTO_RS22640	PDOHHFKI_03444
WP_011104989.1	DAKCFMEO_00365	BJEIHDPM_02946	PSPTO_RS22650	
WP_011104991.1	DAKCFMEO_00374	BJEIHDPM_02937	PSPTO_RS22690	PDOHHFKI_02566
WP_011104993.1	DAKCFMEO_01313	BJEIHDPM_04819	PSPTO_RS13145	
WP_011104997.1	DAKCFMEO_00381	BJEIHDPM_02930	PSPTO_RS22770	PDOHHFKI_02559
WP_011104998.1	DAKCFMEO_00383	BJEIHDPM_02928	PSPTO_RS22780	PDOHHFKI_02557
WP_011104999.1	DAKCFMEO_00385	BJEIHDPM_02926	PSPTO_RS22790	PDOHHFKI_02556
WP_011105001.1	DAKCFMEO_00387	BJEIHDPM_02924	PSPTO_RS22795	PDOHHFKI_02554
WP_011105003.1	DAKCFMEO_00394	BJEIHDPM_02917	PSPTO_RS22830	PDOHHFKI_02547
WP_011105004.1	DAKCFMEO_00400	BJEIHDPM_02911	PSPTO_RS22860	PDOHHFKI_02541
WP_011105005.1	DAKCFMEO_00424	BJEIHDPM_02887	PSPTO_RS22965	PDOHHFKI_02515
WP_011105006.1	DAKCFMEO_03473	BJEIHDPM_00948	PSPTO_RS22985	
WP_011105008.1	DAKCFMEO_00436	BJEIHDPM_02875	PSPTO_RS23035	PDOHHFKI_02501
WP_011105010.1	DAKCFMEO_00450	BJEIHDPM_02861	PSPTO_RS23095	PDOHHFKI_02488
WP_011105011.1	DAKCFMEO_00452	BJEIHDPM_02859	PSPTO_RS23105	
WP_011105012.1	DAKCFMEO_00453	BJEIHDPM_02858	PSPTO_RS23110	
WP_011105013.1	DAKCFMEO_00456	BJEIHDPM_02855	PSPTO_RS23125	PDOHHFKI_02483
WP_011105014.1	DAKCFMEO_00458	BJEIHDPM_02853	PSPTO_RS23135	
WP_011105015.1	DAKCFMEO_00460	BJEIHDPM_02851	PSPTO_RS23145	PDOHHFKI_02479
WP_011105016.1	DAKCFMEO_00466	BJEIHDPM_02845	PSPTO_RS23175	PDOHHFKI_02473
WP_011105017.1	DAKCFMEO_00467	BJEIHDPM_02844	PSPTO_RS23180	PDOHHFKI_02472
WP_011105018.1	DAKCFMEO_00468	BJEIHDPM_02843	PSPTO_RS23185	
WP_011105019.1	DAKCFMEO_00471	BJEIHDPM_02840	PSPTO_RS23200	
WP_011105022.1	DAKCFMEO_01689	BJEIHDPM_01010	PSPTO_RS23290	PDOHHFKI_04791
WP_011105023.1	DAKCFMEO_01690	BJEIHDPM_01011	PSPTO_RS23295	PDOHHFKI_04790
WP_011105024.1	DAKCFMEO_01698	BJEIHDPM_01019	PSPTO_RS23335	PDOHHFKI_04781
WP_011105025.1	DAKCFMEO_01700	BJEIHDPM_01021	PSPTO_RS23345	PDOHHFKI_04779
WP_011105026.1	DAKCFMEO_01702	BJEIHDPM_01023	PSPTO_RS23355	PDOHHFKI_04777
WP_011105028.1	DAKCFMEO_01703	BJEIHDPM_01024	PSPTO_RS23365	
WP_011105036.1	DAKCFMEO_00842	BJEIHDPM_04020	PSPTO_RS23435	
WP_011105037.1	DAKCFMEO_00841	BJEIHDPM_04019	PSPTO_RS23440	
WP_011105040.1	DAKCFMEO_03045	BJEIHDPM_00378	PSPTO_RS23460	PDOHHFKI_03286
WP_011105042.1	DAKCFMEO_02106	BJEIHDPM_02227	PSPTO_RS26740	
WP_011105043.1	DAKCFMEO_01781	BJEIHDPM_01102	PSPTO_RS23480	
WP_011105044.1	DAKCFMEO_01782	BJEIHDPM_01103	PSPTO_RS23485	
WP_011105045.1	DAKCFMEO_01783	BJEIHDPM_01104	PSPTO_RS23490	
WP_011105046.1	DAKCFMEO_01785	BJEIHDPM_01106	PSPTO_RS23500	
WP_011105048.1	DAKCFMEO_01787	BJEIHDPM_01108	PSPTO_RS23510	
WP_011105049.1	DAKCFMEO_01795	BJEIHDPM_01116	PSPTO_RS23520	
WP_011105051.1	DAKCFMEO_01802	BJEIHDPM_01123	PSPTO_RS23535	
WP_011105052.1	DAKCFMEO_01806	BJEIHDPM_01127	PSPTO_RS23540	PDOHHFKI_02329
WP_011105053.1	DAKCFMEO_04758	BJEIHDPM_01132	PSPTO_RS23565	PDOHHFKI_02470
WP_011105055.1	DAKCFMEO_04760	BJEIHDPM_01134	PSPTO_RS23575	PDOHHFKI_02468
WP_011105057.1	DAKCFMEO_04763	BJEIHDPM_01137	PSPTO_RS23590	PDOHHFKI_02466
WP_011105057.1	DAKCFMEO_04765	BJEIHDPM_01139	PSPTO_RS23600	PDOHHFKI_02466
WP_011105057.1	DAKCFMEO_04764	BJEIHDPM_01138	PSPTO_RS23595	PDOHHFKI_02466
WP_011105058.1	DAKCFMEO_04764	BJEIHDPM_01138	PSPTO_RS23595	PDOHHFKI_02466
WP_011105058.1	DAKCFMEO_04765	BJEIHDPM_01139	PSPTO_RS23600	PDOHHFKI_02466
WP_011105058.1	DAKCFMEO_04763	BJEIHDPM_01137	PSPTO_RS23590	PDOHHFKI_02466
WP_011105059.1	DAKCFMEO_04764	BJEIHDPM_01138	PSPTO_RS23595	PDOHHFKI_02466
WP_011105059.1	DAKCFMEO_04765	BJEIHDPM_01139	PSPTO_RS23600	PDOHHFKI_02466
WP_011105059.1	DAKCFMEO_04763	BJEIHDPM_01137	PSPTO_RS23590	PDOHHFKI_02466
WP_011105060.1	DAKCFMEO_04770	BJEIHDPM_01144	PSPTO_RS23630	PDOHHFKI_02461
WP_011105067.1	DAKCFMEO_04781	BJEIHDPM_01155	PSPTO_RS23690	
WP_011105068.1	DAKCFMEO_04782	BJEIHDPM_01156	PSPTO_RS23700	PDOHHFKI_02454
WP_011105075.1	DAKCFMEO_00555	BJEIHDPM_02756	PSPTO_RS23805	PDOHHFKI_01528
WP_011105083.1	DAKCFMEO_04651	BJEIHDPM_05169	PSPTO_RS18315	
WP_011105083.1	DAKCFMEO_03083	BJEIHDPM_00416	PSPTO_RS23855	
WP_011105087.1	DAKCFMEO_04453	BJEIHDPM_00026	PSPTO_RS23925	
WP_011105095.1	DAKCFMEO_00558	BJEIHDPM_02753	PSPTO_RS23995	
WP_011105096.1	DAKCFMEO_00560	BJEIHDPM_02751	PSPTO_RS24005	PDOHHFKI_03550
WP_011105097.1	DAKCFMEO_00565	BJEIHDPM_02746	PSPTO_RS24030	PDOHHFKI_02252
WP_011105098.1	DAKCFMEO_00569	BJEIHDPM_02742	PSPTO_RS24055	PDOHHFKI_02245
WP_011105099.1	DAKCFMEO_00570	BJEIHDPM_02741	PSPTO_RS24060	PDOHHFKI_02244
WP_011105101.1	DAKCFMEO_00571	BJEIHDPM_02740	PSPTO_RS24070	PDOHHFKI_02242
WP_011105102.1	DAKCFMEO_00572	BJEIHDPM_02739	PSPTO_RS24075	PDOHHFKI_02241
WP_011105103.1	DAKCFMEO_00573	BJEIHDPM_02738	PSPTO_RS24080	PDOHHFKI_02240
WP_011105104.1	DAKCFMEO_00574	BJEIHDPM_02737	PSPTO_RS24085	PDOHHFKI_03536
WP_011105105.1	DAKCFMEO_00575	BJEIHDPM_02736	PSPTO_RS24090	PDOHHFKI_03537
WP_011105107.1	DAKCFMEO_00580	BJEIHDPM_02731	PSPTO_RS24120	PDOHHFKI_01463
WP_011105108.1	DAKCFMEO_00581	BJEIHDPM_02730	PSPTO_RS24125	PDOHHFKI_01464
WP_011105109.1	DAKCFMEO_00582	BJEIHDPM_02729	PSPTO_RS24130	PDOHHFKI_01465
WP_011105110.1	DAKCFMEO_04783	BJEIHDPM_01157	PSPTO_RS24140	PDOHHFKI_01482
WP_011105112.1	DAKCFMEO_04787	BJEIHDPM_01161	PSPTO_RS24150	PDOHHFKI_01484
WP_011105140.1	DAKCFMEO_04797	BJEIHDPM_01171	PSPTO_RS24485	PDOHHFKI_01490
WP_011105154.1	DAKCFMEO_02061	BJEIHDPM_02181	PSPTO_RS01485	
WP_011105169.1	DAKCFMEO_02049	BJEIHDPM_02169	PSPTO_RS24705	
WP_011105170.1	DAKCFMEO_03757	BJEIHDPM_04420	PSPTO_RS24720	
WP_011105173.1	DAKCFMEO_04323	BJEIHDPM_00156	PSPTO_RS24735	
WP_011105175.1	DAKCFMEO_02890	BJEIHDPM_02376	PSPTO_RS24745	
WP_011105180.1	DAKCFMEO_00071	BJEIHDPM_03240	PSPTO_RS24770	
WP_011105183.1	DAKCFMEO_04807	BJEIHDPM_01181	PSPTO_RS24820	PDOHHFKI_02413
WP_011105185.1	DAKCFMEO_04816	BJEIHDPM_01190	PSPTO_RS24855	PDOHHFKI_00872
WP_011105186.1	DAKCFMEO_04818	BJEIHDPM_01192	PSPTO_RS24865	PDOHHFKI_00870
WP_011105187.1	DAKCFMEO_04819	BJEIHDPM_01193	PSPTO_RS24870	PDOHHFKI_00869
WP_011105188.1	DAKCFMEO_04820	BJEIHDPM_01194	PSPTO_RS24875	
WP_011105190.1	DAKCFMEO_04821	BJEIHDPM_01195	PSPTO_RS24880	PDOHHFKI_00867
WP_011105191.1	DAKCFMEO_04823	BJEIHDPM_01197	PSPTO_RS24890	PDOHHFKI_00865
WP_011105192.1	DAKCFMEO_04824	BJEIHDPM_01198	PSPTO_RS24895	
WP_011105194.1	DAKCFMEO_01344	BJEIHDPM_04850	PSPTO_RS13010	PDOHHFKI_00855
WP_011105194.1	DAKCFMEO_03605	BJEIHDPM_02593	PSPTO_RS24950	PDOHHFKI_00855
WP_011105195.1	DAKCFMEO_03601	BJEIHDPM_02589	PSPTO_RS24970	PDOHHFKI_00851
WP_011105196.1	DAKCFMEO_03664	BJEIHDPM_02652	PSPTO_RS24985	
WP_011105198.1	DAKCFMEO_03659	BJEIHDPM_02647	PSPTO_RS25010	PDOHHFKI_04857
WP_011105200.1	DAKCFMEO_03658	BJEIHDPM_02646	PSPTO_RS25015	PDOHHFKI_04858
WP_011105201.1	DAKCFMEO_03656	BJEIHDPM_02644	PSPTO_RS25025	PDOHHFKI_04860
WP_011105203.1	DAKCFMEO_03651	BJEIHDPM_02639	PSPTO_RS25045	
WP_011105204.1	DAKCFMEO_03649	BJEIHDPM_02637	PSPTO_RS25060	
