Orthogroup	SpeciesA	GeneA	SpeciesB	GeneB
OG0002978	DC3000_protein_12_2025	WP_011103471.1	plate25.C2.annotation	DAKCFMEO_02756
OG0002979	DC3000_protein_12_2025	WP_011103475.1	plate25.C2.annotation	DAKCFMEO_00120
OG0002980	DC3000_protein_12_2025	WP_011103477.1	plate25.C2.annotation	DAKCFMEO_02747
OG0002981	DC3000_protein_12_2025	WP_011103481.1	plate25.C2.annotation	DAKCFMEO_02739
OG0002982	DC3000_protein_12_2025	WP_011103482.1	plate25.C2.annotation	DAKCFMEO_02738
OG0002983	DC3000_protein_12_2025	WP_011103483.1	plate25.C2.annotation	DAKCFMEO_02737
OG0002984	DC3000_protein_12_2025	WP_011103488.1	plate25.C2.annotation	DAKCFMEO_02722
OG0002985	DC3000_protein_12_2025	WP_011103493.1	plate25.C2.annotation	DAKCFMEO_03307
OG0002986	DC3000_protein_12_2025	WP_011103494.1	plate25.C2.annotation	DAKCFMEO_03303
OG0002987	DC3000_protein_12_2025	WP_011103496.1	plate25.C2.annotation	DAKCFMEO_03296
OG0002988	DC3000_protein_12_2025	WP_011103499.1	plate25.C2.annotation	DAKCFMEO_02977
OG0002989	DC3000_protein_12_2025	WP_011103501.1	plate25.C2.annotation	DAKCFMEO_02990
OG0002990	DC3000_protein_12_2025	WP_011103503.1	plate25.C2.annotation	DAKCFMEO_02994
OG0002991	DC3000_protein_12_2025	WP_011103508.1	plate25.C2.annotation	DAKCFMEO_03014
OG0002992	DC3000_protein_12_2025	WP_011103509.1	plate25.C2.annotation	DAKCFMEO_03015
OG0002993	DC3000_protein_12_2025	WP_011103511.1	plate25.C2.annotation	DAKCFMEO_03016
OG0002994	DC3000_protein_12_2025	WP_011103513.1	plate25.C2.annotation	DAKCFMEO_03018
OG0002995	DC3000_protein_12_2025	WP_011103515.1	plate25.C2.annotation	DAKCFMEO_04791
OG0002996	DC3000_protein_12_2025	WP_011103517.1	plate25.C2.annotation	DAKCFMEO_02892
OG0002997	DC3000_protein_12_2025	WP_011103523.1	plate25.C2.annotation	DAKCFMEO_01772
OG0002998	DC3000_protein_12_2025	WP_011103524.1	plate25.C2.annotation	DAKCFMEO_01768
OG0002999	DC3000_protein_12_2025	WP_011103525.1	plate25.C2.annotation	DAKCFMEO_01765
OG0003000	DC3000_protein_12_2025	WP_011103527.1	plate25.C2.annotation	DAKCFMEO_01291
OG0003001	DC3000_protein_12_2025	WP_011103528.1	plate25.C2.annotation	DAKCFMEO_04465
OG0003002	DC3000_protein_12_2025	WP_011103532.1	plate25.C2.annotation	DAKCFMEO_01473
OG0003003	DC3000_protein_12_2025	WP_011103537.1	plate25.C2.annotation	DAKCFMEO_01466
OG0003004	DC3000_protein_12_2025	WP_011103538.1	plate25.C2.annotation	DAKCFMEO_01461
OG0003005	DC3000_protein_12_2025	WP_011103544.1	plate25.C2.annotation	DAKCFMEO_03322
OG0003006	DC3000_protein_12_2025	WP_011103546.1	plate25.C2.annotation	DAKCFMEO_03343
OG0003007	DC3000_protein_12_2025	WP_011103549.1	plate25.C2.annotation	DAKCFMEO_03352
OG0003008	DC3000_protein_12_2025	WP_011103550.1	plate25.C2.annotation	DAKCFMEO_03356
OG0003009	DC3000_protein_12_2025	WP_011103551.1	plate25.C2.annotation	DAKCFMEO_03358
OG0003011	DC3000_protein_12_2025	WP_011103560.1	plate25.C2.annotation	DAKCFMEO_03280
OG0003012	DC3000_protein_12_2025	WP_011103562.1	plate25.C2.annotation	DAKCFMEO_03277
OG0003013	DC3000_protein_12_2025	WP_011103564.1	plate25.C2.annotation	DAKCFMEO_03274
OG0003014	DC3000_protein_12_2025	WP_011103566.1	plate25.C2.annotation	DAKCFMEO_03273
OG0003015	DC3000_protein_12_2025	WP_011103567.1	plate25.C2.annotation	DAKCFMEO_03268
OG0003016	DC3000_protein_12_2025	WP_011103569.1	plate25.C2.annotation	DAKCFMEO_03257
OG0003017	DC3000_protein_12_2025	WP_011103574.1	plate25.C2.annotation	DAKCFMEO_03250
OG0003018	DC3000_protein_12_2025	WP_011103575.1	plate25.C2.annotation	DAKCFMEO_03249
OG0003020	DC3000_protein_12_2025	WP_011103578.1	plate25.C2.annotation	DAKCFMEO_03244
OG0003021	DC3000_protein_12_2025	WP_011103579.1	plate25.C2.annotation	DAKCFMEO_03242
OG0003022	DC3000_protein_12_2025	WP_011103581.1	plate25.C2.annotation	DAKCFMEO_03232
OG0003023	DC3000_protein_12_2025	WP_011103582.1	plate25.C2.annotation	DAKCFMEO_03228
OG0003024	DC3000_protein_12_2025	WP_011103583.1	plate25.C2.annotation	DAKCFMEO_03226
OG0003025	DC3000_protein_12_2025	WP_011103587.1	plate25.C2.annotation	DAKCFMEO_03208
OG0003026	DC3000_protein_12_2025	WP_011103588.1	plate25.C2.annotation	DAKCFMEO_03207
OG0003027	DC3000_protein_12_2025	WP_011103589.1	plate25.C2.annotation	DAKCFMEO_03206
OG0003028	DC3000_protein_12_2025	WP_011103590.1	plate25.C2.annotation	DAKCFMEO_03203
OG0003029	DC3000_protein_12_2025	WP_011103591.1	plate25.C2.annotation	DAKCFMEO_03202
OG0003030	DC3000_protein_12_2025	WP_011103592.1	plate25.C2.annotation	DAKCFMEO_03194
OG0003031	DC3000_protein_12_2025	WP_011103593.1	plate25.C2.annotation	DAKCFMEO_03192
OG0003032	DC3000_protein_12_2025	WP_011103594.1	plate25.C2.annotation	DAKCFMEO_03187
OG0003033	DC3000_protein_12_2025	WP_011103595.1	plate25.C2.annotation	DAKCFMEO_03186
OG0003034	DC3000_protein_12_2025	WP_011103596.1	plate25.C2.annotation	DAKCFMEO_03184
OG0003035	DC3000_protein_12_2025	WP_011103598.1	plate25.C2.annotation	DAKCFMEO_03172
OG0003036	DC3000_protein_12_2025	WP_011103605.1	plate25.C2.annotation	DAKCFMEO_00068
OG0003037	DC3000_protein_12_2025	WP_011103606.1	plate25.C2.annotation	DAKCFMEO_03321
OG0003038	DC3000_protein_12_2025	WP_011103609.1	plate25.C2.annotation	DAKCFMEO_00066
OG0003039	DC3000_protein_12_2025	WP_011103610.1	plate25.C2.annotation	DAKCFMEO_00065
OG0003040	DC3000_protein_12_2025	WP_011103611.1	plate25.C2.annotation	DAKCFMEO_00064
OG0003041	DC3000_protein_12_2025	WP_011103614.1	plate25.C2.annotation	DAKCFMEO_04445
OG0003042	DC3000_protein_12_2025	WP_011103617.1	plate25.C2.annotation	DAKCFMEO_00052
OG0003043	DC3000_protein_12_2025	WP_011103623.1	plate25.C2.annotation	DAKCFMEO_00037
OG0003044	DC3000_protein_12_2025	WP_011103625.1	plate25.C2.annotation	DAKCFMEO_00035
OG0003045	DC3000_protein_12_2025	WP_011103626.1	plate25.C2.annotation	DAKCFMEO_00032
OG0003046	DC3000_protein_12_2025	WP_011103627.1	plate25.C2.annotation	DAKCFMEO_00031
OG0003047	DC3000_protein_12_2025	WP_011103628.1	plate25.C2.annotation	DAKCFMEO_00029
OG0003048	DC3000_protein_12_2025	WP_011103631.1	plate25.C2.annotation	DAKCFMEO_00024
OG0003049	DC3000_protein_12_2025	WP_011103632.1	plate25.C2.annotation	DAKCFMEO_00023
OG0003050	DC3000_protein_12_2025	WP_011103637.1	plate25.C2.annotation	DAKCFMEO_04209
OG0003051	DC3000_protein_12_2025	WP_011103640.1	plate25.C2.annotation	DAKCFMEO_04212
OG0003052	DC3000_protein_12_2025	WP_011103641.1	plate25.C2.annotation	DAKCFMEO_04213
OG0003053	DC3000_protein_12_2025	WP_011103642.1	plate25.C2.annotation	DAKCFMEO_04214
OG0003054	DC3000_protein_12_2025	WP_011103643.1	plate25.C2.annotation	DAKCFMEO_04215
OG0003055	DC3000_protein_12_2025	WP_011103644.1	plate25.C2.annotation	DAKCFMEO_04220
OG0003056	DC3000_protein_12_2025	WP_011103665.1	plate25.C2.annotation	DAKCFMEO_02239
OG0003057	DC3000_protein_12_2025	WP_011103669.1	plate25.C2.annotation	DAKCFMEO_02249
OG0003058	DC3000_protein_12_2025	WP_011103670.1	plate25.C2.annotation	DAKCFMEO_02250
OG0003059	DC3000_protein_12_2025	WP_011103671.1	plate25.C2.annotation	DAKCFMEO_02253
OG0003060	DC3000_protein_12_2025	WP_011103672.1	plate25.C2.annotation	DAKCFMEO_02255
OG0003061	DC3000_protein_12_2025	WP_011103673.1	plate25.C2.annotation	DAKCFMEO_02259
OG0003062	DC3000_protein_12_2025	WP_011103674.1	plate25.C2.annotation	DAKCFMEO_02261
OG0003063	DC3000_protein_12_2025	WP_011103676.1	plate25.C2.annotation	DAKCFMEO_02263
OG0003064	DC3000_protein_12_2025	WP_011103677.1	plate25.C2.annotation	DAKCFMEO_02269
OG0003065	DC3000_protein_12_2025	WP_011103680.1	plate25.C2.annotation	DAKCFMEO_02279
OG0003066	DC3000_protein_12_2025	WP_011103681.1	plate25.C2.annotation	DAKCFMEO_02280
OG0003067	DC3000_protein_12_2025	WP_011103682.1	plate25.C2.annotation	DAKCFMEO_02285
OG0003068	DC3000_protein_12_2025	WP_011103684.1	plate25.C2.annotation	DAKCFMEO_02287
OG0003069	DC3000_protein_12_2025	WP_011103689.1	plate25.C2.annotation	DAKCFMEO_02297
OG0003070	DC3000_protein_12_2025	WP_011103690.1	plate25.C2.annotation	DAKCFMEO_02302
OG0003071	DC3000_protein_12_2025	WP_011103691.1	plate25.C2.annotation	DAKCFMEO_02304
OG0003072	DC3000_protein_12_2025	WP_011103692.1	plate25.C2.annotation	DAKCFMEO_02308
OG0003073	DC3000_protein_12_2025	WP_011103695.1	plate25.C2.annotation	DAKCFMEO_02321
OG0003074	DC3000_protein_12_2025	WP_011103696.1	plate25.C2.annotation	DAKCFMEO_02322
OG0003075	DC3000_protein_12_2025	WP_011103697.1	plate25.C2.annotation	DAKCFMEO_02323
OG0003076	DC3000_protein_12_2025	WP_011103699.1	plate25.C2.annotation	DAKCFMEO_02326
OG0003077	DC3000_protein_12_2025	WP_011103701.1	plate25.C2.annotation	DAKCFMEO_02335
OG0003078	DC3000_protein_12_2025	WP_011103706.1	plate25.C2.annotation	DAKCFMEO_02369
OG0003079	DC3000_protein_12_2025	WP_011103707.1	plate25.C2.annotation	DAKCFMEO_02370
OG0003080	DC3000_protein_12_2025	WP_011103708.1	plate25.C2.annotation	DAKCFMEO_02372
OG0003081	DC3000_protein_12_2025	WP_011103709.1	plate25.C2.annotation	DAKCFMEO_02378
OG0003082	DC3000_protein_12_2025	WP_011103710.1	plate25.C2.annotation	DAKCFMEO_02380
OG0003083	DC3000_protein_12_2025	WP_011103711.1	plate25.C2.annotation	DAKCFMEO_02382
OG0003084	DC3000_protein_12_2025	WP_011103715.1	plate25.C2.annotation	DAKCFMEO_04509
OG0003085	DC3000_protein_12_2025	WP_011103718.1	plate25.C2.annotation	DAKCFMEO_04513
OG0003086	DC3000_protein_12_2025	WP_011103720.1	plate25.C2.annotation	DAKCFMEO_04517
OG0003087	DC3000_protein_12_2025	WP_011103722.1	plate25.C2.annotation	DAKCFMEO_02397
OG0003088	DC3000_protein_12_2025	WP_011103723.1	plate25.C2.annotation	DAKCFMEO_02398
OG0003089	DC3000_protein_12_2025	WP_011103730.1	plate25.C2.annotation	DAKCFMEO_04825
OG0003090	DC3000_protein_12_2025	WP_011103731.1	plate25.C2.annotation	DAKCFMEO_02424
OG0003091	DC3000_protein_12_2025	WP_011103732.1	plate25.C2.annotation	DAKCFMEO_02422
OG0003092	DC3000_protein_12_2025	WP_011103734.1	plate25.C2.annotation	DAKCFMEO_00838
OG0003093	DC3000_protein_12_2025	WP_011103735.1	plate25.C2.annotation	DAKCFMEO_00837
OG0003094	DC3000_protein_12_2025	WP_011103737.1	plate25.C2.annotation	DAKCFMEO_03935
OG0003095	DC3000_protein_12_2025	WP_011103740.1	plate25.C2.annotation	DAKCFMEO_02443
OG0003096	DC3000_protein_12_2025	WP_011103748.1	plate25.C2.annotation	DAKCFMEO_02453
OG0003097	DC3000_protein_12_2025	WP_011103750.1	plate25.C2.annotation	DAKCFMEO_02455
OG0003098	DC3000_protein_12_2025	WP_011103752.1	plate25.C2.annotation	DAKCFMEO_02458
OG0003099	DC3000_protein_12_2025	WP_011103753.1	plate25.C2.annotation	DAKCFMEO_02461
OG0003100	DC3000_protein_12_2025	WP_011103756.1	plate25.C2.annotation	DAKCFMEO_02466
OG0003101	DC3000_protein_12_2025	WP_011103757.1	plate25.C2.annotation	DAKCFMEO_02468
OG0003102	DC3000_protein_12_2025	WP_011103759.1	plate25.C2.annotation	DAKCFMEO_02471
OG0003104	DC3000_protein_12_2025	WP_011103766.1	plate25.C2.annotation	DAKCFMEO_02486
OG0003105	DC3000_protein_12_2025	WP_011103771.1	plate25.C2.annotation	DAKCFMEO_02492
OG0003106	DC3000_protein_12_2025	WP_011103773.1	plate25.C2.annotation	DAKCFMEO_02496
OG0003107	DC3000_protein_12_2025	WP_011103775.1	plate25.C2.annotation	DAKCFMEO_00997
OG0003108	DC3000_protein_12_2025	WP_011103779.1	plate25.C2.annotation	DAKCFMEO_02514
OG0003109	DC3000_protein_12_2025	WP_011103781.1	plate25.C2.annotation	DAKCFMEO_02520
OG0003110	DC3000_protein_12_2025	WP_011103783.1	plate25.C2.annotation	DAKCFMEO_02525
OG0003111	DC3000_protein_12_2025	WP_011103785.1	plate25.C2.annotation	DAKCFMEO_02533
OG0003112	DC3000_protein_12_2025	WP_011103786.1	plate25.C2.annotation	DAKCFMEO_02535
OG0003113	DC3000_protein_12_2025	WP_011103790.1	plate25.C2.annotation	DAKCFMEO_02550
OG0003114	DC3000_protein_12_2025	WP_011103791.1	plate25.C2.annotation	DAKCFMEO_02553
OG0003115	DC3000_protein_12_2025	WP_011103794.1	plate25.C2.annotation	DAKCFMEO_02562
OG0003116	DC3000_protein_12_2025	WP_011103795.1	plate25.C2.annotation	DAKCFMEO_02566
OG0003117	DC3000_protein_12_2025	WP_011103796.1	plate25.C2.annotation	DAKCFMEO_02572
OG0003118	DC3000_protein_12_2025	WP_011103797.1	plate25.C2.annotation	DAKCFMEO_02573
OG0003119	DC3000_protein_12_2025	WP_011103806.1	plate25.C2.annotation	DAKCFMEO_02584
OG0003120	DC3000_protein_12_2025	WP_011103811.1	plate25.C2.annotation	DAKCFMEO_02597
OG0003121	DC3000_protein_12_2025	WP_011103812.1	plate25.C2.annotation	DAKCFMEO_02601
OG0003122	DC3000_protein_12_2025	WP_011103814.1	plate25.C2.annotation	DAKCFMEO_02607
OG0003123	DC3000_protein_12_2025	WP_011103816.1	plate25.C2.annotation	DAKCFMEO_02610
OG0003124	DC3000_protein_12_2025	WP_011103818.1	plate25.C2.annotation	DAKCFMEO_02614
OG0003125	DC3000_protein_12_2025	WP_011103819.1	plate25.C2.annotation	DAKCFMEO_02618
OG0003126	DC3000_protein_12_2025	WP_011103820.1	plate25.C2.annotation	DAKCFMEO_02619
OG0003127	DC3000_protein_12_2025	WP_011103821.1	plate25.C2.annotation	DAKCFMEO_02623
OG0003128	DC3000_protein_12_2025	WP_011103822.1	plate25.C2.annotation	DAKCFMEO_02630
OG0003129	DC3000_protein_12_2025	WP_011103824.1	plate25.C2.annotation	DAKCFMEO_02637
OG0003134	DC3000_protein_12_2025	WP_011103847.1	plate25.C2.annotation	DAKCFMEO_02642
OG0003135	DC3000_protein_12_2025	WP_011103848.1	plate25.C2.annotation	DAKCFMEO_02645
OG0003136	DC3000_protein_12_2025	WP_011103849.1	plate25.C2.annotation	DAKCFMEO_02646
OG0003137	DC3000_protein_12_2025	WP_011103850.1	plate25.C2.annotation	DAKCFMEO_02647
OG0003138	DC3000_protein_12_2025	WP_011103851.1	plate25.C2.annotation	DAKCFMEO_02649
OG0003139	DC3000_protein_12_2025	WP_011103855.1	plate25.C2.annotation	DAKCFMEO_02667
OG0003140	DC3000_protein_12_2025	WP_011103856.1	plate25.C2.annotation	DAKCFMEO_02672
OG0003141	DC3000_protein_12_2025	WP_011103861.1	plate25.C2.annotation	DAKCFMEO_02677
OG0003142	DC3000_protein_12_2025	WP_011103863.1	plate25.C2.annotation	DAKCFMEO_02682
OG0003143	DC3000_protein_12_2025	WP_011103866.1	plate25.C2.annotation	DAKCFMEO_02690
OG0003144	DC3000_protein_12_2025	WP_011103869.1	plate25.C2.annotation	DAKCFMEO_02697
OG0003145	DC3000_protein_12_2025	WP_011103875.1	plate25.C2.annotation	DAKCFMEO_02704
OG0003146	DC3000_protein_12_2025	WP_011103877.1	plate25.C2.annotation	DAKCFMEO_02706
OG0003147	DC3000_protein_12_2025	WP_011103878.1	plate25.C2.annotation	DAKCFMEO_02708
OG0003148	DC3000_protein_12_2025	WP_011103880.1	plate25.C2.annotation	DAKCFMEO_02712
OG0003149	DC3000_protein_12_2025	WP_011103884.1	plate25.C2.annotation	DAKCFMEO_00618
OG0003150	DC3000_protein_12_2025	WP_011103885.1	plate25.C2.annotation	DAKCFMEO_00619
OG0003151	DC3000_protein_12_2025	WP_011103886.1	plate25.C2.annotation	DAKCFMEO_00621
OG0003152	DC3000_protein_12_2025	WP_011103887.1	plate25.C2.annotation	DAKCFMEO_00625
OG0003153	DC3000_protein_12_2025	WP_011103889.1	plate25.C2.annotation	DAKCFMEO_00629
OG0003154	DC3000_protein_12_2025	WP_011103890.1	plate25.C2.annotation	DAKCFMEO_00635
OG0003155	DC3000_protein_12_2025	WP_011103893.1	plate25.C2.annotation	DAKCFMEO_00661
OG0003156	DC3000_protein_12_2025	WP_011103894.1	plate25.C2.annotation	DAKCFMEO_00665
OG0003157	DC3000_protein_12_2025	WP_011103900.1	plate25.C2.annotation	DAKCFMEO_00677
OG0003158	DC3000_protein_12_2025	WP_011103902.1	plate25.C2.annotation	DAKCFMEO_00679
OG0003159	DC3000_protein_12_2025	WP_011103906.1	plate25.C2.annotation	DAKCFMEO_00682
OG0003160	DC3000_protein_12_2025	WP_011103910.1	plate25.C2.annotation	DAKCFMEO_00687
OG0003161	DC3000_protein_12_2025	WP_011103912.1	plate25.C2.annotation	DAKCFMEO_00689
OG0003162	DC3000_protein_12_2025	WP_011103913.1	plate25.C2.annotation	DAKCFMEO_00690
OG0003163	DC3000_protein_12_2025	WP_011103914.1	plate25.C2.annotation	DAKCFMEO_00691
OG0003164	DC3000_protein_12_2025	WP_011103916.1	plate25.C2.annotation	DAKCFMEO_00696
OG0003165	DC3000_protein_12_2025	WP_011103917.1	plate25.C2.annotation	DAKCFMEO_00700
OG0003166	DC3000_protein_12_2025	WP_011103918.1	plate25.C2.annotation	DAKCFMEO_00701
OG0003167	DC3000_protein_12_2025	WP_011103924.1	plate25.C2.annotation	DAKCFMEO_00709
OG0003168	DC3000_protein_12_2025	WP_011103925.1	plate25.C2.annotation	DAKCFMEO_00711
OG0003169	DC3000_protein_12_2025	WP_011103929.1	plate25.C2.annotation	DAKCFMEO_00718
OG0003170	DC3000_protein_12_2025	WP_011103932.1	plate25.C2.annotation	DAKCFMEO_00728
OG0003171	DC3000_protein_12_2025	WP_011103934.1	plate25.C2.annotation	DAKCFMEO_00732
OG0003172	DC3000_protein_12_2025	WP_011103935.1	plate25.C2.annotation	DAKCFMEO_00737
OG0003173	DC3000_protein_12_2025	WP_011103938.1	plate25.C2.annotation	DAKCFMEO_00742
OG0003174	DC3000_protein_12_2025	WP_011103940.1	plate25.C2.annotation	DAKCFMEO_00744
OG0003175	DC3000_protein_12_2025	WP_011103941.1	plate25.C2.annotation	DAKCFMEO_00747
OG0003176	DC3000_protein_12_2025	WP_011103942.1	plate25.C2.annotation	DAKCFMEO_00748
OG0003177	DC3000_protein_12_2025	WP_011103955.1	plate25.C2.annotation	DAKCFMEO_00761
OG0003178	DC3000_protein_12_2025	WP_011103957.1	plate25.C2.annotation	DAKCFMEO_00765
OG0003179	DC3000_protein_12_2025	WP_011103958.1	plate25.C2.annotation	DAKCFMEO_00766
OG0003180	DC3000_protein_12_2025	WP_011103961.1	plate25.C2.annotation	DAKCFMEO_00772
OG0003181	DC3000_protein_12_2025	WP_011103962.1	plate25.C2.annotation	DAKCFMEO_00776
OG0003182	DC3000_protein_12_2025	WP_011103963.1	plate25.C2.annotation	DAKCFMEO_00778
OG0003183	DC3000_protein_12_2025	WP_011103964.1	plate25.C2.annotation	DAKCFMEO_00780
OG0003184	DC3000_protein_12_2025	WP_011103965.1	plate25.C2.annotation	DAKCFMEO_00788
OG0003185	DC3000_protein_12_2025	WP_011103966.1	plate25.C2.annotation	DAKCFMEO_00789
OG0003186	DC3000_protein_12_2025	WP_011103970.1	plate25.C2.annotation	DAKCFMEO_00802
OG0003187	DC3000_protein_12_2025	WP_011103972.1	plate25.C2.annotation	DAKCFMEO_00816
OG0003188	DC3000_protein_12_2025	WP_011103979.1	plate25.C2.annotation	DAKCFMEO_03844
OG0003189	DC3000_protein_12_2025	WP_011103980.1	plate25.C2.annotation	DAKCFMEO_03845
OG0003190	DC3000_protein_12_2025	WP_011103982.1	plate25.C2.annotation	DAKCFMEO_03847
OG0003191	DC3000_protein_12_2025	WP_011103987.1	plate25.C2.annotation	DAKCFMEO_01004
OG0003192	DC3000_protein_12_2025	WP_011103989.1	plate25.C2.annotation	DAKCFMEO_00824
OG0003193	DC3000_protein_12_2025	WP_011103990.1	plate25.C2.annotation	DAKCFMEO_00827
OG0003194	DC3000_protein_12_2025	WP_011103993.1	plate25.C2.annotation	DAKCFMEO_00836
OG0003195	DC3000_protein_12_2025	WP_011104008.1	plate25.C2.annotation	DAKCFMEO_00859
OG0003196	DC3000_protein_12_2025	WP_011104011.1	plate25.C2.annotation	DAKCFMEO_00868
OG0003197	DC3000_protein_12_2025	WP_011104012.1	plate25.C2.annotation	DAKCFMEO_00870
OG0003198	DC3000_protein_12_2025	WP_011104013.1	plate25.C2.annotation	DAKCFMEO_00871
OG0003199	DC3000_protein_12_2025	WP_011104014.1	plate25.C2.annotation	DAKCFMEO_00872
OG0003201	DC3000_protein_12_2025	WP_011104020.1	plate25.C2.annotation	DAKCFMEO_00900
OG0003202	DC3000_protein_12_2025	WP_011104022.1	plate25.C2.annotation	DAKCFMEO_00901
OG0003203	DC3000_protein_12_2025	WP_011104023.1	plate25.C2.annotation	DAKCFMEO_00902
OG0003204	DC3000_protein_12_2025	WP_011104024.1	plate25.C2.annotation	DAKCFMEO_00904
OG0003205	DC3000_protein_12_2025	WP_011104026.1	plate25.C2.annotation	DAKCFMEO_00907
OG0003206	DC3000_protein_12_2025	WP_011104027.1	plate25.C2.annotation	DAKCFMEO_00916
OG0003207	DC3000_protein_12_2025	WP_011104029.1	plate25.C2.annotation	DAKCFMEO_01405
OG0003208	DC3000_protein_12_2025	WP_011104033.1	plate25.C2.annotation	DAKCFMEO_01368
OG0003209	DC3000_protein_12_2025	WP_011104034.1	plate25.C2.annotation	DAKCFMEO_01365
OG0003210	DC3000_protein_12_2025	WP_011104035.1	plate25.C2.annotation	DAKCFMEO_01364
OG0003211	DC3000_protein_12_2025	WP_011104036.1	plate25.C2.annotation	DAKCFMEO_01363
OG0003212	DC3000_protein_12_2025	WP_011104038.1	plate25.C2.annotation	DAKCFMEO_04461
OG0003213	DC3000_protein_12_2025	WP_011104041.1	plate25.C2.annotation	DAKCFMEO_01353
OG0003214	DC3000_protein_12_2025	WP_011104044.1	plate25.C2.annotation	DAKCFMEO_01347
OG0003215	DC3000_protein_12_2025	WP_011104045.1	plate25.C2.annotation	DAKCFMEO_01346
OG0003216	DC3000_protein_12_2025	WP_011104047.1	plate25.C2.annotation	DAKCFMEO_01343
OG0003217	DC3000_protein_12_2025	WP_011104050.1	plate25.C2.annotation	DAKCFMEO_01336
OG0003218	DC3000_protein_12_2025	WP_011104051.1	plate25.C2.annotation	DAKCFMEO_01335
OG0003219	DC3000_protein_12_2025	WP_011104052.1	plate25.C2.annotation	DAKCFMEO_01334
OG0003220	DC3000_protein_12_2025	WP_011104053.1	plate25.C2.annotation	DAKCFMEO_01333
OG0003221	DC3000_protein_12_2025	WP_011104054.1	plate25.C2.annotation	DAKCFMEO_01332
OG0003222	DC3000_protein_12_2025	WP_011104055.1	plate25.C2.annotation	DAKCFMEO_01331
OG0003223	DC3000_protein_12_2025	WP_011104057.1	plate25.C2.annotation	DAKCFMEO_01326
OG0003224	DC3000_protein_12_2025	WP_011104058.1	plate25.C2.annotation	DAKCFMEO_01325
OG0003225	DC3000_protein_12_2025	WP_011104060.1	plate25.C2.annotation	DAKCFMEO_01323
OG0003226	DC3000_protein_12_2025	WP_011104063.1	plate25.C2.annotation	DAKCFMEO_01319
OG0003227	DC3000_protein_12_2025	WP_011104064.1	plate25.C2.annotation	DAKCFMEO_01318
OG0003228	DC3000_protein_12_2025	WP_011104065.1	plate25.C2.annotation	DAKCFMEO_01316
OG0003229	DC3000_protein_12_2025	WP_011104080.1	plate25.C2.annotation	DAKCFMEO_01403
OG0003230	DC3000_protein_12_2025	WP_011104081.1	plate25.C2.annotation	DAKCFMEO_01400
OG0003231	DC3000_protein_12_2025	WP_011104082.1	plate25.C2.annotation	DAKCFMEO_01398
OG0003232	DC3000_protein_12_2025	WP_011104083.1	plate25.C2.annotation	DAKCFMEO_01397
OG0003233	DC3000_protein_12_2025	WP_011104084.1	plate25.C2.annotation	DAKCFMEO_01396
OG0003234	DC3000_protein_12_2025	WP_011104085.1	plate25.C2.annotation	DAKCFMEO_01395
OG0003235	DC3000_protein_12_2025	WP_011104086.1	plate25.C2.annotation	DAKCFMEO_01394
OG0003236	DC3000_protein_12_2025	WP_011104087.1	plate25.C2.annotation	DAKCFMEO_01393
OG0003237	DC3000_protein_12_2025	WP_011104088.1	plate25.C2.annotation	DAKCFMEO_01392
OG0003238	DC3000_protein_12_2025	WP_011104089.1	plate25.C2.annotation	DAKCFMEO_01391
OG0003239	DC3000_protein_12_2025	WP_011104090.1	plate25.C2.annotation	DAKCFMEO_01390
OG0003240	DC3000_protein_12_2025	WP_011104091.1	plate25.C2.annotation	DAKCFMEO_01387
OG0003241	DC3000_protein_12_2025	WP_011104093.1	plate25.C2.annotation	DAKCFMEO_01379
OG0003242	DC3000_protein_12_2025	WP_011104094.1	plate25.C2.annotation	DAKCFMEO_01377
OG0003243	DC3000_protein_12_2025	WP_011104098.1	plate25.C2.annotation	DAKCFMEO_00887
OG0003244	DC3000_protein_12_2025	WP_011104102.1	plate25.C2.annotation	DAKCFMEO_00891
OG0003245	DC3000_protein_12_2025	WP_011104111.1	plate25.C2.annotation	DAKCFMEO_01034
OG0003246	DC3000_protein_12_2025	WP_011104112.1	plate25.C2.annotation	DAKCFMEO_01038
OG0003247	DC3000_protein_12_2025	WP_011104113.1	plate25.C2.annotation	DAKCFMEO_01040
OG0003248	DC3000_protein_12_2025	WP_011104114.1	plate25.C2.annotation	DAKCFMEO_01042
OG0003249	DC3000_protein_12_2025	WP_011104120.1	plate25.C2.annotation	DAKCFMEO_01044
OG0003250	DC3000_protein_12_2025	WP_011104121.1	plate25.C2.annotation	DAKCFMEO_01046
OG0003251	DC3000_protein_12_2025	WP_011104122.1	plate25.C2.annotation	DAKCFMEO_01050
OG0003252	DC3000_protein_12_2025	WP_011104123.1	plate25.C2.annotation	DAKCFMEO_01052
OG0003254	DC3000_protein_12_2025	WP_011104134.1	plate25.C2.annotation	DAKCFMEO_01103
OG0003255	DC3000_protein_12_2025	WP_011104136.1	plate25.C2.annotation	DAKCFMEO_01110
OG0003256	DC3000_protein_12_2025	WP_011104137.1	plate25.C2.annotation	DAKCFMEO_01112
OG0003257	DC3000_protein_12_2025	WP_011104140.1	plate25.C2.annotation	DAKCFMEO_01118
OG0003258	DC3000_protein_12_2025	WP_011104144.1	plate25.C2.annotation	DAKCFMEO_01127
OG0003259	DC3000_protein_12_2025	WP_011104145.1	plate25.C2.annotation	DAKCFMEO_01128
