WP_RefSeq PSPTO uniprot
WP_003382703.1 PSPTO1913 Q885C2
WP_046463592.1 PSPTO1914 Q885C1
WP_003382700.1 PSPTO1915 Q885C0
WP_024667998.1 PSPTO1916 Q885B9
WP_011103770.1 PSPTO1917 Q885B8
WP_011103771.1 PSPTO1918 Q885B7
WP_005771583.1 PSPTO1919 Q885B6
WP_007244389.1 PSPTO1920 Q885B5
WP_161797788.1 PSPTO1921 Q885B4
WP_011103773.1 PSPTO1922 Q885B3
WP_005771573.1 PSPTO1923 Q885B2
WP_005771571.1 PSPTO1924 Q885B1
WP_005616754.1 PSPTO1925 Q885B0
WP_032608868.1 PSPTO1926 Q885A9
WP_005771567.1 PSPTO1927 Q885A8
WP_003382687.1 PSPTO1928 Q885A7
WP_054082654.1 PSPTO1929 NA
WP_011103774.1 PSPTO1930 Q885A6
WP_011103775.1 PSPTO1931 Q885A5
WP_005767037.1 PSPTO1933 Q885A3
WP_002554316.1 PSPTO1934 Q885A2
WP_007244383.1 PSPTO1935 Q885A1
WP_005767033.1 PSPTO1936 Q885A0
WP_011103777.1 PSPTO1937 Q884Z9
WP_005767027.1 PSPTO1939 Q884Z7
WP_002554310.1 PSPTO1940 Q884Z6
WP_007244381.1 PSPTO1941 Q884Z5
WP_005767023.1 PSPTO1942 Q884Z4
WP_005767021.1 PSPTO1943 Q884Z3
WP_005767017.1 PSPTO1944 Q884Z2
WP_011103779.1 PSPTO1945 Q884Z1
WP_005767015.1 PSPTO1946 Q884Z0
WP_005767013.1 PSPTO1947 Q884Y9
WP_005767011.1 PSPTO1948 Q884Y8
WP_005767010.1 PSPTO1949 Q884Y7
WP_005767009.1 PSPTO1950 Q884Y6
WP_011103781.1 PSPTO1951 Q884Y5
WP_003382140.1 PSPTO1952 Q884Y4
WP_002554297.1 PSPTO1953 Q884Y3
WP_003382141.1 PSPTO1954 Q884Y2
WP_044390087.1 PSPTO1955 Q884Y1
WP_011103783.1 PSPTO1956 Q884Y0
WP_003382144.1 PSPTO1957 Q884X9
WP_007244370.1 PSPTO1958 Q884X8
WP_002554291.1 PSPTO1959 Q884X7
WP_005767003.1 PSPTO1960 Q884X6
WP_005767000.1 PSPTO1961 Q884X5
WP_002554288.1 PSPTO1962 Q884X4
WP_005616835.1 PSPTO1963 Q884X3
WP_011103785.1 PSPTO1964 Q884X2
WP_005766990.1 PSPTO1965 Q884X1
WP_011103786.1 PSPTO1966 Q884X0
WP_007244365.1 PSPTO1968 Q884W8
WP_003378750.1 PSPTO1969 Q884W7
WP_003378749.1 PSPTO1970 Q884W6
WP_005766986.1 PSPTO1971 Q884W5
WP_007244364.1 PSPTO1972 Q884W4
WP_002554277.1 PSPTO1973 Q884W3
WP_007244363.1 PSPTO1974 Q884W2
WP_005766982.1 PSPTO1975 Q884W1
WP_005616857.1 PSPTO1976 Q884W0
WP_005766980.1 PSPTO1977 Q884V9
WP_003412391.1 PSPTO1978 Q884V8
WP_003378731.1 PSPTO1979 Q884V7
WP_007244361.1 PSPTO1980 Q884V6
WP_005766975.1 PSPTO1981 Q884V5
WP_011103790.1 PSPTO1982 Q884V4
WP_010207872.1 PSPTO1983 Q884V3
WP_003378725.1 PSPTO1984 Q884V2
WP_011103791.1 PSPTO1985 Q884V1
WP_005766970.1 PSPTO1986 Q884V0
WP_007244357.1 PSPTO1987 Q884U9
WP_002554262.1 PSPTO1988 Q884U8
WP_005766966.1 PSPTO1989 Q884U7
WP_005766964.1 PSPTO1990 Q884U6
WP_007244356.1 PSPTO1991 Q884U5
WP_005766956.1 PSPTO1992 Q884U4
WP_011103794.1 PSPTO1993 Q884U3
WP_005766954.1 PSPTO1994 Q884U2
WP_005766953.1 PSPTO1995 Q884U1
WP_005766952.1 PSPTO1996 Q884U0
WP_011103795.1 PSPTO1997 Q884T9
WP_007244349.1 PSPTO1998 Q884T8
WP_005766948.1 PSPTO1999 Q884T7
WP_005766946.1 PSPTO2000 Q884T6
WP_005766943.1 PSPTO2001 Q884T5
WP_005766941.1 PSPTO2002 Q884T4
WP_011103796.1 PSPTO2003 Q884T3
WP_011103797.1 PSPTO2004 Q884T2
WP_010207888.1 PSPTO2005 Q884T1
WP_046464008.1 PSPTO2006 Q884T0
WP_011103800.1 PSPTO2007 Q884S9
WP_007247571.1 PSPTO2008 NA
WP_011103801.1 PSPTO2009 Q884S8
WP_007247571.1 PSPTO2010 NA
WP_046463456.1 PSPTO2011 Q884S7
WP_005766927.1 PSPTO2012 Q884S6
WP_011103803.1 PSPTO2013 Q884S5
WP_011103804.1 PSPTO2014 Q884S4
WP_046463454.1 PSPTO2015 Q884S3
WP_007244335.1 PSPTO2016 Q884S2
WP_011103806.1 PSPTO2017 Q884S1
WP_005766916.1 PSPTO2018 Q884S0
WP_005766914.1 PSPTO2019 Q884R9
WP_005766911.1 PSPTO2021 Q884R7
WP_003378666.1 PSPTO2022 Q884R6
WP_005766910.1 PSPTO2023 Q884R5
WP_057443274.1 PSPTO2024 Q884R4
WP_005766904.1 PSPTO2025 Q884R3
WP_005766903.1 PSPTO2026 Q884R2
WP_024667462.1 PSPTO2028 Q884R0
WP_005766899.1 PSPTO2029 Q884Q9
WP_032710620.1 PSPTO2030 Q884Q8
 partial;pseudo;PSPTO2031 NA
WP_005766893.1 PSPTO2032 Q884Q6
WP_011103812.1 PSPTO2033 Q884Q5
WP_007244324.1 PSPTO2034 Q884Q4
WP_005616969.1 PSPTO2035 Q884Q3
WP_005766886.1 PSPTO2036 Q884Q2
WP_003378641.1 PSPTO2037 Q884Q1
WP_003378639.1 PSPTO2038 Q884Q0
WP_003378637.1 PSPTO2039 Q884P9
WP_011103814.1 PSPTO2040 Q884P8
WP_011103815.1 PSPTO2041 Q884P7
WP_011103816.1 PSPTO2042 Q884P6
WP_007244321.1 PSPTO2043 Q884P5
WP_011103817.1 PSPTO2044 Q884P4
WP_005616977.1 PSPTO2045 Q884P3
WP_011103818.1 PSPTO2046 Q884P2
WP_005766869.1 PSPTO2047 Q884P1
WP_003378621.1 PSPTO2048 Q884P0
WP_003315128.1 PSPTO2049 Q884N9
WP_011103819.1 PSPTO2051 Q884N7
WP_011103820.1 PSPTO2052 Q884N6
WP_007244314.1 PSPTO2053 Q884N5
WP_002552853.1 PSPTO2054 Q884N4
WP_005766858.1 PSPTO2055 Q884N3
WP_011103821.1 PSPTO2056 Q884N2
WP_005617305.1 PSPTO2057 Q884N1
WP_005617003.1 PSPTO2059 Q884M9
WP_003378609.1 PSPTO2060 Q884M8
WP_003378608.1 PSPTO2061 Q884M7
WP_005766850.1 PSPTO2062 Q884M6
WP_011103822.1 PSPTO2063 Q884M5
WP_005617011.1 PSPTO2064 Q884M4
WP_005738376.1 PSPTO2065 Q884M3
WP_005738377.1 PSPTO2066 Q884M2
WP_007244311.1 PSPTO2068 Q884M0
WP_005617022.1 PSPTO2069 Q884L9
WP_011103824.1 PSPTO2070 Q884L8
WP_011103825.1 PSPTO2071 Q884L7
WP_005766833.1 PSPTO2072 Q884L6
WP_005766831.1 PSPTO2073 Q884L5
WP_005766829.1 PSPTO2074 Q884L4
WP_005760698.1 PSPTO2076 Q884L2
WP_226992690.1 PSPTO2077 Q884L1
WP_011103829.1 PSPTO2078 Q884L0
WP_011103830.1 PSPTO2079 Q884K9
WP_011103831.1 PSPTO2080 Q884K8
WP_011103832.1 PSPTO2081 Q884K7
WP_011103833.1 PSPTO2082 Q884K6
WP_046463350.1 PSPTO2083 Q884K5
WP_011103835.1 PSPTO2084 Q884K4
WP_046463351.1 PSPTO2085 Q884K3
WP_011103837.1 PSPTO2086 Q884K2
 partial;pseudo;PSPTO2087 NA
WP_011103839.1 PSPTO2088 Q884K0
WP_011103840.1 PSPTO2089 Q884J9
WP_226992648.1 PSPTO2090 NA
WP_007244228.1 PSPTO2091 NA
WP_011103842.1 PSPTO2092 NA
WP_011103843.1 PSPTO2093 NA
WP_011103844.1 PSPTO2094 Q884J8
WP_011103845.1 PSPTO2095 Q884J7
WP_011103846.1 PSPTO2096 Q884J6
WP_005771315.1 PSPTO2097 Q884J5
WP_011103847.1 PSPTO2098 Q884J4
WP_011103848.1 PSPTO2099 Q884J3
WP_011103849.1 PSPTO2100 Q884J2
WP_011103850.1 PSPTO2101 Q884J1
WP_007244218.1 PSPTO2102 Q884J0
WP_011103851.1 PSPTO2103 Q884I9
WP_011103852.1 PSPTO2104 Q884I8
WP_005771329.1 PSPTO2105 Q884I7
WP_005771330.1 PSPTO2106 Q884I6
WP_003383089.1 PSPTO2107 Q884I5
WP_005771334.1 PSPTO2108 D3NQ18
WP_007244213.1 PSPTO2109 Q884I4
WP_007244212.1 PSPTO2110 Q884I3
WP_005771340.1 PSPTO2111 Q884I2
WP_005771341.1 PSPTO2112 Q884I1
WP_007244210.1 PSPTO2113 Q884I0
WP_046464043.1 PSPTO2114 Q884H9
WP_003382959.1 PSPTO2115 Q884H8
WP_003382960.1 PSPTO2116 Q884H7
WP_011103855.1 PSPTO2117 Q884H6
WP_003315067.1 PSPTO2118 Q884H5
WP_005771350.1 PSPTO2119 Q884H4
WP_011103856.1 PSPTO2120 Q884H3
WP_011103857.1 PSPTO2121 Q884H2
WP_003382970.1 PSPTO2122 Q884H1
WP_046464042.1 PSPTO2123 Q884H0
WP_005617091.1 PSPTO2124 Q884G9
WP_046464040.1 PSPTO2125 Q884G8
WP_011103861.1 PSPTO2126 Q884G7
WP_005770721.1 PSPTO2127 Q884G6
WP_003382984.1 PSPTO2128 Q884G5
WP_046464039.1 PSPTO2129 Q884G4
WP_005617102.1 PSPTO2130 Q884G3
WP_011103863.1 PSPTO2131 Q884G2
WP_005617103.1 PSPTO2132 Q884G1
WP_007246342.1 PSPTO2133 Q884G0
WP_044390135.1 PSPTO2134 Q884F9
WP_011103865.1 PSPTO2135 Q884F8
WP_005770701.1 PSPTO2136 Q884F7
WP_005770699.1 PSPTO2137 Q884F6
WP_005770697.1 PSPTO2138 Q884F5
WP_011103866.1 PSPTO2139 Q884F4
WP_005770693.1 PSPTO2140 Q884F3
WP_010204647.1 PSPTO2141 Q884F2
WP_005770688.1 PSPTO2142 Q884F1
WP_005770686.1 PSPTO2143 Q884F0
WP_005770684.1 PSPTO2144 Q884E9
WP_044390137.1 PSPTO2145 Q884E8
WP_011103869.1 PSPTO2146 Q884E7
WP_046464036.1 PSPTO2147 Q884E6
WP_011103871.1 PSPTO2148 Q884E5
WP_011103872.1 PSPTO2149 Q884E4
WP_011103873.1 PSPTO2150 Q884E3
WP_046463309.1 PSPTO2151 Q884E2
WP_005769699.1 PSPTO2152 Q884E1
WP_011103875.1 PSPTO2153 Q884E0
WP_044390144.1 PSPTO2154 Q884D9
WP_011103877.1 PSPTO2155 Q884D8
WP_007246323.1 PSPTO2156 Q884D7
WP_046463311.1 PSPTO2158 Q884D5
WP_005769685.1 PSPTO2159 Q884D4
WP_005769683.1 PSPTO2160 Q884D3
WP_011103880.1 PSPTO2161 Q884D2
WP_011103882.1 PSPTO2163 Q884D0
WP_005769676.1 PSPTO2164 Q884C9
WP_011103883.1 PSPTO2165 NA
WP_005738107.1 PSPTO2166 Q884C8
WP_011103120.1 PSPTO2167 NA
WP_005769671.1 PSPTO2168 Q884C7
WP_005769670.1 PSPTO2169 Q884C6
WP_005769669.1 PSPTO2170 Q884C5
WP_011103884.1 PSPTO2171 Q884C4
WP_011103885.1 PSPTO2172 Q884C3
WP_007244781.1 PSPTO2173 Q884C2
WP_011103886.1 PSPTO2174 Q884C1
WP_005769662.1 PSPTO2175 Q884C0
WP_007244780.1 PSPTO2176 Q884B9
WP_011103887.1 PSPTO2177 Q884B8
WP_007244779.1 PSPTO2178 Q884B7
WP_255302372.1 PSPTO2179 Q884B6
WP_005769658.1 PSPTO2180 Q884B5
WP_011103889.1 PSPTO2181 Q884B4
WP_007244776.1 PSPTO2182 Q884B3
WP_005769653.1 PSPTO2183 Q884B2
WP_005769651.1 PSPTO2184 NA
WP_005769649.1 PSPTO2185 Q884B1
WP_005769647.1 PSPTO2186 Q884B0
WP_011103890.1 PSPTO2187 Q884A9
WP_005769643.1 PSPTO2188 Q884A8
WP_005769641.1 PSPTO2189 Q884A7
WP_003382014.1 PSPTO2190 Q884A6
WP_046463567.1 PSPTO2191 Q884A5
WP_005769636.1 PSPTO2192 Q884A4
WP_005769634.1 PSPTO2193 Q884A3
WP_005769631.1 PSPTO2194 Q884A2
WP_005738085.1 PSPTO2195 Q884A1
WP_003382006.1 PSPTO2196 Q884A0
WP_005769628.1 PSPTO2197 Q883Z9
WP_003382004.1 PSPTO2198 Q883Z8
WP_005769626.1 PSPTO2199 Q883Z7
WP_005769624.1 PSPTO2200 Q883Z6
WP_003382001.1 PSPTO2201 Q883Z5
WP_002552981.1 PSPTO2202 Q883Z4
WP_005617294.1 PSPTO2203 Q883Z3
WP_003408269.1 PSPTO2204 NA
WP_005769620.1 PSPTO2205 Q883Z2
WP_005769618.1 PSPTO2206 Q883Z1
WP_005738079.1 PSPTO2207 Q883Z0
WP_005769616.1 PSPTO2208 Q883Y9
WP_005769615.1 PSPTO2209 Q883Y8
WP_005769613.1 PSPTO2210 Q883Y7
WP_003379759.1 PSPTO2211 Q883Y6
WP_005769610.1 PSPTO2212 Q883Y5
WP_005769608.1 PSPTO2213 Q883Y4
WP_230692374.1 PSPTO2214 Q883Y3
WP_005769602.1 PSPTO2215 Q883Y2
WP_005618719.1 PSPTO2216 Q883Y1
WP_011103894.1 PSPTO2217 Q883Y0
WP_005765844.1 PSPTO2218 Q883X9
WP_046463559.1 PSPTO2220 Q883X7
WP_005765838.1 PSPTO2221 Q883X6
WP_005765836.1 PSPTO2222 Q883X5
WP_007244755.1 PSPTO2223 Q883X4
WP_226992691.1 PSPTO2224 Q883X3
WP_011103898.1 PSPTO2225 Q883X2
WP_032639333.1 PSPTO2226 Q883X1
WP_005765826.1 PSPTO2227 Q883X0
WP_011103899.1 PSPTO2228 Q883W9
WP_005765821.1 PSPTO2229 Q883W8
WP_011103900.1 PSPTO2230 Q883W7
WP_011103902.1 PSPTO2232 Q883W5
WP_011103903.1 PSPTO2233 Q883W4
WP_007247571.1 PSPTO2234 NA
 partial;pseudo;PSPTO2235 NA
WP_011103905.1 PSPTO2236 Q883W2
WP_011103906.1 PSPTO2237 Q883W1
WP_005765807.1 PSPTO2238 Q883W0
WP_011103907.1 PSPTO2239 Q883V9
WP_011103908.1 PSPTO2240 Q883V8
WP_003406089.1 PSPTO2241 Q883V7
WP_011103910.1 PSPTO2242 Q883V6
WP_161797773.1 PSPTO2243 Q883V5
WP_011103912.1 PSPTO2244 Q883V4
WP_011103913.1 PSPTO2245 Q883V3
WP_011103914.1 PSPTO2246 Q883V2
WP_005765788.1 PSPTO2247 Q883V1
WP_005738027.1 PSPTO2248 Q883V0
WP_005765784.1 PSPTO2249 Q883U9
WP_046463435.1 PSPTO2250 Q883U8
WP_011103916.1 PSPTO2251 Q883U7
 pseudo;PSPTO2252 NA
WP_024666974.1 PSPTO2253 Q883U6
WP_011103917.1 PSPTO2254 Q883U5
WP_011103918.1 PSPTO2255 Q883U4
WP_005765770.1 PSPTO2256 Q883U3
WP_005765767.1 PSPTO2257 Q883U2
WP_005765765.1 PSPTO2258 NA
WP_011103919.1 PSPTO2259 Q883U1
WP_011103920.1 PSPTO2260 Q883U0
WP_011103921.1 PSPTO2261 Q883T9
WP_046463436.1 PSPTO2262 Q883T8
WP_005765752.1 PSPTO2263 Q883T7
WP_003379830.1 PSPTO2264 Q883T6
WP_005617338.1 PSPTO2265 Q883T5
WP_005765750.1 PSPTO2266 Q883T4
WP_011103923.1 PSPTO2267 Q883T3
WP_011103924.1 PSPTO2268 Q883T2
WP_002553016.1 PSPTO2269 Q883T1
WP_011103925.1 PSPTO2270 Q883T0
WP_002553018.1 PSPTO2272 Q883S8
WP_003382493.1 PSPTO2274 Q883S6
WP_003382491.1 PSPTO2275 Q883S5
WP_011103928.1 PSPTO2276 Q883S4
WP_005617359.1 PSPTO2277 Q883S3
WP_011103929.1 PSPTO2278 Q883S2
WP_003382487.1 PSPTO2279 Q883S1
WP_005617365.1 PSPTO2280 Q883S0
WP_005765732.1 PSPTO2281 Q883R9
WP_005765730.1 PSPTO2282 Q883R8
WP_161797774.1 PSPTO2283 Q883R7
WP_005765727.1 PSPTO2284 Q883R6
WP_005765726.1 PSPTO2285 Q883R5
WP_046463438.1 PSPTO2286 Q883R4
WP_007244715.1 PSPTO2287 Q883R3
WP_011103932.1 PSPTO2288 Q883R2
WP_011103933.1 PSPTO2289 Q883R1
WP_005765721.1 PSPTO2290 Q883R0
WP_003382474.1 PSPTO2291 Q883Q9
WP_011103934.1 PSPTO2292 Q883Q8
WP_005765719.1 PSPTO2293 Q883Q7
WP_005765718.1 PSPTO2294 Q883Q6
WP_003382467.1 PSPTO2295 Q883Q5
WP_003382465.1 PSPTO2296 Q883Q4
WP_011103935.1 PSPTO2297 Q883Q3
WP_005738001.1 PSPTO2298 Q883Q2
WP_003382460.1 PSPTO2299 Q883Q1
WP_005765713.1 PSPTO2300 Q883Q0
WP_046463439.1 PSPTO2301 Q883P9
 partial;pseudo;PSPTO2302 NA
WP_046463440.1 PSPTO2303 Q883P7
WP_011103940.1 PSPTO2304 Q883P6
WP_010220706.1 PSPTO2305 Q883P5
WP_005765699.1 PSPTO2306 Q883P4
WP_011103941.1 PSPTO2307 Q883P3
WP_010206367.1 PSPTO2308 Q883P2
WP_011103942.1 PSPTO2309 Q883P1
WP_002553055.1 PSPTO2310 Q883P0
WP_017709633.1 PSPTO2311 Q883N9
WP_005765687.1 PSPTO2314 Q883N6
WP_003346101.1 PSPTO2315 Q883N5
WP_011103946.1 PSPTO2316 Q883N4
WP_226992692.1 PSPTO2317 Q883N3
WP_011103948.1 PSPTO2318 Q883N2
WP_053486452.1 PSPTO2319 Q883N1
WP_011103950.1 PSPTO2320 Q883N0
WP_002551322.1 PSPTO2321 NA
WP_005741073.1 PSPTO2322 NA
WP_162491835.1 PSPTO2323 Q883M9
WP_007247571.1 PSPTO2324 NA
WP_011103952.1 PSPTO2325 Q883M8
 partial;pseudo;PSPTO2326 NA
 partial;pseudo;PSPTO2327 NA
WP_007247571.1 PSPTO2328 NA
 partial;pseudo;PSPTO2329 NA
WP_003373331.1 PSPTO2330 Q883M6
WP_005765682.1 PSPTO2331 Q883M5
WP_003373338.1 PSPTO2333 Q883M3
WP_003373339.1 PSPTO2334 Q883M2
WP_011103955.1 PSPTO2335 Q883M1
WP_007246378.1 PSPTO2336 Q883M0
WP_005765677.1 PSPTO2337 Q883L9
WP_011103957.1 PSPTO2338 Q883L8
WP_011103958.1 PSPTO2339 Q883L7
WP_007246376.1 PSPTO2340 Q883L6
WP_005765672.1 PSPTO2341 Q883L5
WP_005737978.1 PSPTO2342 Q883L4
WP_011103959.1 PSPTO2343 Q883L3
WP_046464003.1 PSPTO2344 Q883L2
WP_011103961.1 PSPTO2345 Q883L1
WP_005738807.1 PSPTO2346 Q883L0
WP_007246371.1 PSPTO2347 Q883K9
WP_005765662.1 PSPTO2348 Q883K8
WP_011103962.1 PSPTO2349 B1GRK0
WP_003315600.1 PSPTO2350 Q883K7
WP_011103963.1 PSPTO2351 Q883K6
WP_005617455.1 PSPTO2352 Q883K5
WP_011103964.1 PSPTO2353 Q883K4
WP_005765657.1 PSPTO2354 Q883K3
WP_005765656.1 PSPTO2355 Q883K2
WP_011103965.1 PSPTO2358 Q883J9
WP_011103966.1 PSPTO2359 Q883J8
WP_005765651.1 PSPTO2360 Q883J7
WP_005617470.1 PSPTO2361 Q883J6
WP_005765650.1 PSPTO2362 Q883J5
WP_007246362.1 PSPTO2363 Q883J4
WP_005765647.1 PSPTO2364 Q883J3
WP_005765646.1 PSPTO2365 Q883J2
WP_005765645.1 PSPTO2366 Q883J1
WP_005765644.1 PSPTO2367 Q883J0
WP_011103969.1 PSPTO2368 Q883I9
WP_011103970.1 PSPTO2369 Q883I8
WP_005765639.1 PSPTO2370 Q883I7
WP_007246357.1 PSPTO2371 Q883I6
WP_005765637.1 PSPTO2372 Q883I5
WP_007246356.1 PSPTO2373 Q883I4
WP_007246354.1 PSPTO2375 Q883I2
WP_002553156.1 PSPTO2376 Q883I1
WP_005765633.1 PSPTO2377 Q883I0
WP_005738829.1 PSPTO2378 Q883H9
WP_170846037.1 PSPTO2379 P0A132
WP_002553160.1 PSPTO2380 P0A163
WP_002553161.1 PSPTO2381 P0A159
WP_003382398.1 PSPTO2382 Q883H8
WP_011103972.1 PSPTO2383 Q883H7
WP_002553164.1 PSPTO2384 Q883H6
WP_003382396.1 PSPTO2385 Q883H5
WP_011103973.1 PSPTO2386 Q883H4
WP_002551322.1 PSPTO2387 NA
WP_005741073.1 PSPTO2388 NA
WP_226992693.1 PSPTO2389 Q883H3
WP_011103975.1 PSPTO2390 Q883H2
WP_161797819.1 PSPTO2391 Q883H1
WP_011103977.1 PSPTO2392 Q883H0
WP_161797818.1 PSPTO2394 Q883G9
WP_005770270.1 PSPTO2395 Q883G8
WP_011103979.1 PSPTO2396 Q883G7
WP_011103980.1 PSPTO2397 Q883G6
WP_011103981.1 PSPTO2398 Q883G5
WP_011103982.1 PSPTO2399 Q883G4
WP_007246911.1 PSPTO2400 Q883G3
WP_011103983.1 PSPTO2401 Q883G2
WP_011103984.1 PSPTO2402 Q883G1
WP_011103985.1 PSPTO2403 Q883G0
WP_005770289.1 PSPTO2404 Q883F9
WP_011103986.1 PSPTO2405 Q883F8
WP_005770293.1 PSPTO2406 Q883F7
WP_011103987.1 PSPTO2407 Q883F6
WP_046464006.1 PSPTO2408 Q883F5
WP_011103989.1 PSPTO2409 Q883F4
 pseudo;PSPTO2410 NA
WP_007246901.1 PSPTO2411 Q883F3
WP_011103990.1 PSPTO2412 Q883F2
WP_003376859.1 PSPTO2413 Q883F1
WP_011103991.1 PSPTO2414 Q883F0
WP_005770308.1 PSPTO2415 Q883E9
WP_005770310.1 PSPTO2416 Q883E8
WP_005770312.1 PSPTO2417 Q883E7
WP_007246896.1 PSPTO2418 Q883E6
WP_005770316.1 PSPTO2419 Q883E5
WP_005617488.1 PSPTO2420 Q883E4
WP_174518557.1 PSPTO2421 Q883E3
WP_011103994.1 PSPTO2422 Q883E2
WP_011103995.1 PSPTO2423 Q883E1
WP_007246890.1 PSPTO2424 Q883E0
WP_011103996.1 PSPTO2425 Q883D9
WP_007247571.1 PSPTO2426 NA
WP_052746243.1 PSPTO2427 Q883D8
WP_052746244.1 PSPTO2428 Q883D7
WP_011103999.1 PSPTO2429 Q883D6
WP_024666158.1 PSPTO2430 Q883D5
WP_011104001.1 PSPTO2431 Q883D4
WP_007247571.1 PSPTO2432 NA
WP_011104003.1 PSPTO2434 Q883D2
WP_011104004.1 PSPTO2435 Q883D1
WP_003409203.1 PSPTO2436 NA
WP_003409202.1 PSPTO2437 NA
WP_011104005.1 PSPTO2438 Q883D0
WP_011104006.1 PSPTO2439 Q883C9
WP_011104007.1 PSPTO2440 Q883C8
WP_011104008.1 PSPTO2441 Q883C7
WP_005771214.1 PSPTO2442 Q883C6
WP_005617503.1 PSPTO2443 Q883C5
WP_007246884.1 PSPTO2444 Q883C4
WP_005771221.1 PSPTO2445 Q883C3
WP_005771225.1 PSPTO2446 Q883C2
WP_005771227.1 PSPTO2447 Q883C1
WP_011104011.1 PSPTO2448 Q883C0
WP_011104012.1 PSPTO2449 Q883B9
WP_011104013.1 PSPTO2450 Q883B8
WP_011104014.1 PSPTO2451 Q883B7
WP_007246879.1 PSPTO2452 Q883B6
WP_011104015.1 PSPTO2453 Q883B5
WP_007246877.1 PSPTO2454 Q883B4
WP_011104016.1 PSPTO2455 Q883B3
WP_046463451.1 PSPTO2457 Q883B1
WP_011104019.1 PSPTO2458 Q883B0
 partial;pseudo;PSPTO2459 NA
WP_003409202.1 PSPTO2460 NA
WP_003409203.1 PSPTO2461 NA
 partial;pseudo;PSPTO2462 NA
WP_005771258.1 PSPTO2463 Q883A9
WP_011104020.1 PSPTO2464 Q883A8
WP_011104021.1 PSPTO2465 Q883A7
WP_011104022.1 PSPTO2466 Q883A6
WP_011104023.1 PSPTO2467 Q883A5
WP_005617534.1 PSPTO2468 Q883A4
WP_011104024.1 PSPTO2469 Q883A3
WP_011104025.1 PSPTO2470 Q883A2
WP_005771267.1 PSPTO2471 Q883A1
WP_011104026.1 PSPTO2472 Q883A0
WP_005771273.1 PSPTO2473 Q882Z9
WP_005771275.1 PSPTO2474 Q882Z8
WP_007246699.1 PSPTO2475 Q882Z7
WP_011104027.1 PSPTO2476 Q882Z6
WP_007246697.1 PSPTO2477 Q882Z5
WP_011104028.1 PSPTO2478 Q882Z4
WP_011104029.1 PSPTO2479 Q882Z3
WP_011104030.1 PSPTO2480 Q882Z2
WP_005771282.1 PSPTO2481 Q882Z1
WP_010203861.1 PSPTO2482 Q882Z0
WP_005771285.1 PSPTO2483 Q882Y9
WP_007246690.1 PSPTO2484 Q882Y8
WP_010213088.1 PSPTO2485 Q882Y7
WP_011104032.1 PSPTO2486 Q882Y6
WP_007246688.1 PSPTO2487 Q882Y5
WP_003381839.1 PSPTO2488 Q882Y4
WP_011104033.1 PSPTO2489 Q882Y3
WP_007246686.1 PSPTO2490 Q882Y2
WP_011104034.1 PSPTO2491 Q882Y1
WP_011104035.1 PSPTO2492 Q882Y0
WP_011104036.1 PSPTO2493 Q882X9
WP_011104037.1 PSPTO2494 Q882X8
WP_011104038.1 PSPTO2495 Q882X7
WP_007246679.1 PSPTO2496 Q882X6
WP_161797789.1 PSPTO2499 Q882X3
WP_011104041.1 PSPTO2500 Q882X2
WP_010205561.1 PSPTO2501 Q882X1
WP_005617589.1 PSPTO2502 Q882X0
WP_010205558.1 PSPTO2503 Q882W9
WP_010205556.1 PSPTO2504 Q882W8
WP_011104043.1 PSPTO2505 Q882W7
WP_011104044.1 PSPTO2506 Q882W6
WP_011104045.1 PSPTO2507 Q882W5
WP_011104046.1 PSPTO2508 Q882W4
WP_007246667.1 PSPTO2509 Q882W3
WP_011104047.1 PSPTO2510 Q882W2
WP_046463596.1 PSPTO2511 Q882W1
WP_011104050.1 PSPTO2514 Q882V8
WP_011104051.1 PSPTO2515 Q882V7
WP_011104052.1 PSPTO2516 Q882V6
WP_011104053.1 PSPTO2517 Q882V5
WP_011104054.1 PSPTO2518 Q882V4
WP_011104055.1 PSPTO2519 Q882V3
WP_011104056.1 PSPTO2520 Q882V2
WP_007246655.1 PSPTO2521 Q882V1
WP_003383453.1 PSPTO2522 Q882V0
WP_007246654.1 PSPTO2523 Q882U9
WP_011104057.1 PSPTO2524 Q882U8
WP_011104058.1 PSPTO2525 Q882U7
WP_046463594.1 PSPTO2526 Q882U6
WP_011104060.1 PSPTO2527 Q882U5
WP_044393213.1 PSPTO2528 Q882U4
WP_007246648.1 PSPTO2529 Q882U3
WP_011104063.1 PSPTO2531 Q882U1
WP_011104064.1 PSPTO2532 Q882U0
WP_011104065.1 PSPTO2533 Q882T9
WP_011104066.1 PSPTO2534 Q882T8
WP_164923175.1 PSPTO2535 Q882T7
WP_011104068.1 PSPTO2536 Q882T6
WP_011104069.1 PSPTO2537 Q882T5
WP_011104070.1 PSPTO2538 Q882T4
WP_007246961.1 PSPTO2539 Q882T3
 partial;pseudo;PSPTO2540 NA
WP_007247571.1 PSPTO2541 NA
WP_226992694.1 PSPTO2542 NA
WP_011104071.1 PSPTO2543 Q882T2
WP_011104072.1 PSPTO2544 Q882T1
WP_011104073.1 PSPTO2545 Q882T0
WP_011104074.1 PSPTO2546 Q882S9
WP_011104075.1 PSPTO2547 Q882S8
WP_011104076.1 PSPTO2548 Q882S7
WP_011104077.1 PSPTO2549 Q882S6
WP_007246952.1 PSPTO2551 Q882S4
