# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	old_locus_tag	single_old_locus	other_old_locus
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5665958	5667715	-	WP_003377131.1	WP_003377131.1		carbamoyltransferase		1186677	PSPTO_RS25815	1758	585	"PSPTO4992,PSPTO_4992"	PSPTO4992	PSPTO_4992
CDS	without_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5668018	5671242	+				type III effector		1186678	PSPTO_RS25820	3225		"partial;pseudo;PSPTO4993,PSPTO_4993"	partial;pseudo;PSPTO4993	PSPTO_4993
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5671299	5672852	-	WP_003409202.1	WP_003409202.1		IS66-like element ISPsy5 family transposase		1186679	PSPTO_RS25825	1554	517	"PSPTO4994,PSPTO_4994"	PSPTO4994	PSPTO_4994
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5672870	5673229	-	WP_003409203.1	WP_003409203.1		IS66 family insertion sequence element accessory protein TnpB	tnpB	1186680	PSPTO_RS25830	360	119	"PSPTO4995,PSPTO_4995"	PSPTO4995	PSPTO_4995
CDS	without_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5673331	5676210	+				membrane-targeted effector domain-containing toxin		1186681	PSPTO_RS25835	2880		"partial;pseudo;PSPTO4996,PSPTO_4996"	partial;pseudo;PSPTO4996	PSPTO_4996
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5676226	5677671	-	WP_011105266.1	WP_011105266.1		lipopolysaccharide kinase InaA family protein		1186682	PSPTO_RS25840	1446	481	"PSPTO4997,PSPTO_4997"	PSPTO4997	PSPTO_4997
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5677702	5678463	-	WP_005762965.1	WP_005762965.1		lipopolysaccharide kinase InaA family protein		1186683	PSPTO_RS25845	762	253	"PSPTO4998,PSPTO_4998"	PSPTO4998	PSPTO_4998
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5678460	5679194	-	WP_007244579.1	WP_007244579.1		lipopolysaccharide kinase InaA family protein		1186684	PSPTO_RS25850	735	244	"PSPTO4999,PSPTO_4999"	PSPTO4999	PSPTO_4999
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5679194	5680000	-	WP_005762963.1	WP_005762963.1		lipopolysaccharide core heptose(I) kinase RfaP	rfaP	1186685	PSPTO_RS25855	807	268	"PSPTO5000,PSPTO_5000"	PSPTO5000	PSPTO_5000
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5680000	5681121	-	WP_011105267.1	WP_011105267.1		glycosyltransferase family 4 protein		1186686	PSPTO_RS25860	1122	373	"PSPTO5001,PSPTO_5001"	PSPTO5001	PSPTO_5001
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5681121	5682185	-	WP_007244577.1	WP_007244577.1		lipopolysaccharide heptosyltransferase I	waaC	1186687	PSPTO_RS25865	1065	354	"PSPTO5002,PSPTO_5002"	PSPTO5002	PSPTO_5002
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5682188	5683222	-	WP_011105268.1	WP_011105268.1		lipopolysaccharide heptosyltransferase II	waaF	1186688	PSPTO_RS25870	1035	344	"PSPTO5003,PSPTO_5003"	PSPTO5003	PSPTO_5003
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5683352	5686309	-	WP_005762959.1	WP_005762959.1		bifunctional [glutamate--ammonia ligase]-adenylyl-L-tyrosine phosphorylase/[glutamate--ammonia-ligase] adenylyltransferase	glnE	1186689	PSPTO_RS25875	2958	985	"PSPTO5004,PSPTO_5004"	PSPTO5004	PSPTO_5004
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5686694	5689339	+	WP_003377141.1	WP_003377141.1		"pyruvate dehydrogenase (acetyl-transferring), homodimeric type"	aceE	1186690	PSPTO_RS25880	2646	881	"PSPTO5005,PSPTO_5005"	PSPTO5005	PSPTO_5005
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5689482	5691128	+	WP_007244575.1	WP_007244575.1		dihydrolipoyllysine-residue acetyltransferase	aceF	1186691	PSPTO_RS25885	1647	548	"PSPTO5006,PSPTO_5006"	PSPTO5006	PSPTO_5006
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5691491	5692870	+	WP_005762956.1	WP_005762956.1		ATP-dependent RNA helicase DbpA	dbpA	1186692	PSPTO_RS25890	1380	459	"PSPTO5007,PSPTO_5007"	PSPTO5007	PSPTO_5007
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5693047	5694225	+	WP_005762954.1	WP_005762954.1		NAD(P)/FAD-dependent oxidoreductase		1186693	PSPTO_RS25900	1179	392	"PSPTO5008,PSPTO_5008"	PSPTO5008	PSPTO_5008
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5694361	5696559	+	WP_007244571.1	WP_007244571.1		YccS family putative transporter	yccS	1186694	PSPTO_RS25905	2199	732	"PSPTO5009,PSPTO_5009"	PSPTO5009	PSPTO_5009
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5696522	5697277	-	WP_005762952.1	WP_005762952.1		transporter substrate-binding domain-containing protein		1186695	PSPTO_RS25910	756	251	"PSPTO5010,PSPTO_5010"	PSPTO5010	PSPTO_5010
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5697503	5697961	+	WP_005620970.1	WP_005620970.1		GNAT family N-acetyltransferase		1186696	PSPTO_RS25915	459	152	"PSPTO5011,PSPTO_5011"	PSPTO5011	PSPTO_5011
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5698019	5698315	-	WP_005762949.1	WP_005762949.1		winged helix-turn-helix domain-containing protein		1186697	PSPTO_RS25920	297	98	"PSPTO5012,PSPTO_5012"	PSPTO5012	PSPTO_5012
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5698372	5698896	-	WP_007244569.1	WP_007244569.1		M48 family metallopeptidase		1186698	PSPTO_RS25925	525	174	"PSPTO5013,PSPTO_5013"	PSPTO5013	PSPTO_5013
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5698929	5701067	-	WP_005762944.1	WP_005762944.1		EAL domain-containing protein		1186699	PSPTO_RS25930	2139	712	"PSPTO5014,PSPTO_5014"	PSPTO5014	PSPTO_5014
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5701382	5702053	+	WP_005762942.1	WP_005762942.1		polysaccharide lyase family 7 protein		1186700	PSPTO_RS25935	672	223	"PSPTO5015,PSPTO_5015"	PSPTO5015	PSPTO_5015
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5702150	5703637	-	WP_005762940.1	WP_005762940.1		sodium/proline symporter PutP	putP	1186701	PSPTO_RS25940	1488	495	"PSPTO5016,PSPTO_5016"	PSPTO5016	PSPTO_5016
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5704088	5708041	+	WP_011105271.1	WP_011105271.1		trifunctional transcriptional regulator/proline dehydrogenase/L-glutamate gamma-semialdehyde dehydrogenase	putA	1186702	PSPTO_RS25945	3954	1317	"PSPTO5017,PSPTO_5017"	PSPTO5017	PSPTO_5017
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5709754	5711556	+	WP_011105272.1	WP_011105272.1		acyl-CoA dehydrogenase		1186705	PSPTO_RS25960	1803	600	"PSPTO5020,PSPTO_5020"	PSPTO5020	PSPTO_5020
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5711579	5714200	-	WP_011105273.1	WP_011105273.1		hypothetical protein		1186706	PSPTO_RS25965	2622	873	"PSPTO5021,PSPTO_5021"	PSPTO5021	PSPTO_5021
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5714337	5717465	-	WP_011105274.1	WP_011105274.1		glycosyltransferase		1186707	PSPTO_RS25970	3129	1042	"PSPTO5022,PSPTO_5022"	PSPTO5022	PSPTO_5022
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5717716	5719458	+	WP_005771787.1	WP_005771787.1		potassium/proton antiporter		1186708	PSPTO_RS25975	1743	580	"PSPTO5023,PSPTO_5023"	PSPTO5023	PSPTO_5023
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5719497	5722886	+	WP_046463895.1	WP_046463895.1		mechanosensitive channel MscK	mscK	1186709	PSPTO_RS25980	3390	1129	"PSPTO5024,PSPTO_5024"	PSPTO5024	PSPTO_5024
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5723444	5723749	-	WP_046463898.1	WP_046463898.1		hypothetical protein		1186710	PSPTO_RS25990	306	101	"PSPTO5025,PSPTO_5025"	PSPTO5025	PSPTO_5025
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5724197	5724871	+	WP_011105278.1	WP_011105278.1		GntR family transcriptional regulator		1186712	PSPTO_RS26000	675	224	"PSPTO5027,PSPTO_5027"	PSPTO5027	PSPTO_5027
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5725001	5726464	+	WP_011105279.1	WP_011105279.1		YdiU family protein		1186713	PSPTO_RS26005	1464	487	"PSPTO5028,PSPTO_5028"	PSPTO5028	PSPTO_5028
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5726735	5727205	-	WP_005769407.1	WP_005769407.1		chemotaxis protein CheW		1186714	PSPTO_RS26015	471	156	"PSPTO5029,PSPTO_5029"	PSPTO5029	PSPTO_5029
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5727198	5733161	-	WP_011105280.1	WP_011105280.1		Hpt domain-containing protein		1186715	PSPTO_RS26020	5964	1987	"PSPTO5030,PSPTO_5030"	PSPTO5030	PSPTO_5030
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5733209	5735251	-	WP_005621029.1	WP_005621029.1		methyl-accepting chemotaxis protein		1186716	PSPTO_RS26025	2043	680	"PSPTO5031,PSPTO_5031"	PSPTO5031	PSPTO_5031
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5735284	5735823	-	WP_011105281.1	WP_011105281.1		chemotaxis protein CheW		1186717	PSPTO_RS26030	540	179	"PSPTO5032,PSPTO_5032"	PSPTO5032	PSPTO_5032
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5735838	5736203	-	WP_003377196.1	WP_003377196.1		twitching motility response regulator PilH	pilH	1186718	PSPTO_RS26035	366	121	"PSPTO5033,PSPTO_5033"	PSPTO5033	PSPTO_5033
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5736250	5736660	-	WP_002551738.1	WP_002551738.1		twitching motility response regulator PilG	pilG	1186719	PSPTO_RS26040	411	136	"PSPTO5034,PSPTO_5034"	PSPTO5034	PSPTO_5034
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5736905	5737864	+	WP_003377199.1	WP_003377199.1		glutathione synthase	gshB	1186720	PSPTO_RS26045	960	319	"PSPTO5035,PSPTO_5035"	PSPTO5035	PSPTO_5035
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5738114	5739016	+	WP_005736950.1	WP_005736950.1		energy transducer TonB		1186721	PSPTO_RS26050	903	300	"PSPTO5036,PSPTO_5036"	PSPTO5036	PSPTO_5036
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5739092	5739664	+	WP_005769417.1	WP_005769417.1		YqgE/AlgH family protein		1186722	PSPTO_RS26055	573	190	"PSPTO5037,PSPTO_5037"	PSPTO5037	PSPTO_5037
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5739664	5740104	+	WP_003377205.1	WP_003377205.1		Holliday junction resolvase RuvX	ruvX	1186723	PSPTO_RS26060	441	146	"PSPTO5038,PSPTO_5038"	PSPTO5038	PSPTO_5038
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5740347	5740859	+	WP_005736951.1	WP_005736951.1		bifunctional pyr operon transcriptional regulator/uracil phosphoribosyltransferase PyrR	pyrR	1186724	PSPTO_RS26065	513	170	"PSPTO5039,PSPTO_5039"	PSPTO5039	PSPTO_5039
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5740872	5741876	+	WP_005736952.1	WP_005736952.1		aspartate carbamoyltransferase catalytic subunit		1186725	PSPTO_RS26070	1005	334	"PSPTO5040,PSPTO_5040"	PSPTO5040	PSPTO_5040
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5741873	5743144	+	WP_007247057.1	WP_007247057.1		dihydroorotase		1186726	PSPTO_RS26075	1272	423	"PSPTO5041,PSPTO_5041"	PSPTO5041	PSPTO_5041
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5743362	5743766	-	WP_005769424.1	WP_005769424.1		TM2 domain-containing protein		1186728	PSPTO_RS26085	405	134	"PSPTO5043,PSPTO_5043"	PSPTO5043	PSPTO_5043
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5744059	5744697	+	WP_005769426.1	WP_005769426.1		C40 family peptidase		1186729	PSPTO_RS26090	639	212	"PSPTO5044,PSPTO_5044"	PSPTO5044	PSPTO_5044
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5744794	5745828	-	WP_003377212.1	WP_003377212.1		type IV pilus twitching motility protein PilT		1186730	PSPTO_RS26095	1035	344	"PSPTO5045,PSPTO_5045"	PSPTO5045	PSPTO_5045
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5745884	5746570	+	WP_011105285.1	WP_011105285.1		YggS family pyridoxal phosphate-dependent enzyme		1186731	PSPTO_RS26100	687	228	"PSPTO5046,PSPTO_5046"	PSPTO5046	PSPTO_5046
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5746623	5747441	+	WP_005769432.1	WP_005769432.1		pyrroline-5-carboxylate reductase	proC	1186732	PSPTO_RS26105	819	272	"PSPTO5047,PSPTO_5047"	PSPTO5047	PSPTO_5047
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5747467	5748057	+	WP_003377215.1	WP_003377215.1		YggT family protein		1186733	PSPTO_RS26110	591	196	"PSPTO5048,PSPTO_5048"	PSPTO5048	PSPTO_5048
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5748347	5749486	+	WP_005621066.1	WP_005621066.1		homoserine O-acetyltransferase		1186734	PSPTO_RS26120	1140	379	"PSPTO5049,PSPTO_5049"	PSPTO5049	PSPTO_5049
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5749494	5750114	+	WP_003377217.1	WP_003377217.1		methionine biosynthesis protein MetW	metW	1186735	PSPTO_RS26125	621	206	"PSPTO5050,PSPTO_5050"	PSPTO5050	PSPTO_5050
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5750145	5750741	+	WP_046463894.1	WP_046463894.1		RdgB/HAM1 family non-canonical purine NTP pyrophosphatase	rdgB	1186736	PSPTO_RS26130	597	198	"PSPTO5051,PSPTO_5051"	PSPTO5051	PSPTO_5051
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5750738	5751952	+	WP_011105287.1	WP_011105287.1		radical SAM family heme chaperone HemW	hemW	1186737	PSPTO_RS26135	1215	404	"PSPTO5052,PSPTO_5052"	PSPTO5052	PSPTO_5052
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5751962	5752285	+	WP_011105288.1	WP_011105288.1		DUF3392 domain-containing protein		1186738	PSPTO_RS26140	324	107	"PSPTO5053,PSPTO_5053"	PSPTO5053	PSPTO_5053
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5752893	5754557	-	WP_011105289.1	WP_011105289.1		DUF2875 family protein		1186739	PSPTO_RS26150	1665	554	"PSPTO5054,PSPTO_5054"	PSPTO5054	PSPTO_5054
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5754554	5756578	-	WP_011105290.1	WP_011105290.1		DUF3274 domain-containing protein		1186740	PSPTO_RS26155	2025	674	"PSPTO5055,PSPTO_5055"	PSPTO5055	PSPTO_5055
CDS	without_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5756578	5759135	-				type VI secretion system tip protein TssI/VgrG	tssI	1186741	PSPTO_RS26160	2558		"pseudo;PSPTO5056,PSPTO_5056"	pseudo;PSPTO5056	PSPTO_5056
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5759478	5761325	-	WP_011105291.1	WP_011105291.1		dihydroxy-acid dehydratase	ilvD	1186742	PSPTO_RS26165	1848	615	"PSPTO5057,PSPTO_5057"	PSPTO5057	PSPTO_5057
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5761665	5762873	+	WP_005739631.1	WP_005739631.1		alanine transaminase	alaC	1186743	PSPTO_RS26170	1209	402	"PSPTO5058,PSPTO_5058"	PSPTO5058	PSPTO_5058
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5763742	5764647	+	WP_011105293.1	WP_011105293.1		NAD(P)-binding domain-containing protein		1186745	PSPTO_RS26180	906	301	"PSPTO5060,PSPTO_5060"	PSPTO5060	PSPTO_5060
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5764658	5765947	+	WP_005765391.1	WP_005765391.1		four-carbon acid sugar kinase family protein		1186746	PSPTO_RS26185	1290	429	"PSPTO5061,PSPTO_5061"	PSPTO5061	PSPTO_5061
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5765947	5766585	+	WP_005765392.1	WP_005765392.1		aldolase		1186747	PSPTO_RS26190	639	212	"PSPTO5062,PSPTO_5062"	PSPTO5062	PSPTO_5062
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5766721	5768178	+	WP_007247340.1	WP_007247340.1		GntP family transporter		1186748	PSPTO_RS26195	1458	485	"PSPTO5063,PSPTO_5063"	PSPTO5063	PSPTO_5063
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5768201	5768986	+	WP_011105295.1	WP_011105295.1		hydroxypyruvate isomerase family protein		1186749	PSPTO_RS26200	786	261	"PSPTO5064,PSPTO_5064"	PSPTO5064	PSPTO_5064
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5770690	5771085	-	WP_002551711.1	WP_002551711.1		hotdog domain-containing protein		1186752	PSPTO_RS26210	396	131	"PSPTO5067,PSPTO_5067"	PSPTO5067	PSPTO_5067
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5771439	5772848	+	WP_005765398.1	WP_005765398.1		adenosylhomocysteinase	ahcY	1186753	PSPTO_RS26215	1410	469	"PSPTO5068,PSPTO_5068"	PSPTO5068	PSPTO_5068
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5773038	5773883	+	WP_005765400.1	WP_005765400.1		methylenetetrahydrofolate reductase [NAD(P)H]	metF	1186754	PSPTO_RS26220	846	281	"PSPTO5069,PSPTO_5069"	PSPTO5069	PSPTO_5069
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5774194	5776083	+	WP_005765402.1	WP_005765402.1		DEAD/DEAH box helicase		1186755	PSPTO_RS26225	1890	629	"PSPTO5070,PSPTO_5070"	PSPTO5070	PSPTO_5070
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5776365	5776943	-	WP_003378759.1	WP_003378759.1		YceI family protein		1186756	PSPTO_RS26230	579	192	"PSPTO5071,PSPTO_5071"	PSPTO5071	PSPTO_5071
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5776971	5777519	-	WP_003378760.1	WP_003378760.1		cytochrome b		1186757	PSPTO_RS26235	549	182	"PSPTO5072,PSPTO_5072"	PSPTO5072	PSPTO_5072
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5777855	5779732	-	WP_011105298.1	WP_011105298.1		flavin monoamine oxidase family protein		1186759	PSPTO_RS26240	1878	625	"PSPTO5074,PSPTO_5074"	PSPTO5074	PSPTO_5074
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5779943	5781349	+	WP_011105299.1	WP_011105299.1		adenosylmethionine--8-amino-7-oxononanoate transaminase		1186760	PSPTO_RS26245	1407	468	"PSPTO5075,PSPTO_5075"	PSPTO5075	PSPTO_5075
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5781466	5782185	+	WP_011105300.1	WP_011105300.1		16S rRNA (uracil(1498)-N(3))-methyltransferase		1186761	PSPTO_RS26250	720	239	"PSPTO5076,PSPTO_5076"	PSPTO5076	PSPTO_5076
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5782307	5782921	-	WP_005765411.1	WP_005765411.1		hemolysin III family protein		1186762	PSPTO_RS26255	615	204	"PSPTO5077,PSPTO_5077"	PSPTO5077	PSPTO_5077
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5783044	5783970	+	WP_011105301.1	WP_011105301.1		LysR substrate-binding domain-containing protein		1186763	PSPTO_RS26260	927	308	"PSPTO5078,PSPTO_5078"	PSPTO5078	PSPTO_5078
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5783981	5784745	-	WP_005765415.1	WP_005765415.1		malonate transporter subunit MadM	madM	1186764	PSPTO_RS26265	765	254	"PSPTO5079,PSPTO_5079"	PSPTO5079	PSPTO_5079
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5784747	5785172	-	WP_005765417.1	WP_005765417.1		malonate transporter subunit MadL	madL	1186765	PSPTO_RS26270	426	141	"PSPTO5080,PSPTO_5080"	PSPTO5080	PSPTO_5080
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5785242	5786177	-	WP_011105302.1	WP_011105302.1		malonate decarboxylase subunit epsilon	mdcH	1186766	PSPTO_RS26275	936	311	"PSPTO5081,PSPTO_5081"	PSPTO5081	PSPTO_5081
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5786174	5786812	-	WP_046463872.1	WP_046463872.1		malonate decarboxylase holo-ACP synthase		1186767	PSPTO_RS26280	639	212	"PSPTO5082,PSPTO_5082"	PSPTO5082	PSPTO_5082
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5786806	5787606	-	WP_005765423.1	WP_005765423.1		biotin-independent malonate decarboxylase subunit gamma	mdcE	1186768	PSPTO_RS26285	801	266	"PSPTO5083,PSPTO_5083"	PSPTO5083	PSPTO_5083
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5787603	5788454	-	WP_011105304.1	WP_011105304.1		biotin-independent malonate decarboxylase subunit beta		1186769	PSPTO_RS26290	852	283	"PSPTO5084,PSPTO_5084"	PSPTO5084	PSPTO_5084
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5788447	5788746	-	WP_003378783.1	WP_003378783.1		malonate decarboxylase subunit delta		1186770	PSPTO_RS26295	300	99	"PSPTO5085,PSPTO_5085"	PSPTO5085	PSPTO_5085
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5788748	5789623	-	WP_011105305.1	WP_011105305.1		triphosphoribosyl-dephospho-CoA synthase		1186771	PSPTO_RS26300	876	291	"PSPTO5086,PSPTO_5086"	PSPTO5086	PSPTO_5086
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5789623	5791299	-	WP_005765429.1	WP_005765429.1		malonate decarboxylase subunit alpha	mdcA	1186772	PSPTO_RS26305	1677	558	"PSPTO5087,PSPTO_5087"	PSPTO5087	PSPTO_5087
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5791552	5791944	+	WP_005765431.1	WP_005765431.1		PAAR domain-containing protein		1186774	PSPTO_RS26310	393	130	"PSPTO5089,PSPTO_5089"	PSPTO5089	PSPTO_5089
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5792018	5792797	-	WP_005765433.1	WP_005765433.1		ParA family protein		1186775	PSPTO_RS26315	780	259	"PSPTO5090,PSPTO_5090"	PSPTO5090	PSPTO_5090
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5793103	5793822	+	WP_005765435.1	WP_005765435.1		beta-ketoacyl synthase chain length factor		1186776	PSPTO_RS26320	720	239	"PSPTO5091,PSPTO_5091"	PSPTO5091	PSPTO_5091
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5793798	5794610	+	WP_005765436.1	WP_005765436.1		lysophospholipid acyltransferase family protein		1186777	PSPTO_RS26325	813	270	"PSPTO5092,PSPTO_5092"	PSPTO5092	PSPTO_5092
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5794585	5794845	+	WP_002551687.1	WP_002551687.1		phosphopantetheine-binding protein		1186778	PSPTO_RS26330	261	86	"PSPTO5093,PSPTO_5093"	PSPTO5093	PSPTO_5093
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5794855	5795109	+	WP_005765439.1	WP_005765439.1		acyl carrier protein		1186779	PSPTO_RS26335	255	84	"PSPTO5094,PSPTO_5094"	PSPTO5094	PSPTO_5094
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5795106	5795651	+	WP_011105309.1	WP_011105309.1		membrane protein		1186780	PSPTO_RS26340	546	181	"PSPTO5095,PSPTO_5095"	PSPTO5095	PSPTO_5095
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5795662	5797344	+	WP_005765442.1	WP_005765442.1		acyl-CoA synthetase family protein		1186781	PSPTO_RS26345	1683	560	"PSPTO5096,PSPTO_5096"	PSPTO5096	PSPTO_5096
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5797337	5798071	+	WP_011105311.1	WP_011105311.1		glycosyltransferase family 2 protein		1186782	PSPTO_RS26350	735	244	"PSPTO5097,PSPTO_5097"	PSPTO5097	PSPTO_5097
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	5798068	5799015	+	WP_011105312.1	WP_011105312.1		glycosyl transferase		1186783	PSPTO_RS26355	948	315	"PSPTO5098,PSPTO_5098"	PSPTO5098	PSPTO_5098
