qseqid,sseqid,pident,alen,qlen,slen,evalue,bits,cov_q,cov_s
WP_011105008.1,DAKCFMEO_00436,89.8,265,265,265,7.2e-126,444.5,1,1
WP_011105010.1,DAKCFMEO_00450,92.1,203,203,203,2.4e-113,402.5,1,1
WP_011105010.1,DAKCFMEO_00348,44.0,200,203,193,8.9e-52,198.0,0.985222,1.03627
WP_011105011.1,DAKCFMEO_00452,92.1,458,458,458,5.0e-236,811.2,1,1
WP_011105011.1,DAKCFMEO_02298,43.5,460,458,464,4.9e-98,352.8,1.00437,0.991379
WP_011105011.1,DAKCFMEO_01571,42.5,466,458,474,1.5e-91,331.3,1.01747,0.983122
WP_011105012.1,DAKCFMEO_00453,82.4,131,131,131,3.8e-64,238.4,1,1
WP_011105013.1,DAKCFMEO_00456,97.7,479,479,479,2.0e-267,915.6,1,1
WP_011105014.1,DAKCFMEO_00458,85.1,1271,1271,1271,0.0e+00,2190.6,1,1
WP_011105015.1,DAKCFMEO_00460,83.9,199,200,200,2.8e-90,325.9,0.995,0.995
WP_011105015.1,DAKCFMEO_04243,36.8,193,200,192,3.4e-19,89.7,0.965,1.00521
WP_011105016.1,DAKCFMEO_00466,98.1,481,481,481,1.0e-271,929.9,1,1
WP_011105017.1,DAKCFMEO_00467,87.8,123,122,123,5.0e-58,218.0,1.0082,1
WP_011105018.1,DAKCFMEO_00468,76.7,343,343,343,2.2e-127,449.9,1,1
WP_011105019.1,DAKCFMEO_00471,92.2,527,527,524,9.1e-298,1016.5,1,1.00573
WP_011105022.1,DAKCFMEO_01689,87.3,283,283,283,5.6e-137,481.5,1,1
WP_011105023.1,DAKCFMEO_01690,95.4,634,634,637,0.0e+00,1147.5,1,0.99529
WP_011105024.1,DAKCFMEO_01698,96.4,638,638,638,0.0e+00,1168.7,1,1
WP_011105024.1,DAKCFMEO_03343,40.3,601,638,621,7.5e-113,402.5,0.942006,0.967794
WP_011105024.1,DAKCFMEO_00280,36.9,528,638,564,4.1e-87,317.0,0.827586,0.93617
WP_011105025.1,DAKCFMEO_01700,95.5,556,557,557,5.3e-296,1010.7,0.998205,0.998205
WP_011105026.1,DAKCFMEO_01702,93.7,174,173,174,3.2e-90,325.5,1.00578,1
WP_011105028.1,DAKCFMEO_01703,68.0,103,104,106,6.6e-35,141.0,0.990385,0.971698
WP_011105031.1,DAKCFMEO_02700,36.5,1702,1753,2156,2.4e-270,927.2,0.970907,0.789425
WP_011105031.1,DAKCFMEO_04412,39.7,1096,1753,1370,2.4e-214,741.1,0.625214,0.8
WP_011105031.1,DAKCFMEO_02698,38.8,1071,1753,1136,7.2e-190,659.8,0.610953,0.942782
WP_011105032.1,DAKCFMEO_02686,32.3,3689,3432,4339,0.0e+00,1643.6,1.07488,0.850196
WP_011105032.1,DAKCFMEO_02700,44.5,2135,3432,2156,0.0e+00,1615.9,0.622086,0.99026
WP_011105032.1,DAKCFMEO_04411,35.7,3036,3432,3236,0.0e+00,1571.2,0.884615,0.938195
WP_011105032.1,DAKCFMEO_03820,30.6,3279,3432,3168,0.0e+00,1263.4,0.95542,1.03504
WP_011105032.1,DAKCFMEO_02701,31.7,2747,3432,2881,0.0e+00,1132.1,0.800408,0.953488
WP_011105036.1,DAKCFMEO_00842,89.8,479,481,483,1.2e-243,836.6,0.995842,0.991718
WP_011105036.1,DAKCFMEO_00267,30.1,468,481,475,1.1e-44,175.6,0.972973,0.985263
WP_011105036.1,DAKCFMEO_00465,31.1,492,481,483,6.4e-40,159.8,1.02287,1.01863
WP_011105037.1,DAKCFMEO_00841,91.6,310,310,310,7.7e-172,597.4,1,1
WP_011105040.1,DAKCFMEO_03045,95.0,755,756,756,0.0e+00,1471.1,0.998677,0.998677
WP_011105042.1,DAKCFMEO_02106,67.7,381,392,391,2.6e-140,493.0,0.971939,0.974425
WP_011105042.1,DAKCFMEO_00104,54.2,378,392,390,1.3e-94,341.3,0.964286,0.969231
WP_011105042.1,DAKCFMEO_01774,36.0,430,392,448,2.2e-62,234.2,1.09694,0.959821
WP_011105043.1,DAKCFMEO_01781,90.5,326,326,326,9.3e-168,583.9,1,1
WP_011105043.1,DAKCFMEO_04771,42.7,314,326,324,2.4e-67,250.4,0.96319,0.969136
WP_011105043.1,DAKCFMEO_03805,47.7,281,326,337,6.6e-65,242.3,0.861963,0.833828
WP_011105043.1,DAKCFMEO_01385,45.5,277,326,336,7.9e-58,218.8,0.849693,0.824405
WP_011105043.1,DAKCFMEO_01782,38.2,322,326,334,5.4e-51,196.1,0.98773,0.964072
WP_011105043.1,DAKCFMEO_01384,42.1,292,326,333,2.7e-50,193.7,0.895706,0.876877
WP_011105043.1,DAKCFMEO_04770,41.0,307,326,322,1.8e-49,191.0,0.941718,0.953416
WP_011105043.1,DAKCFMEO_03804,40.1,294,326,334,1.1e-46,181.8,0.90184,0.88024
WP_011105043.1,DAKCFMEO_02197,42.6,235,326,366,2.5e-43,170.6,0.720859,0.642077
WP_011105043.1,DAKCFMEO_00931,39.9,281,326,279,3.9e-41,163.3,0.861963,1.00717
WP_011105043.1,DAKCFMEO_00930,41.6,262,326,254,1.9e-40,161.0,0.803681,1.0315
WP_011105043.1,DAKCFMEO_05138,36.6,276,326,376,2.9e-36,147.1,0.846626,0.734043
WP_011105043.1,DAKCFMEO_04183,36.0,222,326,329,2.0e-29,124.4,0.680982,0.674772
WP_011105043.1,DAKCFMEO_01950,31.9,232,326,244,4.5e-29,123.2,0.711656,0.95082
WP_011105043.1,DAKCFMEO_02090,38.3,230,326,276,1.0e-28,122.1,0.705521,0.833333
WP_011105043.1,DAKCFMEO_01395,35.1,231,326,273,1.7e-28,121.3,0.708589,0.846154
WP_011105043.1,DAKCFMEO_01102,36.6,235,326,384,1.4e-27,118.2,0.720859,0.611979
WP_011105043.1,DAKCFMEO_00173,36.5,211,326,244,5.5e-27,116.3,0.647239,0.864754
WP_011105043.1,DAKCFMEO_01326,33.9,236,326,368,1.6e-26,114.8,0.723926,0.641304
WP_011105043.1,DAKCFMEO_00139,35.0,237,326,254,2.1e-26,114.4,0.726994,0.933071
WP_011105044.1,DAKCFMEO_01782,91.4,326,334,334,4.6e-170,591.7,0.976048,0.976048
WP_011105044.1,DAKCFMEO_03804,47.3,294,334,334,4.5e-69,256.1,0.88024,0.88024
WP_011105044.1,DAKCFMEO_04770,41.2,320,334,322,7.5e-64,238.8,0.958084,0.993789
WP_011105044.1,DAKCFMEO_01384,42.0,314,334,333,1.2e-61,231.5,0.94012,0.942943
WP_011105044.1,DAKCFMEO_03805,41.1,319,334,337,5.2e-57,216.1,0.95509,0.946588
WP_011105044.1,DAKCFMEO_00931,42.9,266,334,279,3.9e-52,199.9,0.796407,0.953405
WP_011105044.1,DAKCFMEO_01781,40.1,292,334,326,3.3e-51,196.8,0.874251,0.895706
WP_011105044.1,DAKCFMEO_04771,36.5,301,334,324,1.7e-47,184.5,0.901198,0.929012
WP_011105044.1,DAKCFMEO_01385,39.4,282,334,336,2.4e-46,180.6,0.844311,0.839286
WP_011105044.1,DAKCFMEO_00930,42.2,230,334,254,4.3e-35,143.3,0.688623,0.905512
WP_011105044.1,DAKCFMEO_02197,32.9,243,334,366,2.1e-34,141.0,0.727545,0.663934
WP_011105044.1,DAKCFMEO_01395,37.1,232,334,273,6.4e-31,129.4,0.694611,0.849817
WP_011105044.1,DAKCFMEO_05138,30.5,243,334,376,2.8e-26,114.0,0.727545,0.646277
WP_011105044.1,DAKCFMEO_01950,30.8,224,334,244,9.0e-25,109.0,0.670659,0.918033
WP_011105044.1,DAKCFMEO_02928,32.2,233,334,343,1.3e-23,105.1,0.697605,0.6793
WP_011105044.1,DAKCFMEO_04183,31.4,226,334,329,4.9e-23,103.2,0.676647,0.68693
WP_011105045.1,DAKCFMEO_01783,92.7,287,287,287,1.3e-149,523.5,1,1
WP_011105045.1,DAKCFMEO_00932,39.1,271,287,301,6.1e-54,205.7,0.944251,0.900332
WP_011105045.1,DAKCFMEO_04769,38.6,264,287,303,1.4e-42,167.9,0.919861,0.871287
WP_011105045.1,DAKCFMEO_01383,34.8,282,287,302,2.6e-41,163.7,0.982578,0.933775
WP_011105045.1,DAKCFMEO_03803,33.2,286,287,306,8.2e-35,142.1,0.996516,0.934641
WP_011105045.1,DAKCFMEO_02011,31.9,270,287,287,3.5e-25,110.2,0.940767,0.940767
WP_011105046.1,DAKCFMEO_01785,84.6,253,254,254,4.7e-127,448.4,0.996063,0.996063
WP_011105048.1,DAKCFMEO_01787,81.3,493,541,541,1.0e-174,607.8,0.911275,0.911275
WP_011105048.1,DAKCFMEO_01420,43.5,545,541,541,1.3e-84,308.5,1.00739,1.00739
WP_011105048.1,DAKCFMEO_04966,44.3,542,541,541,4.8e-84,306.6,1.00185,1.00185
WP_011105048.1,DAKCFMEO_04608,43.8,541,541,543,1.6e-79,291.6,1,0.996317
WP_011105048.1,DAKCFMEO_03476,41.5,544,541,557,2.2e-65,244.6,1.00555,0.976661
WP_011105048.1,DAKCFMEO_04453,43.9,545,541,539,4.2e-64,240.4,1.00739,1.01113
WP_011105048.1,DAKCFMEO_04008,40.1,539,541,542,2.0e-58,221.5,0.996303,0.994465
WP_011105048.1,DAKCFMEO_04605,36.8,543,541,546,2.2e-44,174.9,1.0037,0.994505
WP_011105048.1,DAKCFMEO_01324,33.5,546,541,539,7.4e-37,149.8,1.00924,1.01299
WP_011105048.1,DAKCFMEO_00700,32.4,358,541,434,4.5e-34,140.6,0.661738,0.824885
WP_011105048.1,DAKCFMEO_00949,31.4,420,541,665,4.5e-34,140.6,0.77634,0.631579
WP_011105048.1,DAKCFMEO_01224,30.0,424,541,676,3.8e-33,137.5,0.783734,0.627219
WP_011105048.1,DAKCFMEO_00913,35.9,540,541,537,9.4e-32,132.9,0.998152,1.00559
WP_011105048.1,DAKCFMEO_04378,44.1,333,541,541,1.1e-27,119.4,0.615527,0.615527
WP_011105048.1,DAKCFMEO_05084,39.6,389,541,638,5.2e-22,100.5,0.719039,0.609718
WP_011105048.1,DAKCFMEO_04481,36.1,474,541,642,4.4e-21,97.4,0.876155,0.738318
WP_011105049.1,DAKCFMEO_01795,81.2,607,607,607,1.7e-295,1009.2,1,1
WP_011105049.1,DAKCFMEO_05163,32.5,421,607,643,2.4e-60,228.0,0.693575,0.654743
WP_011105049.1,DAKCFMEO_00349,31.2,423,607,683,3.0e-55,211.1,0.69687,0.619327
WP_011105049.1,DAKCFMEO_01876,30.4,425,607,557,2.2e-53,204.9,0.700165,0.763016
WP_011105051.1,DAKCFMEO_01802,84.8,79,79,79,8.6e-35,140.2,1,1
WP_011105052.1,DAKCFMEO_01806,96.3,517,517,517,2.1e-294,1005.4,1,1
WP_011105053.1,DAKCFMEO_04758,83.1,574,577,577,2.4e-283,968.8,0.994801,0.994801
WP_011105053.1,DAKCFMEO_00936,38.8,546,577,561,1.9e-102,367.9,0.946274,0.973262
WP_011105055.1,DAKCFMEO_04760,93.8,419,419,419,6.7e-219,754.2,1,1
WP_011105057.1,DAKCFMEO_04763,94.4,531,535,533,1.3e-299,1022.7,0.992523,0.996248
WP_011105057.1,DAKCFMEO_04764,68.0,532,535,540,1.7e-219,756.5,0.994393,0.985185
WP_011105057.1,DAKCFMEO_04765,64.4,531,535,532,9.1e-205,707.6,0.992523,0.99812
WP_011105057.1,DAKCFMEO_04767,48.7,519,535,531,4.5e-135,476.1,0.970093,0.977401
WP_011105057.1,DAKCFMEO_01850,46.7,525,535,528,2.5e-133,470.3,0.981308,0.994318
WP_011105058.1,DAKCFMEO_04764,90.6,540,540,540,1.1e-295,1009.6,1,1
WP_011105058.1,DAKCFMEO_04763,68.4,532,540,533,7.5e-223,767.7,0.985185,0.998124
WP_011105058.1,DAKCFMEO_04765,66.2,539,540,532,1.9e-213,736.5,0.998148,1.01316
WP_011105058.1,DAKCFMEO_01850,45.9,540,540,528,9.1e-136,478.4,1,1.02273
WP_011105058.1,DAKCFMEO_04767,46.8,530,540,531,1.5e-133,471.1,0.981481,0.998117
WP_011105059.1,DAKCFMEO_04765,87.8,532,530,532,4.9e-283,967.6,1.00377,1
WP_011105059.1,DAKCFMEO_04764,66.7,525,530,540,5.3e-213,734.9,0.990566,0.972222
WP_011105059.1,DAKCFMEO_04763,64.4,528,530,533,4.8e-206,711.8,0.996226,0.990619
WP_011105059.1,DAKCFMEO_04767,44.9,530,530,531,8.1e-129,455.3,1,0.998117
WP_011105059.1,DAKCFMEO_01850,42.4,526,530,528,5.4e-125,442.6,0.992453,0.996212
WP_011105060.1,DAKCFMEO_04770,96.0,322,322,322,1.1e-173,603.6,1,1
WP_011105060.1,DAKCFMEO_01384,47.8,318,322,333,3.5e-74,273.1,0.987578,0.954955
WP_011105060.1,DAKCFMEO_03804,46.5,314,322,334,2.1e-71,263.8,0.975155,0.94012
WP_011105060.1,DAKCFMEO_01782,39.9,318,322,334,4.9e-60,226.1,0.987578,0.952096
WP_011105060.1,DAKCFMEO_04771,36.5,304,322,324,6.6e-49,189.1,0.944099,0.938272
WP_011105060.1,DAKCFMEO_01781,40.1,312,322,326,1.1e-48,188.3,0.968944,0.957055
WP_011105060.1,DAKCFMEO_00931,43.9,255,322,279,7.3e-48,185.7,0.791925,0.913978
WP_011105060.1,DAKCFMEO_01385,38.5,304,322,336,7.3e-48,185.7,0.944099,0.904762
WP_011105060.1,DAKCFMEO_03805,38.5,283,322,337,1.4e-46,181.4,0.878882,0.839763
WP_011105060.1,DAKCFMEO_00930,38.0,258,322,254,1.6e-34,141.4,0.801242,1.01575
WP_011105060.1,DAKCFMEO_01395,37.0,257,322,273,1.3e-33,138.3,0.798137,0.941392
WP_011105060.1,DAKCFMEO_02197,36.0,247,322,366,1.8e-30,127.9,0.767081,0.674863
WP_011105060.1,DAKCFMEO_05138,32.9,277,322,376,5.4e-27,116.3,0.860248,0.736702
WP_011105060.1,DAKCFMEO_01950,33.9,248,322,244,6.0e-26,112.8,0.770186,1.01639
WP_011105060.1,DAKCFMEO_04183,31.1,244,322,329,7.8e-26,112.5,0.757764,0.741641
WP_011105060.1,DAKCFMEO_00708,37.6,226,322,227,2.5e-24,107.5,0.701863,0.995595
WP_011105060.1,DAKCFMEO_00139,32.3,260,322,254,3.3e-24,107.1,0.807453,1.02362
WP_011105060.1,DAKCFMEO_05227,32.3,248,322,257,7.3e-24,105.9,0.770186,0.964981
WP_011105060.1,DAKCFMEO_02090,33.5,227,322,276,9.6e-24,105.5,0.704969,0.822464
WP_011105060.1,DAKCFMEO_05131,33.6,235,322,247,1.6e-23,104.8,0.729814,0.951417
WP_011105067.1,DAKCFMEO_04781,97.0,237,237,237,1.1e-120,427.2,1,1
WP_011105067.1,DAKCFMEO_04779,40.1,197,237,217,3.6e-28,119.8,0.831224,0.907834
WP_011105067.1,DAKCFMEO_02091,30.5,187,237,283,7.8e-15,75.5,0.78903,0.660777
WP_011105068.1,DAKCFMEO_04782,98.7,527,527,527,1.9e-311,1062.0,1,1
WP_011105075.1,DAKCFMEO_00555,98.0,551,563,554,5.8e-314,1070.5,0.978686,0.994585
WP_011105075.1,DAKCFMEO_04672,38.6,513,563,636,4.2e-91,330.1,0.91119,0.806604
WP_011105075.1,DAKCFMEO_01937,32.2,538,563,651,5.1e-65,243.4,0.955595,0.826421
WP_011105075.1,DAKCFMEO_03749,30.5,525,563,529,1.2e-58,222.2,0.932504,0.992439
WP_011105083.1,DAKCFMEO_03083,99.5,389,389,389,2.1e-219,755.7,1,1
WP_011105083.1,DAKCFMEO_04651,74.8,377,389,386,8.2e-163,567.8,0.969152,0.976684
WP_011105084.1,DAKCFMEO_03179,54.5,426,427,428,9.4e-128,451.4,0.997658,0.995327
WP_011105087.1,DAKCFMEO_04453,69.0,539,539,539,3.7e-137,483.0,1,1
WP_011105087.1,DAKCFMEO_04966,45.1,541,539,541,2.2e-81,297.7,1.00371,1
WP_011105087.1,DAKCFMEO_04608,42.6,544,539,543,2.6e-74,274.2,1.00928,1.00184
WP_011105087.1,DAKCFMEO_01420,42.0,541,539,541,1.5e-69,258.5,1.00371,1
WP_011105087.1,DAKCFMEO_01787,42.8,500,539,541,9.3e-56,212.6,0.927644,0.924214
WP_011105087.1,DAKCFMEO_03476,41.1,538,539,557,7.9e-55,209.5,0.998145,0.965889
WP_011105087.1,DAKCFMEO_03469,40.7,545,539,546,6.9e-51,196.4,1.01113,0.998168
WP_011105087.1,DAKCFMEO_04008,36.6,538,539,542,2.9e-49,191.0,0.998145,0.99262
WP_011105087.1,DAKCFMEO_04605,50.4,470,539,546,5.3e-43,170.2,0.871985,0.860806
WP_011105087.1,DAKCFMEO_01324,36.6,407,539,539,1.1e-32,136.0,0.755102,0.755102
WP_011105087.1,DAKCFMEO_00913,31.4,538,539,537,4.4e-21,97.4,0.998145,1.00186
WP_011105092.1,DAKCFMEO_00556,80.7,1278,1278,1278,0.0e+00,2020.0,1,1
WP_011105093.1,DAKCFMEO_03319,36.1,158,177,176,1.6e-17,84.0,0.892655,0.897727
WP_011105095.1,DAKCFMEO_00558,73.0,189,189,189,5.2e-70,258.5,1,1
WP_011105096.1,DAKCFMEO_00560,96.9,65,65,65,5.4e-35,140.6,1,1
WP_011105097.1,DAKCFMEO_00565,93.4,258,258,258,2.1e-138,486.1,1,1
WP_011105097.1,DAKCFMEO_03156,43.9,237,258,259,1.3e-50,194.5,0.918605,0.915058
WP_011105098.1,DAKCFMEO_00569,95.5,335,335,335,2.4e-187,649.0,1,1
WP_011105099.1,DAKCFMEO_00570,95.8,479,479,479,3.9e-271,927.9,1,1
WP_011105101.1,DAKCFMEO_00571,91.0,733,733,733,0.0e+00,1328.5,1,1
WP_011105101.1,DAKCFMEO_01093,40.2,733,733,738,3.6e-143,503.4,1,0.993225
WP_011105101.1,DAKCFMEO_03864,39.4,762,733,796,4.2e-136,479.9,1.03956,0.957286
WP_011105101.1,DAKCFMEO_04389,40.5,735,733,736,5.2e-126,446.4,1.00273,0.998641
WP_011105102.1,DAKCFMEO_00572,84.5,329,329,329,1.2e-162,567.0,1,1
WP_011105102.1,DAKCFMEO_01092,51.9,324,329,327,4.0e-86,312.8,0.984802,0.990826
WP_011105102.1,DAKCFMEO_04390,49.4,326,329,316,4.0e-78,286.2,0.990881,1.03165
WP_011105102.1,DAKCFMEO_03863,47.2,324,329,330,4.2e-75,276.2,0.984802,0.981818
WP_011105103.1,DAKCFMEO_00573,92.3,168,176,188,3.6e-89,322.0,0.954545,0.893617
WP_011105103.1,DAKCFMEO_04391,59.1,164,176,221,7.0e-53,201.4,0.931818,0.742081
WP_011105103.1,DAKCFMEO_01091,59.7,149,176,226,3.0e-48,186.0,0.846591,0.659292
WP_011105103.1,DAKCFMEO_03862,57.1,154,176,162,4.9e-46,178.7,0.875,0.950617
WP_011105104.1,DAKCFMEO_00574,93.3,431,431,431,6.0e-215,741.1,1,1
WP_011105105.1,DAKCFMEO_00575,91.7,361,361,361,2.1e-200,692.6,1,1
WP_011105107.1,DAKCFMEO_00580,92.0,289,289,289,1.1e-159,557.0,1,1
WP_011105108.1,DAKCFMEO_00581,92.6,189,189,189,7.2e-104,370.9,1,1
WP_011105108.1,DAKCFMEO_00038,36.2,174,189,175,1.9e-19,90.5,0.920635,0.994286
WP_011105109.1,DAKCFMEO_00582,93.8,305,305,305,1.1e-173,603.6,1,1
WP_011105110.1,DAKCFMEO_04783,93.0,442,442,442,9.2e-227,780.4,1,1
WP_011105110.1,DAKCFMEO_00054,38.9,370,442,445,1.3e-68,255.0,0.837104,0.831461
WP_011105110.1,DAKCFMEO_02343,40.8,373,442,556,4.3e-67,250.0,0.843891,0.670863
WP_011105110.1,DAKCFMEO_02725,38.0,363,442,488,5.3e-65,243.0,0.821267,0.743852
WP_011105110.1,DAKCFMEO_04978,39.6,366,442,459,1.2e-64,241.9,0.828054,0.797386
WP_011105112.1,DAKCFMEO_04787,97.5,158,158,158,8.7e-87,313.9,1,1
WP_011105118.1,DAKCFMEO_03188,34.1,135,165,146,2.2e-16,80.1,0.818182,0.924658
WP_011105119.1,DAKCFMEO_04450,30.1,418,381,426,5.2e-29,123.2,1.09711,0.981221
WP_011105127.1,DAKCFMEO_03821,46.9,4138,4531,5913,0.0e+00,3478.0,0.913264,0.699814
WP_011105127.1,DAKCFMEO_03820,42.9,3253,4531,3168,0.0e+00,2329.7,0.717943,1.02683
WP_011105127.1,DAKCFMEO_04411,38.8,2853,4531,3236,0.0e+00,1688.3,0.629662,0.881644
WP_011105127.1,DAKCFMEO_02686,30.8,4422,4531,4339,0.0e+00,1643.2,0.975944,1.01913
WP_011105127.1,DAKCFMEO_02701,30.7,3387,4531,2881,0.0e+00,1225.7,0.747517,1.17563
WP_011105129.1,DAKCFMEO_03159,35.2,199,199,215,1.4e-20,94.4,1,0.925581
WP_011105129.1,DAKCFMEO_02681,32.9,210,199,222,8.3e-18,85.1,1.05528,0.945946
WP_011105129.1,DAKCFMEO_01788,31.0,197,199,207,9.1e-17,81.6,0.98995,0.951691
WP_011105129.1,DAKCFMEO_04665,31.3,198,199,220,6.1e-13,68.9,0.994975,0.9
WP_011105140.1,DAKCFMEO_04797,68.2,843,840,844,0.0e+00,1098.2,1.00357,0.998815
WP_011105154.1,DAKCFMEO_02061,54.0,124,124,121,1.5e-30,126.7,1,1.02479
WP_011105154.1,DAKCFMEO_04083,51.6,122,124,120,7.9e-27,114.4,0.983871,1.01667
WP_011105154.1,DAKCFMEO_00305,45.5,121,124,126,4.1e-23,102.1,0.975806,0.960317
WP_011105169.1,DAKCFMEO_02049,68.6,392,392,403,1.1e-146,514.2,1,0.972705
WP_011105170.1,DAKCFMEO_03757,68.8,205,207,207,5.8e-83,301.6,0.990338,0.990338
WP_011105170.1,DAKCFMEO_04227,41.0,200,207,207,8.5e-42,164.9,0.966184,0.966184
WP_011105173.1,DAKCFMEO_04323,77.5,178,179,181,1.0e-83,303.9,0.994413,0.983425
WP_011105175.1,DAKCFMEO_02890,85.7,308,308,308,1.4e-157,550.1,1,1
WP_011105177.1,DAKCFMEO_04286,39.8,352,366,361,3.6e-59,223.4,0.961749,0.975069
WP_011105180.1,DAKCFMEO_00071,76.5,179,187,186,2.1e-76,279.6,0.957219,0.962366
WP_011105183.1,DAKCFMEO_04807,92.5,265,265,265,8.1e-146,510.8,1,1
WP_011105185.1,DAKCFMEO_04816,89.2,166,166,165,2.2e-85,309.3,1,1.00606
WP_011105186.1,DAKCFMEO_04818,92.7,506,506,506,1.8e-282,965.7,1,1
WP_011105187.1,DAKCFMEO_04819,84.1,252,256,253,1.5e-125,443.4,0.984375,0.996047
WP_011105188.1,DAKCFMEO_04820,70.4,115,116,116,2.5e-35,142.5,0.991379,0.991379
WP_011105190.1,DAKCFMEO_04821,93.5,868,868,868,0.0e+00,1683.3,1,1
WP_011105191.1,DAKCFMEO_04823,95.9,345,345,359,4.7e-186,644.8,1,0.961003
WP_011105192.1,DAKCFMEO_04824,94.1,68,68,68,1.0e-36,146.4,1,1
WP_011105194.1,DAKCFMEO_03605,96.4,631,631,631,0.0e+00,1234.9,1,1
WP_011105194.1,DAKCFMEO_01344,73.7,619,631,629,4.7e-277,948.0,0.980983,0.984102
WP_011105195.1,DAKCFMEO_03601,90.0,421,421,421,4.4e-210,724.9,1,1
WP_011105196.1,DAKCFMEO_03664,73.0,674,672,674,1.1e-263,903.7,1.00298,1
WP_011105198.1,DAKCFMEO_03659,90.5,550,551,551,5.4e-293,1000.7,0.998185,0.998185
WP_011105200.1,DAKCFMEO_03658,95.8,359,359,359,1.2e-197,683.3,1,1
WP_011105201.1,DAKCFMEO_03656,91.9,123,123,123,3.4e-62,231.9,1,1
WP_011105203.1,DAKCFMEO_03651,92.2,1649,1649,1648,0.0e+00,3034.6,1,1.00061
WP_011105204.1,DAKCFMEO_03649,93.0,775,782,789,0.0e+00,1466.4,0.991049,0.982256
WP_011105206.1,DAKCFMEO_03639,76.0,250,250,242,2.3e-97,349.7,1,1.03306
WP_011105207.1,DAKCFMEO_03637,86.3,593,604,594,2.8e-295,1008.4,0.981788,0.998316
WP_011105208.1,DAKCFMEO_03632,68.5,467,453,452,8.1e-170,591.3,1.03091,1.03319
WP_011105209.1,DAKCFMEO_03629,96.1,534,534,534,3.9e-296,1011.1,1,1
WP_011105210.1,DAKCFMEO_03628,94.4,431,431,431,1.9e-237,815.8,1,1
WP_011105215.1,DAKCFMEO_03622,87.6,565,567,564,2.6e-282,965.3,0.996473,1.00177
WP_011105216.1,DAKCFMEO_03619,78.4,445,476,447,1.2e-192,667.2,0.934874,0.995526
WP_011105217.1,DAKCFMEO_04827,77.5,120,144,121,2.5e-48,186.0,0.833333,0.991736
WP_011105219.1,DAKCFMEO_04831,97.1,421,421,421,1.1e-240,826.6,1,1
WP_011105219.1,DAKCFMEO_00833,44.8,404,421,393,2.1e-87,317.4,0.95962,1.02799
WP_011105219.1,DAKCFMEO_04471,42.0,393,421,414,9.8e-77,282.0,0.933492,0.949275
WP_011105219.1,DAKCFMEO_00834,31.9,376,421,382,4.9e-60,226.5,0.893112,0.984293
WP_011105220.1,DAKCFMEO_04833,97.5,353,359,354,5.8e-195,674.5,0.983287,0.997175
WP_011105220.1,DAKCFMEO_04473,39.9,348,359,387,4.3e-65,243.0,0.969359,0.899225
WP_011105220.1,DAKCFMEO_00831,34.7,352,359,379,5.8e-54,206.1,0.980501,0.92876
WP_011105221.1,DAKCFMEO_04838,89.4,180,180,180,4.2e-93,335.1,1,1
WP_011105221.1,DAKCFMEO_01457,39.6,169,180,180,8.5e-22,98.2,0.938889,0.938889
WP_011105222.1,DAKCFMEO_04839,85.3,177,177,177,4.5e-84,305.1,1,1
WP_011105223.1,DAKCFMEO_04843,85.3,375,376,376,5.1e-178,618.2,0.99734,0.99734
WP_011105223.1,DAKCFMEO_02650,44.0,377,376,386,2.1e-78,287.3,1.00266,0.976684
WP_011105223.1,DAKCFMEO_00034,32.2,239,376,391,1.0e-32,135.6,0.635638,0.611253
WP_011105223.1,DAKCFMEO_00033,33.5,245,376,403,4.0e-29,123.6,0.651596,0.60794
WP_011105224.1,DAKCFMEO_04846,95.8,336,336,336,1.9e-171,596.3,1,1
WP_011105225.1,DAKCFMEO_04847,89.7,58,96,96,3.5e-22,98.6,0.604167,0.604167
WP_011105226.1,DAKCFMEO_04848,80.3,289,293,293,6.1e-126,444.9,0.986348,0.986348
WP_011105228.1,DAKCFMEO_04853,92.4,688,688,688,0.0e+00,1290.8,1,1
WP_011105229.1,DAKCFMEO_04859,94.2,190,190,190,1.4e-94,340.1,1,1
WP_011105230.1,DAKCFMEO_04863,97.9,238,238,238,1.5e-127,449.9,1,1
WP_011105230.1,DAKCFMEO_00099,57.9,233,238,233,5.0e-70,258.8,0.978992,1
WP_011105230.1,DAKCFMEO_03997,43.0,242,238,258,1.8e-43,170.6,1.01681,0.937984
WP_011105230.1,DAKCFMEO_04835,38.5,221,238,232,1.1e-37,151.4,0.928571,0.952586
WP_011105230.1,DAKCFMEO_00829,38.4,211,238,229,8.9e-35,141.7,0.886555,0.921397
WP_011105230.1,DAKCFMEO_04475,36.2,229,238,229,2.6e-34,140.2,0.962185,1
WP_011105230.1,DAKCFMEO_01950,31.7,227,238,244,2.2e-25,110.5,0.953782,0.930328
WP_011105230.1,DAKCFMEO_04001,31.6,253,238,264,6.4e-25,109.0,1.06303,0.958333
WP_011105230.1,DAKCFMEO_00173,30.6,222,238,244,2.4e-24,107.1,0.932773,0.909836
WP_011105230.1,DAKCFMEO_01326,30.2,235,238,368,3.9e-22,99.8,0.987395,0.638587
WP_011105230.1,DAKCFMEO_04183,30.2,225,238,329,1.6e-20,94.4,0.945378,0.683891
WP_011105230.1,DAKCFMEO_02928,31.7,221,238,343,4.7e-20,92.8,0.928571,0.644315
