Orthogroup	Species Tree Node	Gene Tree Node	Support	Type	Genes 1	Genes 2
OG0000046	DC3000_protein_12_2025	n3	1.0	Terminal	DC3000_protein_12_2025_WP_003425025.1	DC3000_protein_12_2025_WP_155490796.1, DC3000_protein_12_2025_WP_003378280.1
OG0000046	DC3000_protein_12_2025	n4	1.0	Terminal	DC3000_protein_12_2025_WP_155490796.1	DC3000_protein_12_2025_WP_003378280.1
OG0000047	DC3000_protein_12_2025	n0	1.0	Terminal	DC3000_protein_12_2025_WP_164923172.1	DC3000_protein_12_2025_WP_011104442.1, DC3000_protein_12_2025_WP_003409202.1, DC3000_protein_12_2025_WP_080898634.1, DC3000_protein_12_2025_WP_159229438.1, DC3000_protein_12_2025_WP_011105416.1
OG0000047	DC3000_protein_12_2025	n1	1.0	Terminal	DC3000_protein_12_2025_WP_011104442.1	DC3000_protein_12_2025_WP_003409202.1, DC3000_protein_12_2025_WP_080898634.1, DC3000_protein_12_2025_WP_159229438.1, DC3000_protein_12_2025_WP_011105416.1
OG0000047	DC3000_protein_12_2025	n2	1.0	Terminal	DC3000_protein_12_2025_WP_003409202.1, DC3000_protein_12_2025_WP_080898634.1, DC3000_protein_12_2025_WP_159229438.1	DC3000_protein_12_2025_WP_011105416.1
OG0000047	DC3000_protein_12_2025	n3	1.0	Terminal	DC3000_protein_12_2025_WP_003409202.1	DC3000_protein_12_2025_WP_080898634.1, DC3000_protein_12_2025_WP_159229438.1
OG0000047	DC3000_protein_12_2025	n4	1.0	Terminal	DC3000_protein_12_2025_WP_080898634.1	DC3000_protein_12_2025_WP_159229438.1
OG0000048	N0	n0	1.0	Non-Terminal	DC3000_protein_12_2025_WP_005771285.1, plate25_C2_annotation_DAKCFMEO_00898	plate25_C2_annotation_DAKCFMEO_03885, DC3000_protein_12_2025_WP_005768982.1, DC3000_protein_12_2025_WP_005739842.1, plate25_C2_annotation_DAKCFMEO_02039
OG0000048	N0	n2	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_03885, DC3000_protein_12_2025_WP_005768982.1	DC3000_protein_12_2025_WP_005739842.1, plate25_C2_annotation_DAKCFMEO_02039
OG0000049	N0	n0	1.0	Non-Terminal	DC3000_protein_12_2025_WP_011104338.1, plate25_C2_annotation_DAKCFMEO_04028	plate25_C2_annotation_DAKCFMEO_04358, DC3000_protein_12_2025_WP_011104692.1, DC3000_protein_12_2025_WP_005739846.1, plate25_C2_annotation_DAKCFMEO_02036
OG0000049	N0	n2	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_04358, DC3000_protein_12_2025_WP_011104692.1	DC3000_protein_12_2025_WP_005739846.1, plate25_C2_annotation_DAKCFMEO_02036
OG0000050	N0	n0	1.0	Non-Terminal	DC3000_protein_12_2025_WP_005762712.1, plate25_C2_annotation_DAKCFMEO_01091	DC3000_protein_12_2025_WP_011105103.1, plate25_C2_annotation_DAKCFMEO_03862, plate25_C2_annotation_DAKCFMEO_04391, plate25_C2_annotation_DAKCFMEO_00573
OG0000050	plate25.C2.annotation	n3	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_03862	plate25_C2_annotation_DAKCFMEO_04391, plate25_C2_annotation_DAKCFMEO_00573
OG0000050	plate25.C2.annotation	n4	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_04391	plate25_C2_annotation_DAKCFMEO_00573
OG0000051	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_04210, DC3000_protein_12_2025_WP_046463879.1	plate25_C2_annotation_DAKCFMEO_04829, DC3000_protein_12_2025_WP_011105419.1, DC3000_protein_12_2025_WP_005763678.1, DC3000_protein_12_2025_WP_161797791.1
OG0000051	DC3000_protein_12_2025	n3	1.0	Terminal	DC3000_protein_12_2025_WP_011105419.1, DC3000_protein_12_2025_WP_005763678.1	DC3000_protein_12_2025_WP_161797791.1
OG0000051	DC3000_protein_12_2025	n4	1.0	Terminal	DC3000_protein_12_2025_WP_011105419.1	DC3000_protein_12_2025_WP_005763678.1
OG0000052	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_04029, DC3000_protein_12_2025_WP_005764441.1	plate25_C2_annotation_DAKCFMEO_04357, DC3000_protein_12_2025_WP_011104693.1, plate25_C2_annotation_DAKCFMEO_02035, DC3000_protein_12_2025_WP_011103059.1
OG0000052	N0	n2	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_04357, DC3000_protein_12_2025_WP_011104693.1	plate25_C2_annotation_DAKCFMEO_02035, DC3000_protein_12_2025_WP_011103059.1
OG0000053	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_01436, DC3000_protein_12_2025_WP_011104485.1	DC3000_protein_12_2025_WP_005765592.1, plate25_C2_annotation_DAKCFMEO_03217, plate25_C2_annotation_DAKCFMEO_00969, plate25_C2_annotation_DAKCFMEO_05143
OG0000053	plate25.C2.annotation	n3	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_03217, plate25_C2_annotation_DAKCFMEO_00969	plate25_C2_annotation_DAKCFMEO_05143
OG0000053	plate25.C2.annotation	n4	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_03217	plate25_C2_annotation_DAKCFMEO_00969
OG0000054	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_04385, DC3000_protein_12_2025_WP_005766129.1	DC3000_protein_12_2025_WP_011104367.1, plate25_C2_annotation_DAKCFMEO_03866, plate25_C2_annotation_DAKCFMEO_04072, plate25_C2_annotation_DAKCFMEO_03108
OG0000054	plate25.C2.annotation	n3	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_03866	plate25_C2_annotation_DAKCFMEO_04072, plate25_C2_annotation_DAKCFMEO_03108
OG0000054	plate25.C2.annotation	n4	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_04072	plate25_C2_annotation_DAKCFMEO_03108
OG0000055	DC3000_protein_12_2025	n1	1.0	Terminal	DC3000_protein_12_2025_WP_011104187.1	DC3000_protein_12_2025_WP_005766150.1, DC3000_protein_12_2025_WP_011104269.1, DC3000_protein_12_2025_WP_011104270.1, DC3000_protein_12_2025_WP_011104116.1
OG0000055	DC3000_protein_12_2025	n2	1.0	Terminal	DC3000_protein_12_2025_WP_005766150.1	DC3000_protein_12_2025_WP_011104269.1, DC3000_protein_12_2025_WP_011104270.1, DC3000_protein_12_2025_WP_011104116.1
OG0000055	DC3000_protein_12_2025	n3	1.0	Terminal	DC3000_protein_12_2025_WP_011104269.1, DC3000_protein_12_2025_WP_011104270.1	DC3000_protein_12_2025_WP_011104116.1
OG0000055	DC3000_protein_12_2025	n4	1.0	Terminal	DC3000_protein_12_2025_WP_011104269.1	DC3000_protein_12_2025_WP_011104270.1
OG0000056	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_03884, DC3000_protein_12_2025_WP_005768984.1	DC3000_protein_12_2025_WP_044392584.1, plate25_C2_annotation_DAKCFMEO_02040, plate25_C2_annotation_DAKCFMEO_00897, DC3000_protein_12_2025_WP_010203861.1
OG0000056	N0	n2	1.0	Non-Terminal	DC3000_protein_12_2025_WP_044392584.1, plate25_C2_annotation_DAKCFMEO_02040	plate25_C2_annotation_DAKCFMEO_00897, DC3000_protein_12_2025_WP_010203861.1
OG0000057	DC3000_protein_12_2025	n0	1.0	Terminal	DC3000_protein_12_2025_WP_011104993.1	DC3000_protein_12_2025_WP_005770647.1, DC3000_protein_12_2025_WP_011104580.1, DC3000_protein_12_2025_WP_011104070.1, DC3000_protein_12_2025_WP_011105496.1, DC3000_protein_12_2025_WP_011105476.1
OG0000057	DC3000_protein_12_2025	n1	1.0	Terminal	DC3000_protein_12_2025_WP_005770647.1, DC3000_protein_12_2025_WP_011104580.1, DC3000_protein_12_2025_WP_011104070.1, DC3000_protein_12_2025_WP_011105496.1	DC3000_protein_12_2025_WP_011105476.1
OG0000057	DC3000_protein_12_2025	n2	1.0	Terminal	DC3000_protein_12_2025_WP_005770647.1, DC3000_protein_12_2025_WP_011104580.1, DC3000_protein_12_2025_WP_011104070.1	DC3000_protein_12_2025_WP_011105496.1
OG0000057	DC3000_protein_12_2025	n3	1.0	Terminal	DC3000_protein_12_2025_WP_005770647.1, DC3000_protein_12_2025_WP_011104580.1	DC3000_protein_12_2025_WP_011104070.1
OG0000057	DC3000_protein_12_2025	n4	1.0	Terminal	DC3000_protein_12_2025_WP_005770647.1	DC3000_protein_12_2025_WP_011104580.1
OG0000058	N0	n0	1.0	Non-Terminal	DC3000_protein_12_2025_WP_011104556.1, plate25_C2_annotation_DAKCFMEO_04753	DC3000_protein_12_2025_WP_005771029.1, plate25_C2_annotation_DAKCFMEO_03339, plate25_C2_annotation_DAKCFMEO_02044, DC3000_protein_12_2025_WP_046463853.1
OG0000058	N0	n2	1.0	Non-Terminal	DC3000_protein_12_2025_WP_005771029.1, plate25_C2_annotation_DAKCFMEO_03339	plate25_C2_annotation_DAKCFMEO_02044, DC3000_protein_12_2025_WP_046463853.1
OG0000059	DC3000_protein_12_2025	n0	1.0	Terminal	DC3000_protein_12_2025_WP_011104234.1	DC3000_protein_12_2025_WP_011105159.1, DC3000_protein_12_2025_WP_005894372.1, DC3000_protein_12_2025_WP_046463945.1, DC3000_protein_12_2025_WP_007245505.1, DC3000_protein_12_2025_WP_011105091.1
OG0000059	DC3000_protein_12_2025	n1	1.0	Terminal	DC3000_protein_12_2025_WP_011105159.1, DC3000_protein_12_2025_WP_005894372.1, DC3000_protein_12_2025_WP_046463945.1	DC3000_protein_12_2025_WP_007245505.1, DC3000_protein_12_2025_WP_011105091.1
OG0000059	DC3000_protein_12_2025	n2	1.0	Terminal	DC3000_protein_12_2025_WP_011105159.1	DC3000_protein_12_2025_WP_005894372.1, DC3000_protein_12_2025_WP_046463945.1
OG0000059	DC3000_protein_12_2025	n3	1.0	Terminal	DC3000_protein_12_2025_WP_005894372.1	DC3000_protein_12_2025_WP_046463945.1
OG0000059	DC3000_protein_12_2025	n4	1.0	Terminal	DC3000_protein_12_2025_WP_007245505.1	DC3000_protein_12_2025_WP_011105091.1
OG0000060	plate25.C2.annotation	n1	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_03980, plate25_C2_annotation_DAKCFMEO_02639, plate25_C2_annotation_DAKCFMEO_03115, plate25_C2_annotation_DAKCFMEO_00791	plate25_C2_annotation_DAKCFMEO_04022
OG0000060	plate25.C2.annotation	n2	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_03980	plate25_C2_annotation_DAKCFMEO_02639, plate25_C2_annotation_DAKCFMEO_03115, plate25_C2_annotation_DAKCFMEO_00791
OG0000060	plate25.C2.annotation	n3	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_02639, plate25_C2_annotation_DAKCFMEO_03115	plate25_C2_annotation_DAKCFMEO_00791
OG0000060	plate25.C2.annotation	n4	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_02639	plate25_C2_annotation_DAKCFMEO_03115
OG0000061	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_02419, DC3000_protein_12_2025_WP_011104366.1	DC3000_protein_12_2025_WP_007247023.1, plate25_C2_annotation_DAKCFMEO_04217, plate25_C2_annotation_DAKCFMEO_03908, plate25_C2_annotation_DAKCFMEO_00081
OG0000061	plate25.C2.annotation	n3	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_04217, plate25_C2_annotation_DAKCFMEO_03908	plate25_C2_annotation_DAKCFMEO_00081
OG0000061	plate25.C2.annotation	n4	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_04217	plate25_C2_annotation_DAKCFMEO_03908
OG0000062	N0	n0	1.0	Non-Terminal	DC3000_protein_12_2025_WP_011103633.1, plate25_C2_annotation_DAKCFMEO_00022	plate25_C2_annotation_DAKCFMEO_01126, DC3000_protein_12_2025_WP_011104940.1, DC3000_protein_12_2025_WP_011104673.1, DC3000_protein_12_2025_WP_011104143.1
OG0000062	DC3000_protein_12_2025	n3	1.0	Terminal	DC3000_protein_12_2025_WP_011104940.1, DC3000_protein_12_2025_WP_011104673.1	DC3000_protein_12_2025_WP_011104143.1
OG0000062	DC3000_protein_12_2025	n4	1.0	Terminal	DC3000_protein_12_2025_WP_011104940.1	DC3000_protein_12_2025_WP_011104673.1
OG0000063	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_03316, DC3000_protein_12_2025_WP_024668283.1	DC3000_protein_12_2025_WP_011103651.1, plate25_C2_annotation_DAKCFMEO_01173, plate25_C2_annotation_DAKCFMEO_01902, plate25_C2_annotation_DAKCFMEO_00012
OG0000063	plate25.C2.annotation	n3	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_01173	plate25_C2_annotation_DAKCFMEO_01902, plate25_C2_annotation_DAKCFMEO_00012
OG0000063	plate25.C2.annotation	n4	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_01902	plate25_C2_annotation_DAKCFMEO_00012
OG0000064	N0	n0	1.0	Non-Terminal	DC3000_protein_12_2025_WP_011104079.1, plate25_C2_annotation_DAKCFMEO_01626	DC3000_protein_12_2025_WP_046464016.1, plate25_C2_annotation_DAKCFMEO_05292, plate25_C2_annotation_DAKCFMEO_05290, plate25_C2_annotation_DAKCFMEO_01152
OG0000064	plate25.C2.annotation	n3	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_05292, plate25_C2_annotation_DAKCFMEO_05290	plate25_C2_annotation_DAKCFMEO_01152
OG0000064	plate25.C2.annotation	n4	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_05292	plate25_C2_annotation_DAKCFMEO_05290
OG0000065	N0	n0	1.0	Non-Terminal	DC3000_protein_12_2025_WP_046463852.1, plate25_C2_annotation_DAKCFMEO_02037	DC3000_protein_12_2025_WP_011104337.1, plate25_C2_annotation_DAKCFMEO_04027, DC3000_protein_12_2025_WP_011104691.1, plate25_C2_annotation_DAKCFMEO_04359
OG0000065	N0	n2	1.0	Non-Terminal	DC3000_protein_12_2025_WP_011104337.1, plate25_C2_annotation_DAKCFMEO_04027	DC3000_protein_12_2025_WP_011104691.1, plate25_C2_annotation_DAKCFMEO_04359
OG0000066	N0	n0	1.0	Non-Terminal	DC3000_protein_12_2025_WP_002554655.1, plate25_C2_annotation_DAKCFMEO_03128	DC3000_protein_12_2025_WP_007245914.1, plate25_C2_annotation_DAKCFMEO_04076, plate25_C2_annotation_DAKCFMEO_00946
OG0000066	plate25.C2.annotation	n3	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_04076	plate25_C2_annotation_DAKCFMEO_00946
OG0000067	DC3000_protein_12_2025	n1	1.0	Terminal	DC3000_protein_12_2025_WP_005768426.1	DC3000_protein_12_2025_WP_005766145.1, DC3000_protein_12_2025_WP_003379555.1, DC3000_protein_12_2025_WP_011104115.1
OG0000067	DC3000_protein_12_2025	n2	1.0	Terminal	DC3000_protein_12_2025_WP_005766145.1	DC3000_protein_12_2025_WP_003379555.1, DC3000_protein_12_2025_WP_011104115.1
OG0000067	DC3000_protein_12_2025	n3	1.0	Terminal	DC3000_protein_12_2025_WP_003379555.1	DC3000_protein_12_2025_WP_011104115.1
OG0000068	N0	n0	1.0	Non-Terminal	DC3000_protein_12_2025_WP_003380560.1, plate25_C2_annotation_DAKCFMEO_01030	plate25_C2_annotation_DAKCFMEO_01985, DC3000_protein_12_2025_WP_007243724.1, DC3000_protein_12_2025_WP_011103096.1
OG0000068	DC3000_protein_12_2025	n3	1.0	Terminal	DC3000_protein_12_2025_WP_007243724.1	DC3000_protein_12_2025_WP_011103096.1
OG0000069	N0	n0	1.0	Non-Terminal	DC3000_protein_12_2025_WP_003382856.1, plate25_C2_annotation_DAKCFMEO_01170	plate25_C2_annotation_DAKCFMEO_02141, DC3000_protein_12_2025_WP_005763521.1, DC3000_protein_12_2025_WP_011103332.1
OG0000069	DC3000_protein_12_2025	n3	1.0	Terminal	DC3000_protein_12_2025_WP_005763521.1	DC3000_protein_12_2025_WP_011103332.1
OG0000070	plate25.C2.annotation	n1	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_04868	plate25_C2_annotation_DAKCFMEO_03313, plate25_C2_annotation_DAKCFMEO_02429, plate25_C2_annotation_DAKCFMEO_04442
OG0000070	plate25.C2.annotation	n2	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_03313	plate25_C2_annotation_DAKCFMEO_02429, plate25_C2_annotation_DAKCFMEO_04442
OG0000070	plate25.C2.annotation	n3	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_02429	plate25_C2_annotation_DAKCFMEO_04442
OG0000071	DC3000_protein_12_2025	n0	1.0	Terminal	DC3000_protein_12_2025_WP_011107006.1	DC3000_protein_12_2025_WP_053486452.1, DC3000_protein_12_2025_WP_011103083.1, DC3000_protein_12_2025_WP_005769724.1, DC3000_protein_12_2025_WP_005747119.1
OG0000071	DC3000_protein_12_2025	n1	1.0	Terminal	DC3000_protein_12_2025_WP_053486452.1	DC3000_protein_12_2025_WP_011103083.1, DC3000_protein_12_2025_WP_005769724.1, DC3000_protein_12_2025_WP_005747119.1
OG0000071	DC3000_protein_12_2025	n2	1.0	Terminal	DC3000_protein_12_2025_WP_011103083.1	DC3000_protein_12_2025_WP_005769724.1, DC3000_protein_12_2025_WP_005747119.1
OG0000071	DC3000_protein_12_2025	n3	1.0	Terminal	DC3000_protein_12_2025_WP_005769724.1	DC3000_protein_12_2025_WP_005747119.1
OG0000072	N0	n0	1.0	Non-Terminal	DC3000_protein_12_2025_WP_011103764.1, plate25_C2_annotation_DAKCFMEO_02481	plate25_C2_annotation_DAKCFMEO_04585, DC3000_protein_12_2025_WP_011105315.1, DC3000_protein_12_2025_WP_005762732.1
OG0000072	DC3000_protein_12_2025	n3	1.0	Terminal	DC3000_protein_12_2025_WP_011105315.1	DC3000_protein_12_2025_WP_005762732.1
OG0000073	N0	n0	1.0	Non-Terminal	DC3000_protein_12_2025_WP_007243779.1, plate25_C2_annotation_DAKCFMEO_00557	plate25_C2_annotation_DAKCFMEO_02964, DC3000_protein_12_2025_WP_052746243.1, DC3000_protein_12_2025_WP_005763690.1
OG0000073	DC3000_protein_12_2025	n3	1.0	Terminal	DC3000_protein_12_2025_WP_052746243.1	DC3000_protein_12_2025_WP_005763690.1
OG0000074	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_04967, DC3000_protein_12_2025_WP_005763696.1	DC3000_protein_12_2025_WP_005764509.1, plate25_C2_annotation_DAKCFMEO_04810, plate25_C2_annotation_DAKCFMEO_00998
OG0000074	plate25.C2.annotation	n3	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_04810	plate25_C2_annotation_DAKCFMEO_00998
OG0000075	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_01465, DC3000_protein_12_2025_WP_005763862.1	DC3000_protein_12_2025_WP_005767000.1, plate25_C2_annotation_DAKCFMEO_01082, plate25_C2_annotation_DAKCFMEO_02530
OG0000075	plate25.C2.annotation	n3	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_01082	plate25_C2_annotation_DAKCFMEO_02530
OG0000076	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_04701, DC3000_protein_12_2025_WP_007246965.1	DC3000_protein_12_2025_WP_005764495.1, plate25_C2_annotation_DAKCFMEO_03813, plate25_C2_annotation_DAKCFMEO_04014
OG0000076	plate25.C2.annotation	n3	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_03813	plate25_C2_annotation_DAKCFMEO_04014
OG0000077	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_04248, DC3000_protein_12_2025_WP_005770626.1	plate25_C2_annotation_DAKCFMEO_00058, DC3000_protein_12_2025_WP_005765466.1, DC3000_protein_12_2025_WP_011104354.1
OG0000077	DC3000_protein_12_2025	n3	1.0	Terminal	DC3000_protein_12_2025_WP_005765466.1	DC3000_protein_12_2025_WP_011104354.1
OG0000078	N0	n0	1.0	Non-Terminal	DC3000_protein_12_2025_WP_005769536.1, plate25_C2_annotation_DAKCFMEO_01860	plate25_C2_annotation_DAKCFMEO_01132, DC3000_protein_12_2025_WP_005766109.1, DC3000_protein_12_2025_WP_007246020.1
OG0000078	DC3000_protein_12_2025	n3	1.0	Terminal	DC3000_protein_12_2025_WP_005766109.1	DC3000_protein_12_2025_WP_007246020.1
OG0000079	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_00257, DC3000_protein_12_2025_WP_011104856.1	DC3000_protein_12_2025_WP_005766635.1, plate25_C2_annotation_DAKCFMEO_02440, plate25_C2_annotation_DAKCFMEO_02246
OG0000079	plate25.C2.annotation	n3	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_02440	plate25_C2_annotation_DAKCFMEO_02246
OG0000080	N0	n0	1.0	Non-Terminal	DC3000_protein_12_2025_WP_046463317.1, plate25_C2_annotation_DAKCFMEO_00959	DC3000_protein_12_2025_WP_005767351.1, plate25_C2_annotation_DAKCFMEO_02432, plate25_C2_annotation_DAKCFMEO_01454
OG0000080	plate25.C2.annotation	n3	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_02432	plate25_C2_annotation_DAKCFMEO_01454
OG0000081	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_05299, DC3000_protein_12_2025_WP_005771635.1	DC3000_protein_12_2025_WP_005769043.1, DC3000_protein_12_2025_WP_005769285.1, plate25_C2_annotation_DAKCFMEO_04169
OG0000081	DC3000_protein_12_2025	n3	1.0	Terminal	DC3000_protein_12_2025_WP_005769043.1	DC3000_protein_12_2025_WP_005769285.1
OG0000082	DC3000_protein_12_2025	n1	1.0	Terminal	DC3000_protein_12_2025_WP_024668228.1, DC3000_protein_12_2025_WP_007245189.1	DC3000_protein_12_2025_WP_005769165.1, DC3000_protein_12_2025_WP_005769163.1
OG0000082	DC3000_protein_12_2025	n2	1.0	Terminal	DC3000_protein_12_2025_WP_024668228.1	DC3000_protein_12_2025_WP_007245189.1
OG0000082	DC3000_protein_12_2025	n3	1.0	Terminal	DC3000_protein_12_2025_WP_005769165.1	DC3000_protein_12_2025_WP_005769163.1
OG0000083	N0	n0	1.0	Non-Terminal	DC3000_protein_12_2025_WP_005770871.1, plate25_C2_annotation_DAKCFMEO_00947	DC3000_protein_12_2025_WP_161420636.1, plate25_C2_annotation_DAKCFMEO_04077, plate25_C2_annotation_DAKCFMEO_03127
OG0000083	plate25.C2.annotation	n3	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_04077	plate25_C2_annotation_DAKCFMEO_03127
OG0000084	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_03554, DC3000_protein_12_2025_WP_011103232.1	plate25_C2_annotation_DAKCFMEO_01762, DC3000_protein_12_2025_WP_011105584.1, DC3000_protein_12_2025_WP_005771489.1
OG0000084	DC3000_protein_12_2025	n3	1.0	Terminal	DC3000_protein_12_2025_WP_011105584.1	DC3000_protein_12_2025_WP_005771489.1
OG0000085	DC3000_protein_12_2025	n1	1.0	Terminal	DC3000_protein_12_2025_WP_044390135.1	DC3000_protein_12_2025_WP_005894403.1, DC3000_protein_12_2025_WP_046463300.1, DC3000_protein_12_2025_WP_161797766.1
OG0000085	DC3000_protein_12_2025	n2	1.0	Terminal	DC3000_protein_12_2025_WP_005894403.1	DC3000_protein_12_2025_WP_046463300.1, DC3000_protein_12_2025_WP_161797766.1
OG0000085	DC3000_protein_12_2025	n3	1.0	Terminal	DC3000_protein_12_2025_WP_046463300.1	DC3000_protein_12_2025_WP_161797766.1
OG0000086	plate25.C2.annotation	n1	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_02494	plate25_C2_annotation_DAKCFMEO_04588, plate25_C2_annotation_DAKCFMEO_04586, plate25_C2_annotation_DAKCFMEO_02893
OG0000086	plate25.C2.annotation	n2	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_04588, plate25_C2_annotation_DAKCFMEO_04586	plate25_C2_annotation_DAKCFMEO_02893
OG0000086	plate25.C2.annotation	n3	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_04588	plate25_C2_annotation_DAKCFMEO_04586
OG0000087	N0	n0	1.0	Non-Terminal	DC3000_protein_12_2025_WP_007244651.1, plate25_C2_annotation_DAKCFMEO_03634	plate25_C2_annotation_DAKCFMEO_04435, DC3000_protein_12_2025_WP_011104273.1, DC3000_protein_12_2025_WP_011105457.1
OG0000087	DC3000_protein_12_2025	n3	1.0	Terminal	DC3000_protein_12_2025_WP_011104273.1	DC3000_protein_12_2025_WP_011105457.1
OG0000088	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_04115, DC3000_protein_12_2025_WP_007246309.1	DC3000_protein_12_2025_WP_011105458.1, plate25_C2_annotation_DAKCFMEO_00076, plate25_C2_annotation_DAKCFMEO_04325
OG0000088	plate25.C2.annotation	n3	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_00076	plate25_C2_annotation_DAKCFMEO_04325
OG0000089	N0	n0	1.0	Non-Terminal	DC3000_protein_12_2025_WP_011105495.1, plate25_C2_annotation_DAKCFMEO_01640	DC3000_protein_12_2025_WP_007246961.1, plate25_C2_annotation_DAKCFMEO_01139, plate25_C2_annotation_DAKCFMEO_00014
OG0000089	plate25.C2.annotation	n3	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_01139	plate25_C2_annotation_DAKCFMEO_00014
OG0000090	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_02079, DC3000_protein_12_2025_WP_011103085.1	DC3000_protein_12_2025_WP_011103053.1, plate25_C2_annotation_DAKCFMEO_03877, plate25_C2_annotation_DAKCFMEO_02017
OG0000090	plate25.C2.annotation	n3	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_03877	plate25_C2_annotation_DAKCFMEO_02017
OG0000091	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_02427, DC3000_protein_12_2025_WP_011103352.1	DC3000_protein_12_2025_WP_011104046.1, plate25_C2_annotation_DAKCFMEO_04454, plate25_C2_annotation_DAKCFMEO_01345
OG0000091	plate25.C2.annotation	n3	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_04454	plate25_C2_annotation_DAKCFMEO_01345
OG0000092	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_02368, DC3000_protein_12_2025_WP_011103705.1	DC3000_protein_12_2025_WP_044391155.1, plate25_C2_annotation_DAKCFMEO_01372, plate25_C2_annotation_DAKCFMEO_01370
OG0000092	plate25.C2.annotation	n3	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_01372	plate25_C2_annotation_DAKCFMEO_01370
OG0000093	DC3000_protein_12_2025	n1	1.0	Terminal	DC3000_protein_12_2025_WP_046463675.1	DC3000_protein_12_2025_WP_046463481.1, DC3000_protein_12_2025_WP_011103770.1, DC3000_protein_12_2025_WP_011104429.1
OG0000093	DC3000_protein_12_2025	n2	1.0	Terminal	DC3000_protein_12_2025_WP_046463481.1	DC3000_protein_12_2025_WP_011103770.1, DC3000_protein_12_2025_WP_011104429.1
OG0000093	DC3000_protein_12_2025	n3	1.0	Terminal	DC3000_protein_12_2025_WP_011103770.1	DC3000_protein_12_2025_WP_011104429.1
OG0000094	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_05212, DC3000_protein_12_2025_WP_011105431.1	DC3000_protein_12_2025_WP_011103882.1, plate25_C2_annotation_DAKCFMEO_04501, plate25_C2_annotation_DAKCFMEO_02714
OG0000094	plate25.C2.annotation	n3	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_04501	plate25_C2_annotation_DAKCFMEO_02714
