"p25_DAK","DC3000","Orthogroup_Match"
"DAKCFMEO_00034","WP_005767564.1",TRUE
"DAKCFMEO_00033","WP_005767567.1",TRUE
"DAKCFMEO_00030","WP_005767572.1",TRUE
"DAKCFMEO_00028","WP_005767577.1",TRUE
"DAKCFMEO_00020","WP_005767592.1",TRUE
"DAKCFMEO_04197","WP_005767596.1",TRUE
"DAKCFMEO_04199","WP_005767600.1",TRUE
"DAKCFMEO_04203","WP_005767605.1",TRUE
"DAKCFMEO_04204","WP_005767607.1",TRUE
"DAKCFMEO_04207","WP_005767612.1",TRUE
"DAKCFMEO_04208","WP_005767614.1",TRUE
"DAKCFMEO_04221","WP_005767637.1",TRUE
"DAKCFMEO_03029","WP_005767663.1",TRUE
"DAKCFMEO_03036","WP_005767670.1",TRUE
"DAKCFMEO_02371","WP_005767686.1",TRUE
"DAKCFMEO_02374","WP_005767688.1",TRUE
"DAKCFMEO_02375","WP_005767689.1",TRUE
"DAKCFMEO_02376","WP_005767690.1",TRUE
"DAKCFMEO_02379","WP_005767692.1",TRUE
"DAKCFMEO_02381","WP_005767695.1",TRUE
"DAKCFMEO_02383","WP_005767699.1",TRUE
"DAKCFMEO_02385","WP_005767701.1",TRUE
"DAKCFMEO_02386","WP_005767703.1",TRUE
"DAKCFMEO_02388","WP_005767709.1",TRUE
"DAKCFMEO_02391","WP_005767714.1",TRUE
"DAKCFMEO_02392","WP_005767716.1",TRUE
"DAKCFMEO_02393","WP_005767718.1",TRUE
"DAKCFMEO_02394","WP_005767720.1",TRUE
"DAKCFMEO_02395","WP_005767723.1",TRUE
"DAKCFMEO_04499","WP_005767725.1",TRUE
"DAKCFMEO_04500","WP_005767727.1",TRUE
"DAKCFMEO_04503","WP_005767729.1",TRUE
"DAKCFMEO_04504","WP_005767731.1",TRUE
"DAKCFMEO_04507","WP_005767735.1",TRUE
"DAKCFMEO_04510","WP_005767739.1",TRUE
"DAKCFMEO_04518","WP_005767754.1",TRUE
"DAKCFMEO_04519","WP_005767756.1",TRUE
"DAKCFMEO_02405","WP_005767763.1",TRUE
"DAKCFMEO_03933","WP_005767792.1",TRUE
"DAKCFMEO_03538","WP_005767796.1",TRUE
"DAKCFMEO_02412","WP_005767798.1",TRUE
"DAKCFMEO_00070","WP_005767805.1",TRUE
"DAKCFMEO_02445","WP_005767814.1",TRUE
"DAKCFMEO_02447","WP_005767816.1",TRUE
"DAKCFMEO_02452","WP_005767820.1",TRUE
"DAKCFMEO_02454","WP_005767827.1",TRUE
"DAKCFMEO_02456","WP_005767834.1",TRUE
"DAKCFMEO_02457","WP_005767836.1",TRUE
"DAKCFMEO_02459","WP_005767839.1",TRUE
"DAKCFMEO_02460","WP_005767841.1",TRUE
"DAKCFMEO_02464","WP_005767847.1",TRUE
"DAKCFMEO_02467","WP_005767853.1",TRUE
"DAKCFMEO_02798","WP_005767873.1",TRUE
"DAKCFMEO_02801","WP_005767875.1",TRUE
"DAKCFMEO_02805","WP_005767882.1",TRUE
"DAKCFMEO_02806","WP_005767884.1",TRUE
"DAKCFMEO_02808","WP_005767887.1",TRUE
"DAKCFMEO_02811","WP_005767891.1",TRUE
"DAKCFMEO_02813","WP_005767895.1",TRUE
"DAKCFMEO_02827","WP_005768018.1",TRUE
"DAKCFMEO_02829","WP_005768022.1",TRUE
"DAKCFMEO_02830","WP_005768024.1",TRUE
"DAKCFMEO_02831","WP_005768026.1",TRUE
"DAKCFMEO_02834","WP_005768035.1",TRUE
"DAKCFMEO_02835","WP_005768037.1",TRUE
"DAKCFMEO_02843","WP_005768044.1",TRUE
"DAKCFMEO_02846","WP_005768050.1",TRUE
"DAKCFMEO_02847","WP_005768051.1",TRUE
"DAKCFMEO_02856","WP_005768067.1",TRUE
"DAKCFMEO_02857","WP_005768068.1",TRUE
"DAKCFMEO_04067","WP_005768135.1",TRUE
"DAKCFMEO_02222","WP_005768137.1",TRUE
"DAKCFMEO_02224","WP_005768138.1",TRUE
"DAKCFMEO_02225","WP_005768139.1",TRUE
"DAKCFMEO_02228","WP_005768141.1",TRUE
"DAKCFMEO_02229","WP_005768142.1",TRUE
"DAKCFMEO_02230","WP_005768143.1",TRUE
"DAKCFMEO_02232","WP_005768144.1",TRUE
"DAKCFMEO_02233","WP_005768145.1",TRUE
"DAKCFMEO_02235","WP_005768148.1",TRUE
"DAKCFMEO_02236","WP_005768150.1",TRUE
"DAKCFMEO_02238","WP_005768154.1",TRUE
"DAKCFMEO_01308","WP_005768167.1",TRUE
"DAKCFMEO_01303","WP_005768180.1",TRUE
"DAKCFMEO_01302","WP_005768186.1",TRUE
"DAKCFMEO_01300","WP_005768190.1",TRUE
"DAKCFMEO_01298","WP_005768197.1",TRUE
"DAKCFMEO_01293","WP_005768204.1",TRUE
"DAKCFMEO_01267","WP_005768224.1",TRUE
"DAKCFMEO_01265","WP_005768226.1",TRUE
"DAKCFMEO_01262","WP_005768230.1",TRUE
"DAKCFMEO_01213","WP_005768286.1",TRUE
"DAKCFMEO_01205","WP_005768300.1",TRUE
"DAKCFMEO_01203","WP_005768304.1",TRUE
"DAKCFMEO_01201","WP_005768306.1",TRUE
"DAKCFMEO_01198","WP_005768307.1",TRUE
"DAKCFMEO_01196","WP_005768309.1",TRUE
"DAKCFMEO_01551","WP_005768313.1",TRUE
"DAKCFMEO_01553","WP_005768314.1",TRUE
"DAKCFMEO_01554","WP_005768316.1",TRUE
"DAKCFMEO_01555","WP_005768318.1",TRUE
"DAKCFMEO_01558","WP_005768321.1",TRUE
"DAKCFMEO_01559","WP_005768325.1",TRUE
"DAKCFMEO_01560","WP_005768326.1",TRUE
"DAKCFMEO_01567","WP_005768334.1",TRUE
"DAKCFMEO_01568","WP_005768336.1",TRUE
"DAKCFMEO_01572","WP_005768341.1",TRUE
"DAKCFMEO_01581","WP_005768354.1",TRUE
"DAKCFMEO_01582","WP_005768357.1",TRUE
"DAKCFMEO_01587","WP_005768363.1",TRUE
"DAKCFMEO_01607","WP_005768392.1",TRUE
"DAKCFMEO_01608","WP_005768393.1",TRUE
"DAKCFMEO_01960","WP_005768419.1",TRUE
"DAKCFMEO_01958","WP_005768422.1",TRUE
"DAKCFMEO_01957","WP_005768425.1",TRUE
"DAKCFMEO_01953","WP_005768426.1",TRUE
"DAKCFMEO_01950","WP_005768429.1",TRUE
"DAKCFMEO_01948","WP_005768431.1",TRUE
"DAKCFMEO_01946","WP_005768434.1",TRUE
"DAKCFMEO_01945","WP_005768435.1",TRUE
"DAKCFMEO_02213","WP_005768437.1",TRUE
"DAKCFMEO_02199","WP_005768450.1",TRUE
"DAKCFMEO_02193","WP_005768460.1",TRUE
"DAKCFMEO_05126","WP_005768464.1",TRUE
"DAKCFMEO_02083","WP_005768479.1",TRUE
"DAKCFMEO_01996","WP_005768488.1",TRUE
"DAKCFMEO_01995","WP_005768489.1",TRUE
"DAKCFMEO_01923","WP_005768491.1",TRUE
"DAKCFMEO_01922","WP_005768492.1",TRUE
"DAKCFMEO_01919","WP_005768497.1",TRUE
"DAKCFMEO_01913","WP_005768510.1",TRUE
"DAKCFMEO_01912","WP_005768511.1",TRUE
"DAKCFMEO_01911","WP_005768513.1",TRUE
"DAKCFMEO_01908","WP_005768515.1",TRUE
"DAKCFMEO_01906","WP_005768530.1",TRUE
"DAKCFMEO_00377","WP_005768580.1",TRUE
"DAKCFMEO_00372","WP_005768585.1",TRUE
"DAKCFMEO_00369","WP_005768589.1",TRUE
"DAKCFMEO_00364","WP_005768596.1",TRUE
"DAKCFMEO_00347","WP_005768608.1",TRUE
"DAKCFMEO_00339","WP_005768620.1",TRUE
"DAKCFMEO_00338","WP_005768622.1",TRUE
"DAKCFMEO_00337","WP_005768625.1",TRUE
"DAKCFMEO_00313","WP_005768657.1",TRUE
"DAKCFMEO_00309","WP_005768668.1",TRUE
"DAKCFMEO_00308","WP_005768670.1",TRUE
"DAKCFMEO_00303","WP_005768677.1",TRUE
"DAKCFMEO_00296","WP_005768681.1",TRUE
"DAKCFMEO_00294","WP_005768685.1",TRUE
"DAKCFMEO_00292","WP_005768689.1",TRUE
"DAKCFMEO_00291","WP_005768691.1",TRUE
"DAKCFMEO_00289","WP_005768695.1",TRUE
"DAKCFMEO_00286","WP_005768700.1",TRUE
"DAKCFMEO_00281","WP_005768708.1",TRUE
"DAKCFMEO_02777","WP_005768735.1",TRUE
"DAKCFMEO_02780","WP_005768738.1",TRUE
"DAKCFMEO_02784","WP_005768741.1",TRUE
"DAKCFMEO_02785","WP_005768743.1",TRUE
"DAKCFMEO_02786","WP_005768747.1",TRUE
"DAKCFMEO_02788","WP_005768750.1",TRUE
"DAKCFMEO_02789","WP_005768752.1",TRUE
"DAKCFMEO_03373","WP_005768762.1",TRUE
"DAKCFMEO_03396","WP_005768794.1",TRUE
"DAKCFMEO_03397","WP_005768796.1",TRUE
"DAKCFMEO_03399","WP_005768797.1",TRUE
"DAKCFMEO_03400","WP_005768799.1",TRUE
"DAKCFMEO_03405","WP_005768804.1",TRUE
"DAKCFMEO_03408","WP_005768806.1",TRUE
"DAKCFMEO_03410","WP_005768808.1",TRUE
"DAKCFMEO_03411","WP_005768811.1",TRUE
"DAKCFMEO_03413","WP_005768815.1",TRUE
"DAKCFMEO_03414","WP_005768817.1",TRUE
"DAKCFMEO_03415","WP_005768818.1",TRUE
"DAKCFMEO_03416","WP_005768820.1",TRUE
"DAKCFMEO_03418","WP_005768822.1",TRUE
"DAKCFMEO_03419","WP_005768824.1",TRUE
"DAKCFMEO_03421","WP_005768828.1",TRUE
"DAKCFMEO_03422","WP_005768830.1",TRUE
"DAKCFMEO_03423","WP_005768832.1",TRUE
"DAKCFMEO_03424","WP_005768834.1",TRUE
"DAKCFMEO_03425","WP_005768836.1",TRUE
"DAKCFMEO_03427","WP_005768839.1",TRUE
"DAKCFMEO_03428","WP_005768840.1",TRUE
"DAKCFMEO_03429","WP_005768843.1",TRUE
"DAKCFMEO_03433","WP_005768852.1",TRUE
"DAKCFMEO_03434","WP_005768855.1",TRUE
"DAKCFMEO_03440","WP_005768866.1",TRUE
"DAKCFMEO_03441","WP_005768868.1",TRUE
"DAKCFMEO_03444","WP_005768871.1",TRUE
"DAKCFMEO_03446","WP_005768873.1",TRUE
"DAKCFMEO_03488","WP_005768914.1",TRUE
"DAKCFMEO_03489","WP_005768916.1",TRUE
"DAKCFMEO_03494","WP_005768918.1",TRUE
"DAKCFMEO_03499","WP_005768921.1",TRUE
"DAKCFMEO_03504","WP_005768927.1",TRUE
"DAKCFMEO_03519","WP_005768935.1",TRUE
"DAKCFMEO_03522","WP_005768939.1",TRUE
"DAKCFMEO_03535","WP_005768946.1",TRUE
"DAKCFMEO_03536","WP_005768949.1",TRUE
"DAKCFMEO_03540","WP_005768957.1",TRUE
"DAKCFMEO_03541","WP_005768959.1",TRUE
"DAKCFMEO_03542","WP_005768960.1",TRUE
"DAKCFMEO_03543","WP_005768962.1",TRUE
"DAKCFMEO_03545","WP_005768966.1",TRUE
"DAKCFMEO_03885","WP_005768982.1",TRUE
"DAKCFMEO_03884","WP_005768984.1",TRUE
"DAKCFMEO_03550","WP_005768991.1",TRUE
"DAKCFMEO_03552","WP_005768994.1",TRUE
"DAKCFMEO_03556","WP_005768999.1",TRUE
"DAKCFMEO_03557","WP_005769001.1",TRUE
"DAKCFMEO_03558","WP_005769004.1",TRUE
"DAKCFMEO_03559","WP_005769006.1",TRUE
"DAKCFMEO_03562","WP_005769010.1",TRUE
"DAKCFMEO_03574","WP_005769026.1",TRUE
"DAKCFMEO_03579","WP_005769036.1",TRUE
"DAKCFMEO_04278","WP_005769073.1",TRUE
"DAKCFMEO_04283","WP_005769084.1",TRUE
"DAKCFMEO_04284","WP_005769085.1",TRUE
"DAKCFMEO_04293","WP_005769102.1",TRUE
"DAKCFMEO_04296","WP_005769107.1",TRUE
"DAKCFMEO_04304","WP_005769126.1",TRUE
"DAKCFMEO_04305","WP_005769128.1",TRUE
"DAKCFMEO_04306","WP_005769130.1",TRUE
"DAKCFMEO_04309","WP_005769135.1",TRUE
"DAKCFMEO_04310","WP_005769138.1",TRUE
"DAKCFMEO_04315","WP_005769148.1",TRUE
"DAKCFMEO_04316","WP_005769151.1",TRUE
"DAKCFMEO_04597","WP_005769163.1",FALSE
"DAKCFMEO_04334","WP_005769188.1",TRUE
"DAKCFMEO_04337","WP_005769192.1",TRUE
"DAKCFMEO_04338","WP_005769193.1",TRUE
"DAKCFMEO_04345","WP_005769204.1",TRUE
"DAKCFMEO_00601","WP_005769228.1",TRUE
"DAKCFMEO_00597","WP_005769235.1",TRUE
"DAKCFMEO_00596","WP_005769238.1",TRUE
"DAKCFMEO_00594","WP_005769243.1",TRUE
"DAKCFMEO_00540","WP_005769256.1",TRUE
"DAKCFMEO_00538","WP_005769257.1",TRUE
"DAKCFMEO_00536","WP_005769258.1",TRUE
"DAKCFMEO_00535","WP_005769259.1",TRUE
"DAKCFMEO_00533","WP_005769261.1",TRUE
"DAKCFMEO_00531","WP_005769262.1",TRUE
"DAKCFMEO_00530","WP_005769263.1",TRUE
"DAKCFMEO_03984","WP_005769271.1",TRUE
"DAKCFMEO_00521","WP_005769277.1",TRUE
"DAKCFMEO_00520","WP_005769279.1",TRUE
"DAKCFMEO_03119","WP_005769281.1",TRUE
"DAKCFMEO_01784","WP_005769341.1",TRUE
"DAKCFMEO_01807","WP_005769363.1",TRUE
"DAKCFMEO_04761","WP_005769371.1",TRUE
"DAKCFMEO_04766","WP_005769381.1",TRUE
"DAKCFMEO_04767","WP_005769383.1",TRUE
"DAKCFMEO_04768","WP_005769384.1",TRUE
"DAKCFMEO_04776","WP_005769400.1",TRUE
"DAKCFMEO_04997","WP_005769407.1",TRUE
"DAKCFMEO_05005","WP_005769417.1",TRUE
"DAKCFMEO_05010","WP_005769424.1",TRUE
"DAKCFMEO_05011","WP_005769426.1",TRUE
"DAKCFMEO_05014","WP_005769432.1",TRUE
"DAKCFMEO_02216","WP_005769461.1",TRUE
"DAKCFMEO_01938","WP_005769469.1",TRUE
"DAKCFMEO_01936","WP_005769473.1",TRUE
"DAKCFMEO_01934","WP_005769477.1",TRUE
"DAKCFMEO_01932","WP_005769478.1",TRUE
"DAKCFMEO_01879","WP_005769504.1",TRUE
"DAKCFMEO_01878","WP_005769505.1",TRUE
"DAKCFMEO_01873","WP_005769514.1",TRUE
"DAKCFMEO_01872","WP_005769516.1",TRUE
"DAKCFMEO_01867","WP_005769524.1",TRUE
"DAKCFMEO_01865","WP_005769528.1",TRUE
"DAKCFMEO_01864","WP_005769531.1",TRUE
"DAKCFMEO_01863","WP_005769533.1",TRUE
"DAKCFMEO_01861","WP_005769534.1",TRUE
"DAKCFMEO_01860","WP_005769536.1",TRUE
"DAKCFMEO_01859","WP_005769538.1",TRUE
"DAKCFMEO_01858","WP_005769539.1",TRUE
"DAKCFMEO_01856","WP_005769547.1",TRUE
"DAKCFMEO_01854","WP_005769553.1",TRUE
"DAKCFMEO_01849","WP_005769555.1",TRUE
"DAKCFMEO_01844","WP_005769563.1",TRUE
"DAKCFMEO_01841","WP_005769565.1",TRUE
"DAKCFMEO_01840","WP_005769567.1",TRUE
"DAKCFMEO_01836","WP_005769571.1",TRUE
"DAKCFMEO_01829","WP_005769579.1",TRUE
"DAKCFMEO_01827","WP_005769583.1",TRUE
"DAKCFMEO_01824","WP_005769588.1",TRUE
"DAKCFMEO_00662","WP_005769602.1",TRUE
"DAKCFMEO_00660","WP_005769608.1",TRUE
"DAKCFMEO_00659","WP_005769610.1",TRUE
"DAKCFMEO_00657","WP_005769613.1",TRUE
"DAKCFMEO_00655","WP_005769615.1",TRUE
"DAKCFMEO_00654","WP_005769616.1",TRUE
"DAKCFMEO_00652","WP_005769618.1",TRUE
"DAKCFMEO_05241","WP_005769620.1",TRUE
"DAKCFMEO_00648","WP_005769624.1",TRUE
"DAKCFMEO_00647","WP_005769626.1",TRUE
"DAKCFMEO_00645","WP_005769628.1",TRUE
"DAKCFMEO_00642","WP_005769631.1",TRUE
"DAKCFMEO_00641","WP_005769634.1",TRUE
"DAKCFMEO_00640","WP_005769636.1",TRUE
"DAKCFMEO_00637","WP_005769641.1",TRUE
"DAKCFMEO_00636","WP_005769643.1",TRUE
"DAKCFMEO_00634","WP_005769647.1",TRUE
"DAKCFMEO_00633","WP_005769649.1",TRUE
"DAKCFMEO_00632","WP_005769651.1",TRUE
"DAKCFMEO_00631","WP_005769653.1",TRUE
"DAKCFMEO_00628","WP_005769658.1",TRUE
"DAKCFMEO_00623","WP_005769662.1",TRUE
"DAKCFMEO_00617","WP_005769669.1",TRUE
"DAKCFMEO_00616","WP_005769670.1",TRUE
"DAKCFMEO_00615","WP_005769671.1",TRUE
"DAKCFMEO_02715","WP_005769676.1",TRUE
"DAKCFMEO_02711","WP_005769683.1",TRUE
"DAKCFMEO_02710","WP_005769685.1",TRUE
"DAKCFMEO_02703","WP_005769699.1",TRUE
"DAKCFMEO_05261","WP_005769867.1",TRUE
"DAKCFMEO_05260","WP_005769869.1",TRUE
"DAKCFMEO_05259","WP_005769871.1",TRUE
"DAKCFMEO_05258","WP_005769873.1",TRUE
"DAKCFMEO_05257","WP_005769875.1",TRUE
"DAKCFMEO_05256","WP_005769877.1",TRUE
"DAKCFMEO_01788","WP_005769977.1",TRUE
"DAKCFMEO_00253","WP_005769982.1",TRUE
"DAKCFMEO_02889","WP_005769995.1",TRUE
"DAKCFMEO_02888","WP_005769998.1",TRUE
"DAKCFMEO_02887","WP_005770000.1",TRUE
"DAKCFMEO_02885","WP_005770005.1",TRUE
"DAKCFMEO_02883","WP_005770009.1",TRUE
"DAKCFMEO_02881","WP_005770011.1",TRUE
"DAKCFMEO_00509","WP_005770014.1",TRUE
"DAKCFMEO_03003","WP_005770015.1",TRUE
"DAKCFMEO_00505","WP_005770017.1",TRUE
"DAKCFMEO_00504","WP_005770019.1",TRUE
"DAKCFMEO_03704","WP_005770041.1",TRUE
"DAKCFMEO_03699","WP_005770049.1",TRUE
"DAKCFMEO_03688","WP_005770064.1",TRUE
"DAKCFMEO_03684","WP_005770069.1",TRUE
"DAKCFMEO_03682","WP_005770073.1",TRUE
"DAKCFMEO_03681","WP_005770075.1",TRUE
"DAKCFMEO_03680","WP_005770077.1",TRUE
"DAKCFMEO_03679","WP_005770079.1",TRUE
"DAKCFMEO_03678","WP_005770081.1",TRUE
"DAKCFMEO_03677","WP_005770083.1",TRUE
"DAKCFMEO_03676","WP_005770085.1",TRUE
"DAKCFMEO_03673","WP_005770090.1",TRUE
"DAKCFMEO_03668","WP_005770099.1",TRUE
"DAKCFMEO_03597","WP_005770108.1",TRUE
"DAKCFMEO_03596","WP_005770109.1",TRUE
"DAKCFMEO_03595","WP_005770111.1",TRUE
"DAKCFMEO_03594","WP_005770114.1",TRUE
"DAKCFMEO_03593","WP_005770116.1",TRUE
"DAKCFMEO_03592","WP_005770118.1",TRUE
"DAKCFMEO_03590","WP_005770120.1",TRUE
"DAKCFMEO_03587","WP_005770129.1",TRUE
"DAKCFMEO_03585","WP_005770132.1",TRUE
"DAKCFMEO_03582","WP_005770134.1",TRUE
"DAKCFMEO_00553","WP_005770159.1",TRUE
"DAKCFMEO_00554","WP_005770161.1",TRUE
"DAKCFMEO_00559","WP_005770183.1",TRUE
"DAKCFMEO_00561","WP_005770185.1",TRUE
"DAKCFMEO_00562","WP_005770186.1",TRUE
"DAKCFMEO_00563","WP_005770187.1",TRUE
"DAKCFMEO_00566","WP_005770190.1",TRUE
"DAKCFMEO_00567","WP_005770191.1",TRUE
"DAKCFMEO_00576","WP_005770220.1",TRUE
"DAKCFMEO_00578","WP_005770225.1",TRUE
"DAKCFMEO_00583","WP_005770235.1",TRUE
"DAKCFMEO_04789","WP_005770243.1",TRUE
"DAKCFMEO_04790","WP_005770245.1",TRUE
"DAKCFMEO_03843","WP_005770270.1",TRUE
"DAKCFMEO_00256","WP_005770289.1",TRUE
"DAKCFMEO_01005","WP_005770293.1",TRUE
"DAKCFMEO_00830","WP_005770308.1",TRUE
"DAKCFMEO_00831","WP_005770310.1",TRUE
"DAKCFMEO_00832","WP_005770312.1",TRUE
"DAKCFMEO_00834","WP_005770316.1",TRUE
"DAKCFMEO_04171","WP_005770393.1",TRUE
"DAKCFMEO_04163","WP_005770403.1",TRUE
"DAKCFMEO_04154","WP_005770416.1",TRUE
"DAKCFMEO_04148","WP_005770425.1",TRUE
"DAKCFMEO_04141","WP_005770431.1",TRUE
"DAKCFMEO_04140","WP_005770433.1",TRUE
"DAKCFMEO_04139","WP_005770435.1",TRUE
"DAKCFMEO_04138","WP_005770437.1",TRUE
"DAKCFMEO_04134","WP_005770439.1",TRUE
"DAKCFMEO_04132","WP_005770446.1",TRUE
"DAKCFMEO_04131","WP_005770450.1",TRUE
"DAKCFMEO_04130","WP_005770452.1",TRUE
"DAKCFMEO_04129","WP_005770454.1",TRUE
"DAKCFMEO_04128","WP_005770456.1",TRUE
"DAKCFMEO_04127","WP_005770458.1",TRUE
"DAKCFMEO_04126","WP_005770460.1",TRUE
"DAKCFMEO_04183","WP_005770464.1",TRUE
"DAKCFMEO_04184","WP_005770465.1",TRUE
"DAKCFMEO_04185","WP_005770467.1",TRUE
"DAKCFMEO_04190","WP_005770474.1",TRUE
"DAKCFMEO_01644","WP_005770490.1",TRUE
"DAKCFMEO_01645","WP_005770492.1",TRUE
"DAKCFMEO_01649","WP_005770496.1",TRUE
"DAKCFMEO_01650","WP_005770497.1",TRUE
"DAKCFMEO_01659","WP_005770507.1",TRUE
"DAKCFMEO_01667","WP_005770519.1",TRUE
"DAKCFMEO_00481","WP_005770545.1",TRUE
"DAKCFMEO_00482","WP_005770547.1",TRUE
"DAKCFMEO_00489","WP_005770558.1",TRUE
"DAKCFMEO_00491","WP_005770562.1",TRUE
"DAKCFMEO_00493","WP_005770566.1",TRUE
"DAKCFMEO_00496","WP_005770572.1",TRUE
"DAKCFMEO_04270","WP_005770586.1",TRUE
"DAKCFMEO_04268","WP_005770588.1",TRUE
"DAKCFMEO_04265","WP_005770594.1",TRUE
"DAKCFMEO_04263","WP_005770596.1",TRUE
"DAKCFMEO_04258","WP_005770603.1",TRUE
"DAKCFMEO_04257","WP_005770607.1",TRUE
"DAKCFMEO_04254","WP_005770613.1",TRUE
"DAKCFMEO_04253","WP_005770616.1",TRUE
"DAKCFMEO_04252","WP_005770618.1",TRUE
"DAKCFMEO_04248","WP_005770626.1",TRUE
"DAKCFMEO_04242","WP_005770635.1",TRUE
"DAKCFMEO_04241","WP_005770637.1",TRUE
"DAKCFMEO_04238","WP_005770641.1",TRUE
"DAKCFMEO_04237","WP_005770642.1",TRUE
"DAKCFMEO_04235","WP_005770644.1",TRUE
"DAKCFMEO_04234","WP_005770645.1",TRUE
"DAKCFMEO_04225","WP_005770653.1",TRUE
"DAKCFMEO_04196","WP_005770654.1",TRUE
"DAKCFMEO_02695","WP_005770684.1",TRUE
"DAKCFMEO_02694","WP_005770686.1",TRUE
"DAKCFMEO_02693","WP_005770688.1",TRUE
"DAKCFMEO_02691","WP_005770693.1",TRUE
"DAKCFMEO_02689","WP_005770697.1",TRUE
"DAKCFMEO_02688","WP_005770699.1",TRUE
"DAKCFMEO_02687","WP_005770701.1",TRUE
"DAKCFMEO_02678","WP_005770721.1",TRUE
"DAKCFMEO_00822","WP_005770745.1",TRUE
"DAKCFMEO_04351","WP_005770751.1",TRUE
"DAKCFMEO_04352","WP_005770753.1",TRUE
"DAKCFMEO_04354","WP_005770757.1",TRUE
"DAKCFMEO_04355","WP_005770759.1",TRUE
"DAKCFMEO_04356","WP_005770761.1",TRUE
"DAKCFMEO_04360","WP_005770766.1",TRUE
"DAKCFMEO_04362","WP_005770768.1",TRUE
"DAKCFMEO_04364","WP_005770770.1",TRUE
"DAKCFMEO_04365","WP_005770771.1",TRUE
"DAKCFMEO_04366","WP_005770773.1",TRUE
"DAKCFMEO_04368","WP_005770776.1",TRUE
"DAKCFMEO_04370","WP_005770780.1",TRUE
"DAKCFMEO_04374","WP_005770788.1",TRUE
"DAKCFMEO_02431","WP_005770794.1",TRUE
"DAKCFMEO_01412","WP_005770811.1",TRUE
"DAKCFMEO_01411","WP_005770813.1",TRUE
"DAKCFMEO_01410","WP_005770815.1",TRUE
"DAKCFMEO_00922","WP_005770825.1",TRUE
"DAKCFMEO_00924","WP_005770829.1",TRUE
"DAKCFMEO_00928","WP_005770837.1",TRUE
"DAKCFMEO_00929","WP_005770839.1",TRUE
"DAKCFMEO_00941","WP_005770857.1",TRUE
"DAKCFMEO_00947","WP_005770871.1",TRUE
"DAKCFMEO_01066","WP_005770885.1",TRUE
"DAKCFMEO_01065","WP_005770888.1",TRUE
"DAKCFMEO_01751","WP_005770915.1",TRUE
"DAKCFMEO_01750","WP_005770938.1",TRUE
"DAKCFMEO_01748","WP_005770940.1",TRUE
"DAKCFMEO_01745","WP_005770944.1",TRUE
"DAKCFMEO_01739","WP_005770954.1",TRUE
"DAKCFMEO_01738","WP_005770956.1",TRUE
"DAKCFMEO_01734","WP_005770966.1",TRUE
"DAKCFMEO_03366","WP_005771001.1",TRUE
"DAKCFMEO_03364","WP_005771002.1",TRUE
"DAKCFMEO_03361","WP_005771007.1",TRUE
"DAKCFMEO_03355","WP_005771011.1",TRUE
"DAKCFMEO_03353","WP_005771013.1",TRUE
"DAKCFMEO_03349","WP_005771017.1",TRUE
"DAKCFMEO_03348","WP_005771019.1",TRUE
"DAKCFMEO_03347","WP_005771021.1",TRUE
"DAKCFMEO_03345","WP_005771023.1",TRUE
"DAKCFMEO_03342","WP_005771027.1",TRUE
"DAKCFMEO_03339","WP_005771029.1",TRUE
"DAKCFMEO_03337","WP_005771032.1",TRUE
"DAKCFMEO_03336","WP_005771034.1",TRUE
"DAKCFMEO_03332","WP_005771039.1",TRUE
"DAKCFMEO_03329","WP_005771042.1",TRUE
"DAKCFMEO_02007","WP_005771069.1",TRUE
"DAKCFMEO_02010","WP_005771075.1",TRUE
"DAKCFMEO_02011","WP_005771077.1",TRUE
"DAKCFMEO_02043","WP_005771123.1",TRUE
"DAKCFMEO_04707","WP_005771165.1",TRUE
"DAKCFMEO_04708","WP_005771167.1",TRUE
"DAKCFMEO_04709","WP_005771168.1",TRUE
"DAKCFMEO_04710","WP_005771169.1",TRUE
"DAKCFMEO_04711","WP_005771170.1",TRUE
"DAKCFMEO_04712","WP_005771172.1",TRUE
"DAKCFMEO_04716","WP_005771176.1",TRUE
"DAKCFMEO_04717","WP_005771178.1",TRUE
"DAKCFMEO_04734","WP_005771197.1",TRUE
"DAKCFMEO_04737","WP_005771200.1",TRUE
"DAKCFMEO_04738","WP_005771202.1",TRUE
"DAKCFMEO_04739","WP_005771203.1",TRUE
"DAKCFMEO_00860","WP_005771214.1",TRUE
"DAKCFMEO_00863","WP_005771221.1",TRUE
"DAKCFMEO_00866","WP_005771225.1",TRUE
"DAKCFMEO_00867","WP_005771227.1",TRUE
"DAKCFMEO_01375","WP_005771258.1",TRUE
"DAKCFMEO_00906","WP_005771267.1",TRUE
"DAKCFMEO_00908","WP_005771273.1",TRUE
"DAKCFMEO_00909","WP_005771275.1",TRUE
"DAKCFMEO_00896","WP_005771282.1",TRUE
"DAKCFMEO_00898","WP_005771285.1",TRUE
"DAKCFMEO_02641","WP_005771315.1",TRUE
"DAKCFMEO_02653","WP_005771329.1",TRUE
"DAKCFMEO_02654","WP_005771330.1",TRUE
"DAKCFMEO_02656","WP_005771334.1",TRUE
"DAKCFMEO_02659","WP_005771340.1",TRUE
"DAKCFMEO_02662","WP_005771341.1",TRUE
"DAKCFMEO_02669","WP_005771350.1",TRUE
"DAKCFMEO_03462","WP_005771387.1",TRUE
"DAKCFMEO_03459","WP_005771389.1",TRUE
