,Time in tree,Genetic_Diversity,Num_gene_events,GC_content
DAKCFMEO_02494,3.843470000000001,0.03,3.0,NULL
DAKCFMEO_00197,2.2850100000000007,0.018,1.0,NULL
DAKCFMEO_02493,3.843470000000001,0.033,3.0,NULL
DAKCFMEO_00858,2.753900000000001,0.019,3.0,NULL
DAKCFMEO_00986,2.2850100000000007,0.02,1.0,NULL
DAKCFMEO_01071,2.2850100000000007,0.016,1.0,NULL
DAKCFMEO_04219,2.2850100000000007,0.049,1.0,NULL
DAKCFMEO_00985,2.2850100000000007,0.023,1.0,NULL
DAKCFMEO_04667,2.2850100000000007,0.038,1.0,NULL
DAKCFMEO_01676,2.2850100000000007,0.037,1.0,NULL
DAKCFMEO_03733,4.00721,0.049,4.0,NULL
DAKCFMEO_00270,2.2850100000000007,0.036,1.0,NULL
DAKCFMEO_03182,2.2850100000000007,0.034,1.0,NULL
DAKCFMEO_01222,2.2850100000000007,0.044,1.0,NULL
DAKCFMEO_01586,2.2850100000000007,0.005,1.0,NULL
DAKCFMEO_02638,2.2850100000000007,0.018,1.0,NULL
DAKCFMEO_00300,5.897049999999999,0.049,5.0,NULL
DAKCFMEO_04489,2.2850100000000007,0.012,1.0,NULL
DAKCFMEO_02636,2.2850100000000007,0.017,1.0,NULL
DAKCFMEO_02778,3.8109800000000007,0.151,3.0,NULL
DAKCFMEO_02030,3.793700000000001,0.033,4.0,NULL
DAKCFMEO_04038,2.2850100000000007,0.032,1.0,NULL
DAKCFMEO_00264,2.2850100000000007,0.028,1.0,NULL
DAKCFMEO_03203,2.2850100000000007,0.033,1.0,NULL
DAKCFMEO_00928,3.3292300000000004,0.017,3.0,NULL
DAKCFMEO_00281,2.2850100000000007,0.023,1.0,NULL
DAKCFMEO_00865,2.2850100000000007,0.018,1.0,NULL
DAKCFMEO_03753,2.2850100000000007,0.031,1.0,NULL
DAKCFMEO_03805,3.971940000000001,0.034,4.0,NULL
DAKCFMEO_03928,2.2850100000000007,0.027,1.0,NULL
DAKCFMEO_00019,2.2850100000000007,0.044,1.0,NULL
DAKCFMEO_01076,2.2850100000000007,0.021,1.0,NULL
DAKCFMEO_01083,2.2850100000000007,0.012,1.0,NULL
DAKCFMEO_00484,3.971700000000001,0.027,4.0,NULL
DAKCFMEO_03488,2.2850100000000007,0.031,1.0,NULL
DAKCFMEO_02783,2.2850100000000007,0.049,1.0,NULL
DAKCFMEO_04484,2.2850100000000007,0.031,1.0,NULL
DAKCFMEO_01000,3.885260000000001,0.051,4.0,NULL
DAKCFMEO_01732,2.2850100000000007,0.023,1.0,NULL
DAKCFMEO_02897,3.4020600000000005,0.054,4.0,NULL
DAKCFMEO_01061,2.2850100000000007,0.007,1.0,NULL
DAKCFMEO_04068,2.2850100000000007,0.02,1.0,NULL
DAKCFMEO_01565,2.2850100000000007,0.023,1.0,NULL
DAKCFMEO_03654,2.2850100000000007,0.029,1.0,NULL
DAKCFMEO_01160,2.2850100000000007,0.019,1.0,NULL
DAKCFMEO_01791,2.2850100000000007,0.029,1.0,NULL
DAKCFMEO_03641,2.2850100000000007,0.034,1.0,NULL
DAKCFMEO_02319,2.2850100000000007,0.015,1.0,NULL
DAKCFMEO_00269,2.2850100000000007,0.04,1.0,NULL
DAKCFMEO_04445,3.3280400000000006,0.041,3.0,NULL
DAKCFMEO_04569,2.2850100000000007,0.038,1.0,NULL
DAKCFMEO_02605,2.2850100000000007,0.011,1.0,NULL
DAKCFMEO_03884,2.2850100000000007,0.026,1.0,NULL
DAKCFMEO_01789,3.2935800000000004,0.036,3.0,NULL
DAKCFMEO_02359,2.2850100000000007,0.031,1.0,NULL
DAKCFMEO_03914,2.2850100000000007,0.024,1.0,NULL
DAKCFMEO_03890,3.4286800000000004,0.05,4.0,NULL
DAKCFMEO_03580,2.2850100000000007,0.03,1.0,NULL
DAKCFMEO_03025,2.2850100000000007,0.051,1.0,NULL
DAKCFMEO_01064,2.2850100000000007,0.026,1.0,NULL
DAKCFMEO_03044,2.2850100000000007,0.021,1.0,NULL
DAKCFMEO_00969,2.2850100000000007,0.021,1.0,NULL
DAKCFMEO_02294,2.2850100000000007,0.048,1.0,NULL
DAKCFMEO_01082,2.2850100000000007,0.023,1.0,NULL
DAKCFMEO_04687,2.2850100000000007,0.029,1.0,NULL
DAKCFMEO_02574,2.2850100000000007,0.029,1.0,NULL
DAKCFMEO_02325,2.2850100000000007,0.022,1.0,NULL
DAKCFMEO_03954,3.9726900000000005,0.033,4.0,NULL
DAKCFMEO_01075,2.2850100000000007,0.015,1.0,NULL
DAKCFMEO_01593,2.2850100000000007,0.008,1.0,NULL
DAKCFMEO_03903,2.2850100000000007,0.049,1.0,NULL
DAKCFMEO_04791,2.2850100000000007,0.036,1.0,NULL
DAKCFMEO_01210,2.2850100000000007,0.041,1.0,NULL
DAKCFMEO_04752,2.2850100000000007,0.023,1.0,NULL
DAKCFMEO_03548,2.2850100000000007,0.037,1.0,NULL
DAKCFMEO_01548,2.2850100000000007,0.008,1.0,NULL
DAKCFMEO_04775,2.2850100000000007,0.035,1.0,NULL
DAKCFMEO_01047,2.2850100000000007,0.024,1.0,NULL
DAKCFMEO_02661,2.2850100000000007,0.02,1.0,NULL
DAKCFMEO_04069,2.2850100000000007,0.019,1.0,NULL
DAKCFMEO_00498,2.2850100000000007,0.021,1.0,NULL
DAKCFMEO_03646,2.2850100000000007,0.082,1.0,NULL
DAKCFMEO_04070,2.2850100000000007,0.037,1.0,NULL
DAKCFMEO_02155,2.2850100000000007,0.023,1.0,NULL
DAKCFMEO_02952,2.2850100000000007,0.108,1.0,NULL
DAKCFMEO_00933,3.3280400000000006,0.019,3.0,NULL
DAKCFMEO_03757,2.2850100000000007,0.022,1.0,NULL
DAKCFMEO_04451,2.2850100000000007,0.053,1.0,NULL
DAKCFMEO_00126,2.2850100000000007,0.03,1.0,NULL
DAKCFMEO_00153,2.2850100000000007,0.027,1.0,NULL
DAKCFMEO_03023,2.2850100000000007,0.046,1.0,NULL
DAKCFMEO_00335,2.2850100000000007,0.018,1.0,NULL
DAKCFMEO_03908,2.2850100000000007,0.036,1.0,NULL
DAKCFMEO_04169,2.2850100000000007,0.034,1.0,NULL
DAKCFMEO_00053,2.2850100000000007,0.026,1.0,NULL
DAKCFMEO_04621,2.2850100000000007,0.02,1.0,NULL
DAKCFMEO_01823,2.2850100000000007,0.017,1.0,NULL
DAKCFMEO_01121,2.2850100000000007,0.018,1.0,NULL
DAKCFMEO_01777,2.2850100000000007,0.027,1.0,NULL
DAKCFMEO_04488,2.2850100000000007,0.015,1.0,NULL
DAKCFMEO_00989,2.2850100000000007,0.028,1.0,NULL
DAKCFMEO_01342,2.2850100000000007,0.026,1.0,NULL
DAKCFMEO_02324,2.2850100000000007,0.021,1.0,NULL
DAKCFMEO_00991,2.2850100000000007,0.019,1.0,NULL
DAKCFMEO_00895,2.2850100000000007,0.027,1.0,NULL
DAKCFMEO_02425,2.2850100000000007,0.026,1.0,NULL
DAKCFMEO_03712,2.2850100000000007,0.026,1.0,NULL
DAKCFMEO_00856,2.2850100000000007,0.028,1.0,NULL
DAKCFMEO_00272,2.2850100000000007,0.072,1.0,NULL
DAKCFMEO_05018,2.2850100000000007,0.021,1.0,NULL
DAKCFMEO_02836,2.2850100000000007,0.015,1.0,NULL
DAKCFMEO_03021,2.2850100000000007,0.049,1.0,NULL
DAKCFMEO_04542,2.2850100000000007,0.023,1.0,NULL
DAKCFMEO_03235,2.2850100000000007,0.029,1.0,NULL
DAKCFMEO_01072,2.2850100000000007,0.013,1.0,NULL
DAKCFMEO_00993,4.13732,0.034,5.0,NULL
DAKCFMEO_01799,2.2850100000000007,0.032,1.0,NULL
DAKCFMEO_01008,2.2850100000000007,0.026,1.0,NULL
DAKCFMEO_01774,2.2850100000000007,0.036,1.0,NULL
DAKCFMEO_03810,3.4633000000000007,0.027,4.0,NULL
DAKCFMEO_03038,2.2850100000000007,0.106,1.0,NULL
DAKCFMEO_01703,2.2850100000000007,0.028,1.0,NULL
DAKCFMEO_03851,2.2850100000000007,0.027,1.0,NULL
DAKCFMEO_02776,2.2850100000000007,0.007,1.0,NULL
DAKCFMEO_00766,4.006469999999999,0.037,4.0,NULL
DAKCFMEO_02440,2.2850100000000007,0.029,1.0,NULL
DAKCFMEO_02019,2.2850100000000007,0.013,1.0,NULL
DAKCFMEO_03786,4.0072399999999995,0.031,4.0,NULL
DAKCFMEO_04441,2.2850100000000007,0.038,1.0,NULL
DAKCFMEO_03886,2.2850100000000007,0.035,1.0,NULL
DAKCFMEO_03661,2.2850100000000007,0.069,1.0,NULL
DAKCFMEO_02421,2.2850100000000007,0.012,1.0,NULL
DAKCFMEO_00848,2.2850100000000007,0.019,1.0,NULL
DAKCFMEO_04075,2.2850100000000007,0.015,1.0,NULL
DAKCFMEO_02422,2.4008300000000014,0.032,3.0,NULL
DAKCFMEO_01779,2.2850100000000007,0.035,1.0,NULL
DAKCFMEO_04078,2.2850100000000007,0.034,1.0,NULL
DAKCFMEO_04453,2.406220000000001,0.046,3.0,NULL
DAKCFMEO_03900,3.3286400000000005,0.034,3.0,NULL
DAKCFMEO_01049,2.2850100000000007,0.025,1.0,NULL
DAKCFMEO_04418,2.2850100000000007,0.02,1.0,NULL
DAKCFMEO_01390,3.3280400000000006,0.025,3.0,NULL
DAKCFMEO_00869,2.2850100000000007,0.028,1.0,NULL
DAKCFMEO_03877,2.2850100000000007,0.051,1.0,NULL
DAKCFMEO_03913,2.2850100000000007,0.032,1.0,NULL
DAKCFMEO_03372,2.2850100000000007,0.13,1.0,NULL
DAKCFMEO_01089,2.2850100000000007,0.027,1.0,NULL
DAKCFMEO_04382,2.2850100000000007,0.036,1.0,NULL
DAKCFMEO_03881,2.2850100000000007,0.036,1.0,NULL
DAKCFMEO_04622,2.2850100000000007,0.013,1.0,NULL
DAKCFMEO_03797,2.2850100000000007,0.029,1.0,NULL
DAKCFMEO_01440,3.860750000000001,0.038,4.0,NULL
DAKCFMEO_00917,2.2850100000000007,0.035,1.0,NULL
DAKCFMEO_01389,2.2850100000000007,0.021,1.0,NULL
DAKCFMEO_02644,2.2850100000000007,0.025,1.0,NULL
DAKCFMEO_00935,3.3286400000000005,0.029,3.0,NULL
DAKCFMEO_04619,2.2850100000000007,0.035,1.0,NULL
DAKCFMEO_00970,2.2850100000000007,0.013,1.0,NULL
DAKCFMEO_04011,3.8900800000000006,0.044,4.0,NULL
DAKCFMEO_01942,2.2850100000000007,0.017,1.0,NULL
DAKCFMEO_00302,2.2850100000000007,0.042,1.0,NULL
DAKCFMEO_01803,2.2850100000000007,0.034,1.0,NULL
DAKCFMEO_01731,2.2850100000000007,0.034,1.0,NULL
DAKCFMEO_02345,2.2850100000000007,0.038,1.0,NULL
DAKCFMEO_00352,2.2850100000000007,0.056,1.0,NULL
DAKCFMEO_00841,3.2934900000000003,0.045,3.0,NULL
DAKCFMEO_03799,2.2850100000000007,0.033,1.0,NULL
DAKCFMEO_04742,2.2850100000000007,0.028,1.0,NULL
DAKCFMEO_01588,2.2850100000000007,0.04,1.0,NULL
DAKCFMEO_01743,2.2850100000000007,0.029,1.0,NULL
DAKCFMEO_04369,2.2850100000000007,0.045,1.0,NULL
DAKCFMEO_04387,2.2850100000000007,0.026,1.0,NULL
DAKCFMEO_01800,2.2850100000000007,0.044,1.0,NULL
DAKCFMEO_00847,2.2850100000000007,0.021,1.0,NULL
DAKCFMEO_02174,2.2850100000000007,0.051,1.0,NULL
DAKCFMEO_04947,2.2850100000000007,0.05,1.0,NULL
DAKCFMEO_00189,2.2850100000000007,0.127,1.0,NULL
DAKCFMEO_00354,2.2850100000000007,0.106,1.0,NULL
DAKCFMEO_03796,2.2850100000000007,0.079,1.0,NULL
DAKCFMEO_01775,2.2850100000000007,0.045,1.0,NULL
DAKCFMEO_00472,2.2850100000000007,0.033,1.0,NULL
DAKCFMEO_05300,2.2850100000000007,0.066,1.0,NULL
DAKCFMEO_02258,2.2850100000000007,0.069,1.0,NULL
DAKCFMEO_01317,2.2844400000000005,0.015,2.0,NULL
DAKCFMEO_01416,2.283820000000001,0.023,2.0,NULL
DAKCFMEO_04017,3.7916500000000006,0.048,2.0,NULL
DAKCFMEO_03891,2.2844400000000005,0.039,2.0,NULL
DAKCFMEO_01755,5.651059999999998,0.031,5.0,NULL
DAKCFMEO_03666,5.692239999999999,0.059,5.0,NULL
DAKCFMEO_04058,2.254400000000001,0.025,2.0,NULL
DAKCFMEO_00361,2.2497700000000007,0.026,2.0,NULL
DAKCFMEO_00992,2.2494800000000006,0.027,2.0,NULL
DAKCFMEO_03875,2.283820000000001,0.035,2.0,NULL
DAKCFMEO_04461,2.2497700000000007,0.029,2.0,NULL
DAKCFMEO_03540,2.254400000000001,0.034,2.0,NULL
DAKCFMEO_01468,2.2230000000000008,0.026,2.0,NULL
DAKCFMEO_04666,2.284420000000001,0.042,2.0,NULL
DAKCFMEO_00974,6.9853299999999985,0.056,8.0,NULL
DAKCFMEO_04071,2.283820000000001,0.021,2.0,NULL
DAKCFMEO_02439,2.284420000000001,0.038,2.0,NULL
DAKCFMEO_04424,2.2497700000000007,0.031,2.0,NULL
DAKCFMEO_01081,2.284420000000001,0.022,2.0,NULL
DAKCFMEO_03798,2.2845400000000007,0.027,2.0,NULL
DAKCFMEO_02575,2.254400000000001,0.019,2.0,NULL
DAKCFMEO_01488,2.2230000000000008,0.002,2.0,NULL
DAKCFMEO_01087,2.2846600000000006,0.014,2.0,NULL
DAKCFMEO_04412,3.427340000000001,0.039,5.0,NULL
DAKCFMEO_01482,2.2230000000000008,0.012,2.0,NULL
DAKCFMEO_04132,3.7916500000000006,0.054,2.0,NULL
DAKCFMEO_02491,3.2863800000000003,0.019,3.0,NULL
DAKCFMEO_04077,2.254400000000001,0.028,2.0,NULL
DAKCFMEO_01757,5.651059999999998,0.03,5.0,NULL
DAKCFMEO_01078,2.283820000000001,0.024,2.0,NULL
DAKCFMEO_03448,3.810440000000001,0.046,4.0,NULL
DAKCFMEO_04135,2.2497700000000007,0.01,2.0,NULL
DAKCFMEO_03854,2.2846600000000006,0.013,2.0,NULL
DAKCFMEO_03850,5.0524000000000004,0.042,6.0,NULL
DAKCFMEO_01039,2.2846600000000006,0.047,2.0,NULL
DAKCFMEO_01230,2.2497700000000007,0.03,2.0,NULL
DAKCFMEO_04010,2.284420000000001,0.029,2.0,NULL
DAKCFMEO_03888,2.2230000000000008,0.03,2.0,NULL
DAKCFMEO_00948,2.2494800000000006,0.03,2.0,NULL
DAKCFMEO_03983,2.2561700000000005,0.017,2.0,NULL
DAKCFMEO_00558,2.2495600000000007,0.027,2.0,NULL
DAKCFMEO_00967,2.283820000000001,0.024,2.0,NULL
DAKCFMEO_00984,2.2846600000000006,0.037,2.0,NULL
DAKCFMEO_04650,2.2846600000000006,0.037,2.0,NULL
DAKCFMEO_02901,2.2230000000000008,0.037,2.0,NULL
DAKCFMEO_00849,2.2846600000000006,0.023,2.0,NULL
DAKCFMEO_03868,2.283820000000001,0.041,2.0,NULL
DAKCFMEO_02791,2.283820000000001,0.014,2.0,NULL
DAKCFMEO_02441,2.254400000000001,0.022,2.0,NULL
DAKCFMEO_01754,5.651059999999998,0.037,5.0,NULL
DAKCFMEO_00148,2.2845400000000007,0.023,2.0,NULL
DAKCFMEO_01084,2.283820000000001,0.018,2.0,NULL
DAKCFMEO_04477,3.3281700000000005,0.041,4.0,NULL
DAKCFMEO_04217,2.283820000000001,0.033,2.0,NULL
DAKCFMEO_01494,2.2497700000000007,0.02,2.0,NULL
DAKCFMEO_01057,2.2497700000000007,0.031,2.0,NULL
DAKCFMEO_04601,2.2497700000000007,0.049,2.0,NULL
DAKCFMEO_00839,2.284420000000001,0.047,2.0,NULL
DAKCFMEO_03901,2.254400000000001,0.039,2.0,NULL
DAKCFMEO_04023,2.2495500000000006,0.048,2.0,NULL
DAKCFMEO_04530,2.2561800000000005,0.015,2.0,NULL
DAKCFMEO_01475,2.2230000000000008,0.015,2.0,NULL
DAKCFMEO_00249,2.2845400000000007,0.026,2.0,NULL
DAKCFMEO_01463,2.2230000000000008,0.015,2.0,NULL
DAKCFMEO_00927,3.3282900000000004,0.027,4.0,NULL
DAKCFMEO_04457,2.254400000000001,0.041,2.0,NULL
DAKCFMEO_03997,3.2366100000000007,0.034,4.0,NULL
DAKCFMEO_03872,2.284720000000001,0.021,2.0,NULL
DAKCFMEO_01086,2.2846600000000006,0.015,2.0,NULL
DAKCFMEO_02438,2.2497700000000007,0.029,2.0,NULL
DAKCFMEO_00499,2.283820000000001,0.026,2.0,NULL
DAKCFMEO_02490,3.2863800000000003,0.03,3.0,NULL
DAKCFMEO_04620,2.2846600000000006,0.023,2.0,NULL
DAKCFMEO_03899,2.2633700000000005,0.028,2.0,NULL
DAKCFMEO_03989,2.2844400000000005,0.028,2.0,NULL
DAKCFMEO_01481,2.2230000000000008,0.012,2.0,NULL
DAKCFMEO_01474,2.2230000000000008,0.017,2.0,NULL
DAKCFMEO_00715,2.2497700000000007,0.016,2.0,NULL
DAKCFMEO_01489,2.2230000000000008,0.014,2.0,NULL
DAKCFMEO_00063,2.283820000000001,0.039,2.0,NULL
DAKCFMEO_01095,2.284420000000001,0.025,2.0,NULL
DAKCFMEO_04048,5.155690000000001,0.037,7.0,NULL
DAKCFMEO_03887,2.2230000000000008,0.022,2.0,NULL
DAKCFMEO_03852,2.284420000000001,0.011,2.0,NULL
DAKCFMEO_01480,2.2230000000000008,0.015,2.0,NULL
DAKCFMEO_03391,2.2497700000000007,0.019,2.0,NULL
DAKCFMEO_00854,2.2846600000000006,0.055,2.0,NULL
DAKCFMEO_04422,2.2497700000000007,0.027,2.0,NULL
DAKCFMEO_00912,2.284420000000001,0.02,2.0,NULL
DAKCFMEO_00013,2.277250000000001,0.037,2.0,NULL
DAKCFMEO_05266,2.2497700000000007,0.031,2.0,NULL
DAKCFMEO_02673,2.2497700000000007,0.03,2.0,NULL
DAKCFMEO_01853,2.249460000000001,0.039,2.0,NULL
DAKCFMEO_02660,2.283820000000001,0.034,2.0,NULL
DAKCFMEO_03842,2.284420000000001,0.029,2.0,NULL
DAKCFMEO_04405,2.2497700000000007,0.026,2.0,NULL
DAKCFMEO_02653,2.2230000000000008,0.024,2.0,NULL
DAKCFMEO_03841,2.2844400000000005,0.014,2.0,NULL
DAKCFMEO_04065,2.2516900000000004,0.051,2.0,NULL
DAKCFMEO_03911,2.283820000000001,0.036,2.0,NULL
DAKCFMEO_00750,2.2497700000000007,0.021,2.0,NULL
DAKCFMEO_01022,2.2846600000000006,0.029,2.0,NULL
DAKCFMEO_01485,2.2230000000000008,0.017,2.0,NULL
DAKCFMEO_01484,2.2230000000000008,0.015,2.0,NULL
DAKCFMEO_02874,2.2230000000000008,0.052,2.0,NULL
DAKCFMEO_01336,3.920880000000001,0.042,5.0,NULL
DAKCFMEO_03755,2.2561800000000005,0.019,2.0,NULL
DAKCFMEO_01479,2.2230000000000008,0.002,2.0,NULL
DAKCFMEO_04825,2.2845400000000007,0.046,2.0,NULL
DAKCFMEO_01756,5.651059999999998,0.042,5.0,NULL
DAKCFMEO_05144,2.2497700000000007,0.101,2.0,NULL
DAKCFMEO_04016,3.7916500000000006,0.045,2.0,NULL
DAKCFMEO_00791,2.283820000000001,0.02,2.0,NULL
DAKCFMEO_04707,2.283820000000001,0.021,2.0,NULL
DAKCFMEO_01465,2.2230000000000008,0.017,2.0,NULL
DAKCFMEO_00358,2.2845400000000007,0.025,2.0,NULL
DAKCFMEO_02489,3.2863800000000003,0.031,3.0,NULL
DAKCFMEO_00892,2.2497700000000007,0.026,2.0,NULL
DAKCFMEO_04436,2.284420000000001,0.035,2.0,NULL
DAKCFMEO_04574,2.2497700000000007,0.03,2.0,NULL
DAKCFMEO_02056,2.3312500000000016,0.013,4.0,NULL
DAKCFMEO_00845,2.283820000000001,0.015,2.0,NULL
DAKCFMEO_03126,7.49172,0.039,7.0,NULL
DAKCFMEO_03752,2.2846600000000006,0.029,2.0,NULL
DAKCFMEO_04401,2.284420000000001,0.024,2.0,NULL
DAKCFMEO_01476,2.2230000000000008,0.025,2.0,NULL
DAKCFMEO_05033,2.2497700000000007,0.129,2.0,NULL
DAKCFMEO_05056,2.2561800000000005,0.015,2.0,NULL
DAKCFMEO_00929,3.30724,0.039,4.0,NULL
DAKCFMEO_03871,2.2846600000000006,0.031,2.0,NULL
DAKCFMEO_01473,2.2230000000000008,0.024,2.0,NULL
DAKCFMEO_03876,2.2845400000000007,0.036,2.0,NULL
DAKCFMEO_01399,3.971130000000001,0.035,5.0,NULL
DAKCFMEO_02650,2.2230000000000008,0.025,2.0,NULL
DAKCFMEO_00963,2.2845400000000007,0.025,2.0,NULL
DAKCFMEO_02700,3.9410900000000013,0.064,5.0,NULL
DAKCFMEO_01088,2.284420000000001,0.019,2.0,NULL
DAKCFMEO_04427,2.2497700000000007,0.03,2.0,NULL
DAKCFMEO_00938,2.2844400000000005,0.024,2.0,NULL
DAKCFMEO_01037,2.284420000000001,0.025,2.0,NULL
DAKCFMEO_02214,2.2516900000000004,0.022,2.0,NULL
DAKCFMEO_01054,2.2846600000000006,0.038,2.0,NULL
DAKCFMEO_03856,2.2846600000000006,0.036,2.0,NULL
DAKCFMEO_02473,3.2868200000000005,0.161,3.0,NULL
DAKCFMEO_02353,2.2516900000000004,0.202,2.0,NULL
DAKCFMEO_00911,2.249180000000001,0.02,3.0,NULL
DAKCFMEO_01464,2.222410000000001,0.028,3.0,NULL
DAKCFMEO_01461,2.187760000000001,0.011,3.0,NULL
DAKCFMEO_01759,3.861450000000001,0.038,4.0,NULL
DAKCFMEO_01240,2.2057000000000007,0.05,2.0,NULL
DAKCFMEO_01068,2.2840700000000007,0.001,3.0,NULL
DAKCFMEO_02713,2.248580000000001,0.033,3.0,NULL
DAKCFMEO_04465,2.2494200000000006,0.021,3.0,NULL
DAKCFMEO_03793,2.2835300000000007,0.041,3.0,NULL
DAKCFMEO_03934,2.283230000000001,0.03,3.0,NULL
DAKCFMEO_04072,2.253810000000001,0.028,3.0,NULL
DAKCFMEO_01460,2.221810000000001,0.019,3.0,NULL
DAKCFMEO_03879,2.1875500000000008,0.024,3.0,NULL
DAKCFMEO_03873,2.2466600000000008,0.03,3.0,NULL
DAKCFMEO_03042,2.283350000000001,0.038,3.0,NULL
DAKCFMEO_04404,2.2840700000000007,0.021,3.0,NULL
DAKCFMEO_01062,2.2832500000000007,0.033,3.0,NULL
DAKCFMEO_03916,2.249180000000001,0.031,3.0,NULL
DAKCFMEO_01085,2.2494200000000006,0.014,3.0,NULL
DAKCFMEO_00951,2.2494200000000006,0.016,3.0,NULL
DAKCFMEO_03986,2.2838500000000006,0.045,3.0,NULL
DAKCFMEO_01370,2.2224300000000006,0.021,3.0,NULL
DAKCFMEO_00863,2.249180000000001,0.018,3.0,NULL
DAKCFMEO_02434,2.2421600000000006,0.047,2.0,NULL
DAKCFMEO_03892,2.219160000000001,0.033,3.0,NULL
DAKCFMEO_02435,2.2421600000000006,0.052,2.0,NULL
DAKCFMEO_00154,2.2832500000000007,0.027,3.0,NULL
DAKCFMEO_05027,2.2212200000000006,0.047,3.0,NULL
DAKCFMEO_04376,2.1874700000000007,0.043,3.0,NULL
DAKCFMEO_02042,2.1872600000000006,0.015,3.0,NULL
DAKCFMEO_01624,2.283980000000001,0.024,3.0,NULL
DAKCFMEO_04002,2.222560000000001,0.066,3.0,NULL
DAKCFMEO_00826,3.930010000000001,0.042,5.0,NULL
DAKCFMEO_01483,2.221810000000001,0.016,3.0,NULL
DAKCFMEO_00972,2.242600000000001,0.022,2.0,NULL
DAKCFMEO_00973,2.2042900000000007,0.048,2.0,NULL
DAKCFMEO_01073,2.248290000000001,0.016,3.0,NULL
DAKCFMEO_04438,2.283230000000001,0.024,3.0,NULL
DAKCFMEO_03966,2.283350000000001,0.035,3.0,NULL
DAKCFMEO_03898,2.2345400000000004,0.058,3.0,NULL
DAKCFMEO_00634,6.80082,0.037,6.0,NULL
DAKCFMEO_02408,2.242600000000001,0.014,2.0,NULL
DAKCFMEO_01478,2.2224300000000006,0.01,3.0,NULL
DAKCFMEO_01079,2.249180000000001,0.022,3.0,NULL
DAKCFMEO_00512,7.367909999999999,0.081,5.0,NULL
DAKCFMEO_01503,2.2493000000000007,0.022,3.0,NULL
DAKCFMEO_03988,2.1941700000000006,0.04,3.0,NULL
DAKCFMEO_04000,5.00411,0.044,7.0,NULL
DAKCFMEO_01477,2.222410000000001,0.014,3.0,NULL
DAKCFMEO_03878,2.1875500000000008,0.019,3.0,NULL
DAKCFMEO_04224,2.249180000000001,0.028,3.0,NULL
DAKCFMEO_03323,2.2494200000000006,0.034,3.0,NULL
DAKCFMEO_03917,2.283230000000001,0.026,3.0,NULL
DAKCFMEO_00937,2.219160000000001,0.043,3.0,NULL
DAKCFMEO_01472,2.221810000000001,0.015,3.0,NULL
DAKCFMEO_01070,2.283230000000001,0.017,3.0,NULL
DAKCFMEO_02488,3.2857900000000004,0.018,4.0,NULL
DAKCFMEO_04074,2.283350000000001,0.016,3.0,NULL
DAKCFMEO_01067,2.2834700000000008,0.014,3.0,NULL
DAKCFMEO_03999,3.2660400000000007,0.032,5.0,NULL
DAKCFMEO_01462,2.221810000000001,0.024,3.0,NULL
DAKCFMEO_02476,2.215920000000001,0.025,2.0,NULL
DAKCFMEO_00846,2.249180000000001,0.018,3.0,NULL
DAKCFMEO_05236,3.22688,0.084,5.0,NULL
DAKCFMEO_03985,2.282760000000001,0.034,4.0,NULL
DAKCFMEO_01004,2.218810000000001,0.037,4.0,NULL
DAKCFMEO_01487,2.221970000000001,0.011,4.0,NULL
DAKCFMEO_02450,2.248890000000001,0.042,4.0,NULL
DAKCFMEO_03357,2.2090800000000006,0.039,3.0,NULL
DAKCFMEO_01108,3.864540000000001,0.069,4.0,NULL
DAKCFMEO_01486,2.186570000000001,0.011,4.0,NULL
DAKCFMEO_04611,2.2536100000000006,0.025,4.0,NULL
DAKCFMEO_00844,2.247990000000001,0.048,4.0,NULL
DAKCFMEO_03324,2.262740000000001,0.067,2.0,NULL
DAKCFMEO_04052,2.180590000000001,0.016,3.0,NULL
DAKCFMEO_01372,2.221220000000001,0.024,4.0,NULL
DAKCFMEO_04061,3.806250000000001,0.049,6.0,NULL
DAKCFMEO_02451,2.2527400000000006,0.033,4.0,NULL
DAKCFMEO_04055,2.180590000000001,0.012,3.0,NULL
DAKCFMEO_02446,2.242560000000001,0.042,2.0,NULL
DAKCFMEO_03819,2.2528600000000005,0.042,4.0,NULL
DAKCFMEO_03984,2.2526200000000007,0.034,4.0,NULL
DAKCFMEO_01058,2.248230000000001,0.023,4.0,NULL
DAKCFMEO_03853,2.2488300000000008,0.023,4.0,NULL
DAKCFMEO_05185,2.1506300000000005,0.08,2.0,NULL
DAKCFMEO_03880,2.222060000000001,0.033,4.0,NULL
DAKCFMEO_02744,2.1476600000000006,0.026,3.0,NULL
DAKCFMEO_04001,3.2346900000000005,0.036,7.0,NULL
DAKCFMEO_04057,2.1794000000000007,0.025,4.0,NULL
DAKCFMEO_01758,2.180240000000001,0.009,4.0,NULL
DAKCFMEO_04045,2.234320000000001,0.028,6.0,NULL
DAKCFMEO_01466,2.2209000000000008,0.02,5.0,NULL
DAKCFMEO_03882,2.1865300000000008,0.084,5.0,NULL
DAKCFMEO_00676,3.21789,0.025,5.0,NULL
DAKCFMEO_02670,2.169050000000001,0.049,4.0,NULL
DAKCFMEO_01080,2.2471300000000007,0.018,4.0,NULL
DAKCFMEO_00968,2.2156300000000004,0.021,5.0,NULL
DAKCFMEO_01056,2.1886900000000007,0.023,4.0,NULL
DAKCFMEO_04112,2.247420000000001,0.022,5.0,NULL
