Orthogroup	DC3000_protein_12_2025	plate25.C2.annotation
OG0001123	WP_005613972.1	DAKCFMEO_02950
OG0001124	WP_005614032.1	DAKCFMEO_02911
OG0001125	WP_005614033.1	DAKCFMEO_02910
OG0001126	WP_005614111.1	DAKCFMEO_02870
OG0001127	WP_005614128.1	DAKCFMEO_02867
OG0001128	WP_005614129.1	DAKCFMEO_02866
OG0001129	WP_005614160.1	DAKCFMEO_02826
OG0001130	WP_005614181.1	DAKCFMEO_02809
OG0001131	WP_005614195.1	DAKCFMEO_02799
OG0001132	WP_005614296.1	DAKCFMEO_03534
OG0001133	WP_005614373.1	DAKCFMEO_03561
OG0001134	WP_005614458.1	DAKCFMEO_03672
OG0001135	WP_005614495.1	DAKCFMEO_03685
OG0001136	WP_005614499.1	DAKCFMEO_03687
OG0001137	WP_005614782.1	DAKCFMEO_00511
OG0001138	WP_005614818.1	DAKCFMEO_00487
OG0001139	WP_005614892.1	DAKCFMEO_01660
OG0001140	WP_005614914.1	DAKCFMEO_01652
OG0001141	WP_005614924.1	DAKCFMEO_01646
OG0001142	WP_005615033.1	DAKCFMEO_01744
OG0001143	WP_005615192.1	DAKCFMEO_03438
OG0001144	WP_005615366.1	DAKCFMEO_02752
OG0001145	WP_005615404.1	DAKCFMEO_02736
OG0001146	WP_005615457.1	DAKCFMEO_03294
OG0001147	WP_005615493.1	DAKCFMEO_02980
OG0001148	WP_005615514.1	DAKCFMEO_02989
OG0001149	WP_005615650.1	DAKCFMEO_01769
OG0001150	WP_005615731.1	DAKCFMEO_01462
OG0001151	WP_005615771.1	DAKCFMEO_03344
OG0001152	WP_005615845.1	DAKCFMEO_03272
OG0001153	WP_005615949.1	DAKCFMEO_03211
OG0001154	WP_005615972.1	DAKCFMEO_03199
OG0001155	WP_005616022.1	DAKCFMEO_03168
OG0001156	WP_005616041.1	DAKCFMEO_03156
OG0001157	WP_005616090.1	DAKCFMEO_03126
OG0001158	WP_005616197.1	DAKCFMEO_00054
OG0001159	WP_005616222.1	DAKCFMEO_00036
OG0001160	WP_005616372.1	DAKCFMEO_02264
OG0001161	WP_005616381.1	DAKCFMEO_02270
OG0001162	WP_005616461.1	DAKCFMEO_02314
OG0001163	WP_005616463.1	DAKCFMEO_02316
OG0001164	WP_005616592.1	DAKCFMEO_04502
OG0001165	WP_005616608.1	DAKCFMEO_04514
OG0001166	WP_005616613.1	DAKCFMEO_02396
OG0001167	WP_005616754.1	DAKCFMEO_02499
OG0001168	WP_005616835.1	DAKCFMEO_02532
OG0001169	WP_005616857.1	DAKCFMEO_02544
OG0001170	WP_005616977.1	DAKCFMEO_02613
OG0001171	WP_005617003.1	DAKCFMEO_02626
OG0001172	WP_005617011.1	DAKCFMEO_02631
OG0001173	WP_005617022.1	DAKCFMEO_02636
OG0001174	WP_005617091.1	DAKCFMEO_00820
OG0001175	WP_005617102.1	DAKCFMEO_02681
OG0001176	WP_005617103.1	DAKCFMEO_02683
OG0001177	WP_005617237.1	DAKCFMEO_00627
OG0001178	WP_005617294.1	DAKCFMEO_00651
OG0001179	WP_005617305.1	DAKCFMEO_02625
OG0001180	WP_005617338.1	DAKCFMEO_00706
OG0001181	WP_005617365.1	DAKCFMEO_00720
OG0001182	WP_005617455.1	DAKCFMEO_00779
OG0001183	WP_005617470.1	DAKCFMEO_00792
OG0001184	WP_005617488.1	DAKCFMEO_00835
OG0001185	WP_005617534.1	DAKCFMEO_00903
OG0001186	WP_005617589.1	DAKCFMEO_01351
OG0001187	WP_005617613.1	DAKCFMEO_01337
OG0001188	WP_005617714.1	DAKCFMEO_01378
OG0001189	WP_005618719.1	DAKCFMEO_00663
OG0001190	WP_005618859.1	DAKCFMEO_01409
OG0001191	WP_005618952.1	DAKCFMEO_01507
OG0001192	WP_005619059.1	DAKCFMEO_01532
OG0001193	WP_005619067.1	DAKCFMEO_01541
OG0001194	WP_005619235.1	DAKCFMEO_04691
OG0001195	WP_005619360.1	DAKCFMEO_04591
OG0001196	WP_005619395.1	DAKCFMEO_04553
OG0001197	WP_005619515.1	DAKCFMEO_04377
OG0001198	WP_005619689.1	DAKCFMEO_04264
OG0001199	WP_005619727.1	DAKCFMEO_04240
OG0001200	WP_005619831.1	DAKCFMEO_04153
OG0001201	WP_005619852.1	DAKCFMEO_04162
OG0001202	WP_005619903.1	DAKCFMEO_04476
OG0001203	WP_005619926.1	DAKCFMEO_00075
OG0001204	WP_005619982.1	DAKCFMEO_00110
OG0001205	WP_005619985.1	DAKCFMEO_00112
OG0001206	WP_005620033.1	DAKCFMEO_00155
OG0001207	WP_005620091.1	DAKCFMEO_00212
OG0001208	WP_005620106.1	DAKCFMEO_00219
OG0001209	WP_005620206.1	DAKCFMEO_00299
OG0001210	WP_005620274.1	DAKCFMEO_00375
OG0001211	WP_005620303.1	DAKCFMEO_00405
OG0001212	WP_005620308.1	DAKCFMEO_00409
OG0001213	WP_005620321.1	DAKCFMEO_00422
OG0001214	WP_005620333.1	DAKCFMEO_00437
OG0001215	WP_005620338.1	DAKCFMEO_00442
OG0001216	WP_005620402.1	DAKCFMEO_01683
OG0001217	WP_005620411.1	DAKCFMEO_01691
OG0001218	WP_005620437.1	DAKCFMEO_01704
OG0001219	WP_005620479.1	DAKCFMEO_01808
OG0001220	WP_005620645.1	DAKCFMEO_04814
OG0001221	WP_005620823.1	DAKCFMEO_04879
OG0001222	WP_005620859.1	DAKCFMEO_04882
OG0001223	WP_005620970.1	DAKCFMEO_04982
OG0001224	WP_005621029.1	DAKCFMEO_04999
OG0001225	WP_005621194.1	DAKCFMEO_05100
OG0001226	WP_005621218.1	DAKCFMEO_05062
OG0001227	WP_005621372.1	DAKCFMEO_01973
OG0001228	WP_005621407.1	DAKCFMEO_01949
OG0001229	WP_005621582.1	DAKCFMEO_05199
OG0001230	WP_005621585.1	DAKCFMEO_05200
OG0001231	WP_005621742.1	DAKCFMEO_05263
OG0001232	WP_005621857.1	DAKCFMEO_01577
OG0001233	WP_005621919.1	DAKCFMEO_01550
OG0001234	WP_005731386.1	DAKCFMEO_02399
OG0001235	WP_005736179.1	DAKCFMEO_03157
OG0001236	WP_005736188.1	DAKCFMEO_03167
OG0001237	WP_005736309.1	DAKCFMEO_03330
OG0001238	WP_005736422.1	DAKCFMEO_02978
OG0001239	WP_005736458.1	DAKCFMEO_02726
OG0001240	WP_005736511.1	DAKCFMEO_02790
OG0001241	WP_005736521.1	DAKCFMEO_03376
OG0001242	WP_005736538.1	DAKCFMEO_03402
OG0001243	WP_005736543.1	DAKCFMEO_03409
OG0001244	WP_005736551.1	DAKCFMEO_03417
OG0001245	WP_005736559.1	DAKCFMEO_03426
OG0001246	WP_005736691.1	DAKCFMEO_00546
OG0001247	WP_005736753.1	DAKCFMEO_03607
OG0001248	WP_005736842.1	DAKCFMEO_04867
OG0001249	WP_005736856.1	DAKCFMEO_04891
OG0001250	WP_005736885.1	DAKCFMEO_04926
OG0001251	WP_005736892.1	DAKCFMEO_04936
OG0001252	WP_005736950.1	DAKCFMEO_05004
OG0001253	WP_005736951.1	DAKCFMEO_05007
OG0001254	WP_005737007.1	DAKCFMEO_05147
OG0001255	WP_005737044.1	DAKCFMEO_01959
OG0001256	WP_005737104.1	DAKCFMEO_02024
OG0001257	WP_005737150.1	DAKCFMEO_05225
OG0001258	WP_005737390.1	DAKCFMEO_05112
OG0001259	WP_005737391.1	DAKCFMEO_02139
OG0001260	WP_005737430.1	DAKCFMEO_04963
OG0001261	WP_005737440.1	DAKCFMEO_05041
OG0001262	WP_005737465.1	DAKCFMEO_04972
OG0001263	WP_005737718.1	DAKCFMEO_01187
OG0001264	WP_005737770.1	DAKCFMEO_01121
OG0001265	WP_005737860.1	DAKCFMEO_04094
OG0001266	WP_005737926.1	DAKCFMEO_04021
OG0001267	WP_005737927.1	DAKCFMEO_04019
OG0001268	WP_005737978.1	DAKCFMEO_00769
OG0001269	WP_005738001.1	DAKCFMEO_00738
OG0001270	WP_005738027.1	DAKCFMEO_00693
OG0001271	WP_005738079.1	DAKCFMEO_00653
OG0001272	WP_005738085.1	DAKCFMEO_00643
OG0001273	WP_005738107.1	DAKCFMEO_00610
OG0001274	WP_005738376.1	DAKCFMEO_02632
OG0001275	WP_005738377.1	DAKCFMEO_02633
OG0001276	WP_005738493.1	DAKCFMEO_01381
OG0001277	WP_005738602.1	DAKCFMEO_01933
OG0001278	WP_005738807.1	DAKCFMEO_00773
OG0001279	WP_005738829.1	DAKCFMEO_00811
OG0001280	WP_005739010.1	DAKCFMEO_02254
OG0001281	WP_005739017.1	DAKCFMEO_02244
OG0001282	WP_005739040.1	DAKCFMEO_00403
OG0001283	WP_005739059.1	DAKCFMEO_00431
OG0001284	WP_005739097.1	DAKCFMEO_01687
OG0001285	WP_005739136.1	DAKCFMEO_00149
OG0001286	WP_005739198.1	DAKCFMEO_00233
OG0001287	WP_005739341.1	DAKCFMEO_03977
OG0001288	WP_005739372.1	DAKCFMEO_03950
OG0001289	WP_005739483.1	DAKCFMEO_00284
OG0001290	WP_005739559.1	DAKCFMEO_05067
OG0001291	WP_005739631.1	DAKCFMEO_02180
OG0001292	WP_005739655.1	DAKCFMEO_01571
OG0001293	WP_005739694.1	DAKCFMEO_01220
OG0001294	WP_005739770.1	DAKCFMEO_04125
OG0001295	WP_005739807.1	DAKCFMEO_02832
OG0001296	WP_005739815.1	DAKCFMEO_02842
OG0001297	WP_005740060.1	DAKCFMEO_04335
OG0001298	WP_005740065.1	DAKCFMEO_04339
OG0001299	WP_005740131.1	DAKCFMEO_00089
OG0001300	WP_005740134.1	DAKCFMEO_00088
OG0001301	WP_005740210.1	DAKCFMEO_04478
OG0001302	WP_005740539.1	DAKCFMEO_00047
OG0001303	WP_005740596.1	DAKCFMEO_04512
OG0001304	WP_005740605.1	DAKCFMEO_04505
OG0001306	WP_005760598.1	DAKCFMEO_04745
OG0001308	WP_005760695.1	DAKCFMEO_01549
OG0001309	WP_005760710.1	DAKCFMEO_04275
OG0001310	WP_005762368.1	DAKCFMEO_03819
OG0001311	WP_005762396.1	DAKCFMEO_03807
OG0001312	WP_005762406.1	DAKCFMEO_03803
OG0001313	WP_005762408.1	DAKCFMEO_03802
OG0001314	WP_005762418.1	DAKCFMEO_03792
OG0001315	WP_005762447.1	DAKCFMEO_03778
OG0001316	WP_005762465.1	DAKCFMEO_03770
OG0001317	WP_005762472.1	DAKCFMEO_03767
OG0001318	WP_005762474.1	DAKCFMEO_03766
OG0001319	WP_005762476.1	DAKCFMEO_03765
OG0001320	WP_005762486.1	DAKCFMEO_03759
OG0001321	WP_005762487.1	DAKCFMEO_03758
OG0001322	WP_005762491.1	DAKCFMEO_03754
OG0001323	WP_005762514.1	DAKCFMEO_03740
OG0001324	WP_005762534.1	DAKCFMEO_03730
OG0001325	WP_005762543.1	DAKCFMEO_03726
OG0001326	WP_005762545.1	DAKCFMEO_03725
OG0001327	WP_005762555.1	DAKCFMEO_03722
OG0001328	WP_005762564.1	DAKCFMEO_03716
OG0001329	WP_005762569.1	DAKCFMEO_03712
OG0001330	WP_005762572.1	DAKCFMEO_03709
OG0001331	WP_005762574.1	DAKCFMEO_01193
OG0001332	WP_005762577.1	DAKCFMEO_01192
OG0001333	WP_005762579.1	DAKCFMEO_01190
OG0001334	WP_005762586.1	DAKCFMEO_01186
OG0001335	WP_005762602.1	DAKCFMEO_01177
OG0001336	WP_005762604.1	DAKCFMEO_01176
OG0001337	WP_005762606.1	DAKCFMEO_01172
OG0001338	WP_005762608.1	DAKCFMEO_01171
OG0001339	WP_005762615.1	DAKCFMEO_01166
OG0001340	WP_005762617.1	DAKCFMEO_01165
OG0001341	WP_005762619.1	DAKCFMEO_01164
OG0001342	WP_005762621.1	DAKCFMEO_01163
OG0001343	WP_005762629.1	DAKCFMEO_04398
OG0001344	WP_005762644.1	DAKCFMEO_01125
OG0001345	WP_005762646.1	DAKCFMEO_01124
OG0001346	WP_005762667.1	DAKCFMEO_01114
OG0001347	WP_005762680.1	DAKCFMEO_01109
OG0001348	WP_005762684.1	DAKCFMEO_01105
OG0001349	WP_005762690.1	DAKCFMEO_01102
OG0001350	WP_005762697.1	DAKCFMEO_01099
OG0001351	WP_005762699.1	DAKCFMEO_01098
OG0001352	WP_005762701.1	DAKCFMEO_01096
OG0001353	WP_005762703.1	DAKCFMEO_01095
OG0001354	WP_005762776.1	DAKCFMEO_01041
OG0001355	WP_005762782.1	DAKCFMEO_01036
OG0001356	WP_005762784.1	DAKCFMEO_01035
OG0001357	WP_005762799.1	DAKCFMEO_04419
OG0001358	WP_005762801.1	DAKCFMEO_01108
OG0001359	WP_005762812.1	DAKCFMEO_01623
OG0001360	WP_005762856.1	DAKCFMEO_00885
OG0001361	WP_005762859.1	DAKCFMEO_00883
OG0001362	WP_005762866.1	DAKCFMEO_00879
OG0001363	WP_005762867.1	DAKCFMEO_00878
OG0001364	WP_005762869.1	DAKCFMEO_00876
OG0001365	WP_005762883.1	DAKCFMEO_01383
OG0001366	WP_005762885.1	DAKCFMEO_01384
OG0001367	WP_005762887.1	DAKCFMEO_01385
OG0001368	WP_005762889.1	DAKCFMEO_01386
OG0001369	WP_005762891.1	DAKCFMEO_01388
OG0001370	WP_005762940.1	DAKCFMEO_04987
OG0001371	WP_005762944.1	DAKCFMEO_04985
OG0001372	WP_005762949.1	DAKCFMEO_04983
OG0001373	WP_005762952.1	DAKCFMEO_04981
OG0001374	WP_005762954.1	DAKCFMEO_04979
OG0001375	WP_005762956.1	DAKCFMEO_04978
OG0001376	WP_005762959.1	DAKCFMEO_04955
OG0001377	WP_005762965.1	DAKCFMEO_04949
OG0001378	WP_005762970.1	DAKCFMEO_04943
OG0001379	WP_005762973.1	DAKCFMEO_04940
OG0001380	WP_005762975.1	DAKCFMEO_04938
OG0001381	WP_005762979.1	DAKCFMEO_04932
OG0001382	WP_005762987.1	DAKCFMEO_04917
OG0001383	WP_005762992.1	DAKCFMEO_04911
OG0001384	WP_005763001.1	DAKCFMEO_04903
OG0001385	WP_005763003.1	DAKCFMEO_04902
OG0001386	WP_005763005.1	DAKCFMEO_04901
OG0001387	WP_005763007.1	DAKCFMEO_04900
OG0001388	WP_005763015.1	DAKCFMEO_04895
OG0001389	WP_005763025.1	DAKCFMEO_04889
OG0001390	WP_005763027.1	DAKCFMEO_04888
OG0001391	WP_005763035.1	DAKCFMEO_04876
OG0001392	WP_005763045.1	DAKCFMEO_04871
OG0001393	WP_005763059.1	DAKCFMEO_04861
OG0001394	WP_005763065.1	DAKCFMEO_04857
OG0001395	WP_005763069.1	DAKCFMEO_04855
OG0001396	WP_005763077.1	DAKCFMEO_04851
OG0001397	WP_005763080.1	DAKCFMEO_04849
OG0001398	WP_005763098.1	DAKCFMEO_04840
OG0001399	WP_005763104.1	DAKCFMEO_04837
OG0001400	WP_005763106.1	DAKCFMEO_04836
OG0001401	WP_005763108.1	DAKCFMEO_04835
OG0001402	WP_005763115.1	DAKCFMEO_04832
OG0001403	WP_005763119.1	DAKCFMEO_04828
OG0001404	WP_005763123.1	DAKCFMEO_04826
OG0001405	WP_005763127.1	DAKCFMEO_03616
OG0001406	WP_005763130.1	DAKCFMEO_03618
OG0001407	WP_005763134.1	DAKCFMEO_03620
OG0001408	WP_005763136.1	DAKCFMEO_03621
OG0001409	WP_005763150.1	DAKCFMEO_03626
OG0001410	WP_005763161.1	DAKCFMEO_03631
OG0001411	WP_005763174.1	DAKCFMEO_03638
OG0001412	WP_005763178.1	DAKCFMEO_03640
OG0001413	WP_005763182.1	DAKCFMEO_03642
OG0001414	WP_005763190.1	DAKCFMEO_03646
OG0001415	WP_005763193.1	DAKCFMEO_03647
OG0001416	WP_005763203.1	DAKCFMEO_03655
OG0001417	WP_005763213.1	DAKCFMEO_03660
OG0001418	WP_005763215.1	DAKCFMEO_03661
OG0001419	WP_005763217.1	DAKCFMEO_03662
OG0001420	WP_005763225.1	DAKCFMEO_03600
OG0001421	WP_005763231.1	DAKCFMEO_03603
OG0001422	WP_005763243.1	DAKCFMEO_03611
OG0001423	WP_005763246.1	DAKCFMEO_03613
OG0001424	WP_005763254.1	DAKCFMEO_04822
OG0001425	WP_005763270.1	DAKCFMEO_04815
OG0001426	WP_005763279.1	DAKCFMEO_04808
OG0001427	WP_005763284.1	DAKCFMEO_04806
OG0001428	WP_005763292.1	DAKCFMEO_04801
OG0001429	WP_005763294.1	DAKCFMEO_04800
OG0001430	WP_005763322.1	DAKCFMEO_02052
OG0001431	WP_005763424.1	DAKCFMEO_05160
OG0001432	WP_005763440.1	DAKCFMEO_01980
OG0001433	WP_005763446.1	DAKCFMEO_01983
OG0001434	WP_005763448.1	DAKCFMEO_01984
OG0001435	WP_005763452.1	DAKCFMEO_01986
OG0001436	WP_005763453.1	DAKCFMEO_01987
OG0001437	WP_005763455.1	DAKCFMEO_01988
OG0001438	WP_005763456.1	DAKCFMEO_01989
OG0001439	WP_005763459.1	DAKCFMEO_01990
OG0001440	WP_005763462.1	DAKCFMEO_01991
OG0001441	WP_005763465.1	DAKCFMEO_01993
OG0001442	WP_005763490.1	DAKCFMEO_02185
OG0001443	WP_005763493.1	DAKCFMEO_02188
OG0001444	WP_005763495.1	DAKCFMEO_02190
OG0001445	WP_005763524.1	DAKCFMEO_02143
OG0001446	WP_005763543.1	DAKCFMEO_02148
OG0001447	WP_005763550.1	DAKCFMEO_02153
OG0001448	WP_005763555.1	DAKCFMEO_02158
OG0001449	WP_005763560.1	DAKCFMEO_02161
OG0001450	WP_005763563.1	DAKCFMEO_02165
OG0001451	WP_005763565.1	DAKCFMEO_02166
OG0001452	WP_005763567.1	DAKCFMEO_02167
OG0001453	WP_005763589.1	DAKCFMEO_04961
OG0001454	WP_005763591.1	DAKCFMEO_04960
OG0001455	WP_005763601.1	DAKCFMEO_04975
OG0001456	WP_005763607.1	DAKCFMEO_05047
OG0001457	WP_005763611.1	DAKCFMEO_05044
OG0001458	WP_005763613.1	DAKCFMEO_05043
OG0001459	WP_005763614.1	DAKCFMEO_05042
OG0001460	WP_005763618.1	DAKCFMEO_05040
OG0001461	WP_005763630.1	DAKCFMEO_05036
OG0001462	WP_005763636.1	DAKCFMEO_05031
OG0001463	WP_005763638.1	DAKCFMEO_05030
OG0001464	WP_005763640.1	DAKCFMEO_05029
OG0001465	WP_005763645.1	DAKCFMEO_05022
OG0001466	WP_005763647.1	DAKCFMEO_05052
OG0001467	WP_005763651.1	DAKCFMEO_05054
OG0001468	WP_005763655.1	DAKCFMEO_04973
OG0001469	WP_005763658.1	DAKCFMEO_04974
OG0001470	WP_005763669.1	DAKCFMEO_02945
OG0001471	WP_005763674.1	DAKCFMEO_02951
OG0001472	WP_005763676.1	DAKCFMEO_02953
OG0001473	WP_005763685.1	DAKCFMEO_02961
OG0001474	WP_005763688.1	DAKCFMEO_02963
OG0001475	WP_005763692.1	DAKCFMEO_04970
OG0001476	WP_005763694.1	DAKCFMEO_04968
OG0001477	WP_005763699.1	DAKCFMEO_04965
OG0001478	WP_005763705.1	DAKCFMEO_02938
OG0001479	WP_005763732.1	DAKCFMEO_02936
OG0001480	WP_005763735.1	DAKCFMEO_02935
OG0001481	WP_005763737.1	DAKCFMEO_02933
OG0001482	WP_005763739.1	DAKCFMEO_02932
OG0001483	WP_005763742.1	DAKCFMEO_02931
OG0001484	WP_005763744.1	DAKCFMEO_02930
OG0001485	WP_005763753.1	DAKCFMEO_02927
OG0001486	WP_005763757.1	DAKCFMEO_02925
OG0001487	WP_005763760.1	DAKCFMEO_02924
OG0001488	WP_005763762.1	DAKCFMEO_02923
OG0001489	WP_005763768.1	DAKCFMEO_02921
OG0001490	WP_005763772.1	DAKCFMEO_02919
OG0001491	WP_005763797.1	DAKCFMEO_02913
OG0001492	WP_005763799.1	DAKCFMEO_02912
OG0001493	WP_005763801.1	DAKCFMEO_02909
OG0001494	WP_005763807.1	DAKCFMEO_02906
OG0001495	WP_005763809.1	DAKCFMEO_02904
OG0001496	WP_005763811.1	DAKCFMEO_01905
OG0001497	WP_005763812.1	DAKCFMEO_01242
OG0001498	WP_005763843.1	DAKCFMEO_03044
OG0001499	WP_005763898.1	DAKCFMEO_01486
OG0001501	WP_005763915.1	DAKCFMEO_01477
OG0001502	WP_005763938.1	DAKCFMEO_04795
OG0001503	WP_005763940.1	DAKCFMEO_04479
OG0001504	WP_005763950.1	DAKCFMEO_01766
OG0001505	WP_005763952.1	DAKCFMEO_01767
OG0001506	WP_005763959.1	DAKCFMEO_01770
OG0001507	WP_005763961.1	DAKCFMEO_01771
OG0001508	WP_005763967.1	DAKCFMEO_01773
OG0001509	WP_005763992.1	DAKCFMEO_03019
OG0001510	WP_005764019.1	DAKCFMEO_03012
OG0001511	WP_005764026.1	DAKCFMEO_03006
OG0001512	WP_005764038.1	DAKCFMEO_02995
OG0001513	WP_005764043.1	DAKCFMEO_02991
OG0001514	WP_005764045.1	DAKCFMEO_02988
OG0001515	WP_005764046.1	DAKCFMEO_02987
OG0001516	WP_005764047.1	DAKCFMEO_02986
OG0001517	WP_005764048.1	DAKCFMEO_02983
OG0001518	WP_005764051.1	DAKCFMEO_02976
OG0001519	WP_005764052.1	DAKCFMEO_02975
OG0001520	WP_005764053.1	DAKCFMEO_02974
OG0001521	WP_005764054.1	DAKCFMEO_02971
OG0001522	WP_005764067.1	DAKCFMEO_02966
OG0001523	WP_005764071.1	DAKCFMEO_03293
OG0001524	WP_005764073.1	DAKCFMEO_03295
OG0001525	WP_005764078.1	DAKCFMEO_03297
OG0001526	WP_005764084.1	DAKCFMEO_03301
OG0001527	WP_005764092.1	DAKCFMEO_03304
OG0001528	WP_005764094.1	DAKCFMEO_03305
OG0001529	WP_005764101.1	DAKCFMEO_03290
OG0001530	WP_005764104.1	DAKCFMEO_03289
OG0001531	WP_005764106.1	DAKCFMEO_02716
OG0001532	WP_005764108.1	DAKCFMEO_02717
OG0001533	WP_005764110.1	DAKCFMEO_02718
OG0001534	WP_005764114.1	DAKCFMEO_02721
OG0001535	WP_005764116.1	DAKCFMEO_02723
OG0001536	WP_005764130.1	DAKCFMEO_02727
OG0001537	WP_005764132.1	DAKCFMEO_02728
OG0001538	WP_005764136.1	DAKCFMEO_02731
OG0001539	WP_005764140.1	DAKCFMEO_02732
OG0001540	WP_005764142.1	DAKCFMEO_02733
OG0001541	WP_005764144.1	DAKCFMEO_02734
OG0001542	WP_005764169.1	DAKCFMEO_02746
OG0001543	WP_005764177.1	DAKCFMEO_02751
OG0001544	WP_005764206.1	DAKCFMEO_02763
OG0001545	WP_005764221.1	DAKCFMEO_02770
OG0001546	WP_005764227.1	DAKCFMEO_02773
OG0001547	WP_005764229.1	DAKCFMEO_02774
OG0001548	WP_005764231.1	DAKCFMEO_02775
OG0001549	WP_005764246.1	DAKCFMEO_03951
OG0001550	WP_005764255.1	DAKCFMEO_03943
OG0001551	WP_005764266.1	DAKCFMEO_03938
OG0001552	WP_005764318.1	DAKCFMEO_03930
OG0001553	WP_005764319.1	DAKCFMEO_03929
OG0001554	WP_005764325.1	DAKCFMEO_03923
OG0001555	WP_005764330.1	DAKCFMEO_03920
OG0001556	WP_005764344.1	DAKCFMEO_03906
OG0001557	WP_005764391.1	DAKCFMEO_04173
OG0001558	WP_005764393.1	DAKCFMEO_04174
OG0001559	WP_005764395.1	DAKCFMEO_04175
OG0001560	WP_005764399.1	DAKCFMEO_04177
OG0001562	WP_005764417.1	DAKCFMEO_03903
OG0001563	WP_005764418.1	DAKCFMEO_03904
OG0001564	WP_005764425.1	DAKCFMEO_04020
OG0001565	WP_005764454.1	DAKCFMEO_04039
OG0001566	WP_005764492.1	DAKCFMEO_04013
OG0001567	WP_005764499.1	DAKCFMEO_01006
OG0001568	WP_005764523.1	DAKCFMEO_03956
OG0001569	WP_005764543.1	DAKCFMEO_03965
OG0001570	WP_005764558.1	DAKCFMEO_03972
OG0001571	WP_005764591.1	DAKCFMEO_00606
OG0001572	WP_005764620.1	DAKCFMEO_04006
OG0001573	WP_005764626.1	DAKCFMEO_04009
OG0001574	WP_005764689.1	DAKCFMEO_00886
OG0001575	WP_005764714.1	DAKCFMEO_00250
OG0001576	WP_005764716.1	DAKCFMEO_00249
OG0001577	WP_005764727.1	DAKCFMEO_00245
OG0001578	WP_005764729.1	DAKCFMEO_00244
OG0001579	WP_005764735.1	DAKCFMEO_00242
OG0001580	WP_005764738.1	DAKCFMEO_00241
OG0001581	WP_005764742.1	DAKCFMEO_00237
OG0001582	WP_005764744.1	DAKCFMEO_00235
OG0001583	WP_005764747.1	DAKCFMEO_00234
OG0001584	WP_005764752.1	DAKCFMEO_00231
OG0001585	WP_005764756.1	DAKCFMEO_00227
OG0001586	WP_005764762.1	DAKCFMEO_00224
OG0001587	WP_005764764.1	DAKCFMEO_00223
OG0001588	WP_005764765.1	DAKCFMEO_00222
OG0001589	WP_005764769.1	DAKCFMEO_00216
OG0001590	WP_005764771.1	DAKCFMEO_00215
OG0001591	WP_005764772.1	DAKCFMEO_00214
OG0001592	WP_005764773.1	DAKCFMEO_00213
OG0001593	WP_005764775.1	DAKCFMEO_00210
OG0001594	WP_005764776.1	DAKCFMEO_00209
OG0001595	WP_005764777.1	DAKCFMEO_00208
OG0001596	WP_005764779.1	DAKCFMEO_00206
OG0001597	WP_005764781.1	DAKCFMEO_00205
OG0001598	WP_005764782.1	DAKCFMEO_00204
OG0001599	WP_005764783.1	DAKCFMEO_00203
OG0001600	WP_005764786.1	DAKCFMEO_00200
OG0001601	WP_005764787.1	DAKCFMEO_00199
OG0001602	WP_005764789.1	DAKCFMEO_00196
OG0001603	WP_005764790.1	DAKCFMEO_00195
OG0001604	WP_005764792.1	DAKCFMEO_00193
OG0001605	WP_005764794.1	DAKCFMEO_00192
OG0001606	WP_005764807.1	DAKCFMEO_00183
OG0001607	WP_005764809.1	DAKCFMEO_00182
OG0001608	WP_005764812.1	DAKCFMEO_00180
OG0001609	WP_005764814.1	DAKCFMEO_00179
OG0001610	WP_005764831.1	DAKCFMEO_00169
OG0001611	WP_005764836.1	DAKCFMEO_00165
OG0001612	WP_005764850.1	DAKCFMEO_00158
OG0001613	WP_005764852.1	DAKCFMEO_00157
OG0001614	WP_005764856.1	DAKCFMEO_00156
OG0001615	WP_005764864.1	DAKCFMEO_00147
OG0001616	WP_005764871.1	DAKCFMEO_00141
OG0001617	WP_005764877.1	DAKCFMEO_00138
OG0001618	WP_005764890.1	DAKCFMEO_00128
OG0001619	WP_005764896.1	DAKCFMEO_00127
OG0001620	WP_005764898.1	DAKCFMEO_00126
OG0001621	WP_005764901.1	DAKCFMEO_00125
OG0001622	WP_005764906.1	DAKCFMEO_00123
OG0001623	WP_005764909.1	DAKCFMEO_00114
OG0001624	WP_005764915.1	DAKCFMEO_00111
OG0001625	WP_005764917.1	DAKCFMEO_00109
OG0001626	WP_005764922.1	DAKCFMEO_00106
OG0001627	WP_005764923.1	DAKCFMEO_00103
OG0001628	WP_005764936.1	DAKCFMEO_00095
OG0001629	WP_005764940.1	DAKCFMEO_00094
OG0001630	WP_005764946.1	DAKCFMEO_00091
OG0001631	WP_005764969.1	DAKCFMEO_00080
OG0001632	WP_005764975.1	DAKCFMEO_00077
OG0001633	WP_005764980.1	DAKCFMEO_00062
OG0001634	WP_005765006.1	DAKCFMEO_04699
OG0001635	WP_005765011.1	DAKCFMEO_04698
OG0001636	WP_005765016.1	DAKCFMEO_04696
OG0001637	WP_005765020.1	DAKCFMEO_04694
OG0001638	WP_005765028.1	DAKCFMEO_04690
OG0001639	WP_005765031.1	DAKCFMEO_04689
OG0001640	WP_005765087.1	DAKCFMEO_04667
OG0001641	WP_005765089.1	DAKCFMEO_04665
OG0001642	WP_005765091.1	DAKCFMEO_04664
OG0001643	WP_005765093.1	DAKCFMEO_04663
